SMILES,MDEO-22,SC-4,C1SP3,SCH-5,ATSm4,TopoPSA,MDEN-23,SC-5,SCH-6,ATSm5,Zagreb,MDEC-23,SCH-7,ATSc1,ATSc2,khs.sCl,khs.ssCH2,ATSp1,khs.ssO,Kier1,ATSc3,ATSp2,Kier2,ATSc4,C2SP2,Kier3,C2SP3,ATSc5,khs.aasC,VP-0,ATSp3,VP-1,WPATH,khs.dsN,ATSp4,SPC-4,MDEO-11,VP-3,ATSp5,khs.sssN,SPC-5,MDEN-33,SP-0,VP-4,SPC-6,MDEC-12,MDEC-33,MDEO-12,SP-1,VP-5,khs.dO,MDEC-13,SP-2,khs.sssCH,VP-6,VPC-4,VP-7,VCH-5,VPC-5,ECCEN,SP-3,VC-3,VPC-6,SP-4,VCH-6,VC-4,fragC,SP-5,VCH-7,VC-5,SP-6,ATSm1,WPOL,khs.ddsN,SP-7,ATSm2,SC-3,C1SP2,ATSm3,khs.aaCH
InChI%3D1S%2FC10H8%2Fc1-2-6-10-8-4-3-7-9%2810%295-1%2Fh1-8H,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0833333358168602,0.16666667163372,6.0,50.0,8.59655952453613,0.235702261328697,0.0,0.0,0.0,0.0,575.871765136719,0.0,6.69421482086182,0.0,650.17529296875,2.93877553939819,0.0,8.0,1.38271605968475,0.0,0.0,0.0,5.61880207061768,835.183166503906,3.40470051765442,109.0,0.0,681.418579101562,0.942809045314789,0.0,1.65868926048279,303.666290283203,0.0,1.5,0.0,6.81155490875244,1.13290584087372,1.88561809062958,0.0,1.0,0.0,4.96632671356201,0.756600141525269,0.0,0.0,4.08907318115234,0.0,0.303561210632324,0.38490018248558,0.153877794742584,0.0,0.5,90.0,3.46632647514343,0.16666667163372,0.513200223445892,2.85758924484253,0.0555555559694767,0.0,271.0,2.31649661064148,0.0641500279307365,0.0277777779847383,1.14011943340302,10.0,12.0,0.0,0.70412415266037,11.0,0.333333343267441,0.0,14.0,8.0
InChI%3D1S%2FC9H7N3O4S%2Fc1-5%2813%2910-9-11-6%284-17-9%297-2-3-8%2816-7%2912%2814%2915%2Fh2-4H%2C1H3%2C%28H%2C10%2C11%2C13%29,0.0,0.0,3.0,0.235702261328697,27.7674541473389,132.679992675781,0.338061690330505,0.25,0.287457466125488,31.497220993042,86.0,5.87101554870605,0.464041620492935,0.487411707639694,-0.289541035890579,0.0,0.0,964.811218261719,0.0,13.4320983886719,0.0506628677248955,1113.06127929688,5.76000022888184,0.0501368045806885,0.0,3.48444437980652,4.0,-0.079084500670433,4.0,9.4703950881958,1510.98107910156,5.38387537002563,564.0,1.0,1160.01904296875,2.53411293029785,0.512992799282074,2.50821900367737,1108.84631347656,0.0,3.46912670135498,0.0,12.4138488769531,1.85244131088257,3.8432080745697,0.458566069602966,3.38654565811157,0.75394743680954,8.05855083465576,0.960562527179718,2.0,1.34123075008392,7.64593553543091,0.0,0.578781843185425,0.678539156913757,0.337810784578323,0.113077633082867,0.961624503135681,270.0,5.50974941253662,0.435922205448151,0.836791634559631,4.50890254974365,0.107108667492867,0.0,353.079986572266,2.92683410644531,0.111772589385509,0.0239986199885607,2.2708842754364,27.3055934906006,20.0,1.0,1.42817711830139,24.2737045288086,1.44570577144623,1.0,35.7953948974609,3.0
InChI%3D1S%2FC11H13N5O4%2Fc1-15%282%297-12-11-14-13-9%2820-11%295-3-8-4-6-10%2819-8%2916%2817%2918%2Fh3-6H%2C7H2%2C1-2H3%2C%28H%2C12%2C14%29,0.200000002980232,0.0,1.0,0.235702261328697,27.0650539398193,,1.15010142326355,0.16666667163372,0.318041384220123,23.7369327545166,98.0,7.10510301589966,0.419897556304932,0.573145031929016,-0.437883675098419,0.0,1.0,948.643920898438,1.0,16.3718814849854,0.233544304966927,1058.93017578125,7.85204076766968,-0.115356504917145,5.0,5.37890625,0.0,0.0390556156635284,2.0,11.06849193573,1366.640625,5.84202003479004,994.0,1.0,1059.92199707031,2.52706789970398,0.5,2.28494334220886,979.227478027344,1.0,2.96062827110291,0.090909093618393,14.5351696014404,1.39404094219208,3.2269389629364,1.5201199054718,1.67667174339294,0.81649661064148,9.5417137145996,0.774913728237152,2.0,1.14585161209106,8.77682495117188,1.0,0.418258160352707,0.579329073429108,0.229227945208549,0.0634834766387939,0.566222429275513,416.0,6.30985593795776,0.587926506996155,0.466391086578369,4.72464942932129,0.0650428757071495,0.0,916.090026855469,3.35837769508362,0.0592920705676079,0.00878410506993532,2.2778594493866,24.8978157043457,22.0,1.0,1.40636730194092,25.1247692108154,1.5206207036972,1.0,34.3656005859375,2.0
InChI%3D1S%2FC12H5Cl5%2Fc13-8-3-1-2-6%2810%288%2915%297-4-5-9%2814%2912%2817%2911%287%2916%2Fh1-5H,0.0,0.0,0.0,0.0,75.5591125488281,0.0,0.0,0.595967054367065,0.12359693646431,51.1818656921387,88.0,12.614465713501,0.374108165502548,0.142714470624924,-0.0231912191957235,5.0,0.0,1508.69165039062,0.0,13.4320983886719,-0.0690544322133064,1767.8701171875,5.32544374465942,0.0268668755888939,10.0,2.55999994277954,0.0,0.0075004892423749,7.0,12.0562181472778,2472.03686523438,6.48943424224854,484.0,0.0,2520.91015625,3.80681467056274,0.0,4.38945341110229,1869.2861328125,0.0,5.32990312576294,0.0,12.5769853591919,2.48529291152954,7.59777164459229,0.0,9.33325862884521,0.0,8.01974487304688,1.57658743858337,0.0,0.0,7.36788129806519,0.0,0.923287570476532,2.45212435722351,0.493792295455933,0.0,2.89048099517822,220.0,6.67738246917725,0.89687442779541,3.57990097999573,4.72052145004272,0.0448895953595638,0.0,257.049987792969,3.54300498962402,0.147867605090141,0.368599057197571,2.27921915054321,55.5637664794922,29.0,0.0,1.38600671291351,27.7586860656738,1.32092034816742,0.0,45.5173721313477,5.0
InChI%3D1S%2FC3H6O2%2Fc4-1-3-2-5-3%2Fh3-4H%2C1-2H2,0.0,0.0,2.0,0.0,3.10656094551086,32.7599983215332,0.0,0.0,0.0,0.0,22.0,2.0,0.0,0.277053087949753,-0.100388512015343,0.0,2.0,108.833946228027,1.0,3.20000004768372,-0.0761098116636276,114.96305847168,1.0,0.0379717871546745,0.0,0.639999985694885,1.0,0.0,0.0,2.84702563285828,65.0820922851562,1.65710175037384,17.0,0.0,32.9785003662109,0.20412415266037,0.0,0.439337313175201,0.0,0.0,0.0,0.0,3.69867062568665,0.105409257113934,0.0,0.0,0.0,0.333333343267441,2.4318516254425,0.0,0.0,0.0,1.85162401199341,1.0,0.0,0.0527046285569668,0.0,0.0,0.0,25.0,0.98559856414795,0.117851130664349,0.0,0.40824830532074,0.0,0.0,101.019996643066,0.0,0.0,0.0,0.0,6.54893827438354,2.0,0.0,0.0,5.99627590179443,0.20412415266037,0.0,3.66418385505676,0.0
InChI%3D1S%2FC12H12N2O3%2Fc1-2-12%288-6-4-3-5-7-8%299%2815%2913-11%2817%2914-10%2812%2916%2Fh3-7H%2C2H2%2C1H3%2C%28H2%2C13%2C14%2C15%2C16%2C17%29,0.0,0.0680413842201233,1.0,0.0,35.3180313110352,82.25,0.0,0.635379731655121,0.150174587965012,35.7520942687988,88.0,7.5181999206543,0.25716707110405,0.415953427553177,-0.294875830411911,,1.0,1080.85302734375,,13.4320983886719,0.26962611079216,1282.33203125,5.32544374465942,-0.326041221618652,5.0,2.29072308540344,1.0,0.146636709570885,1.0,9.29096126556396,1854.34838867188,5.26710891723633,458.0,,2014.71813964844,3.75820827484131,0.75,2.96345019340515,1560.09875488281,,7.24003458023071,0.0,12.4662551879883,1.9982715845108,8.61607551574707,1.63976919651031,2.67269611358643,0.0,8.10822582244873,1.08343553543091,,1.17348229885101,7.17953109741211,0.0,0.519090533256531,1.46950852870941,0.242734625935555,0.0,2.1247763633728,210.0,6.324462890625,0.551823198795319,1.86323297023773,5.65824890136719,0.0445750132203102,0.0441941730678082,628.049987792969,3.53914260864258,0.0474097840487957,0.175469577312469,2.31121063232422,20.0433826446533,31.0,,1.17533838748932,19.6610164642334,1.29103946685791,2.0,29.570405960083,5.0
InChI%3D1S%2FC9H8N4O5%2Fc1-5%2814%2910-4-7-11-9%2812-18-7%296-2-3-8%2817-6%2913%2815%2916%2Fh2-3H%2C4H2%2C1H3%2C%28H%2C10%2C14%29,0.25,0.0,5.0,0.235702261328697,26.7286186218262,130.470001220703,0.512992799282074,0.25,0.287457466125488,24.9544887542725,90.0,5.45638656616211,0.474854648113251,0.610772609710693,-0.278917700052261,0.0,1.0,719.282958984375,0.0,14.4099721908569,-0.194182813167572,819.378356933594,6.43787002563477,0.37240868806839,0.0,3.99583768844604,3.0,-0.220335140824318,4.0,9.23086833953857,1095.91516113281,4.83220052719116,685.0,1.0,861.80712890625,2.61357235908508,0.481411129236221,1.90337264537811,805.118530273438,0.0,3.18411183357239,0.0,13.1209554672241,1.14719223976135,3.75722193717957,0.5,3.08133912086487,1.17598414421082,8.55855083465576,0.619544267654419,2.0,1.15627098083496,7.98758363723755,0.0,0.331766486167908,0.508146584033966,0.164282515645027,0.0544331036508083,0.526633381843567,313.0,5.85727643966675,0.363447725772858,0.457096070051193,4.45938396453857,0.0568648241460323,0.0,423.089996337891,3.16453075408936,0.0589754469692707,0.0205692183226347,2.37397837638855,23.3122978210449,21.0,1.0,1.44624304771423,22.9858779907227,1.44570577144623,1.0,32.6148872375488,2.0
InChI%3D1S%2FC8H12N2O3%2Fc1-3-8%284-2%295%2811%299-7%2813%2910-6%288%2912%2Fh3-4H2%2C1-2H3%2C%28H2%2C9%2C10%2C11%2C12%2C13%29,0.0,0.0833333358168602,2.0,0.0,27.3180313110352,,0.0,0.537457466125488,0.0481125228106976,22.7555408477783,64.0,2.38110160827637,0.212378948926926,0.408514112234116,-0.299251973628998,0.0,2.0,692.318664550781,0.0,11.0769233703613,0.287440985441208,795.164123535156,4.02216053009033,-0.339137047529221,0.0,1.77514791488647,2.0,0.154155761003494,0.0,7.61131620407104,1123.52844238281,4.16708517074585,220.0,2.0,1155.88635253906,3.49267768859863,0.75,2.46625971794128,653.085571289062,0.0,5.97511339187622,0.0,10.0604782104492,1.40266084671021,5.40539932250977,2.30940103530884,1.5,0.0,6.06371450424194,0.438556730747223,1.0,1.68686532974243,5.31894159317017,0.0,0.218388840556145,1.49885749816895,0.0511667281389236,0.0,1.90012729167938,111.0,4.79122352600098,0.567601501941681,0.969131648540497,3.9022970199585,0.0125000001862645,0.0625,469.049987792969,1.65565967559814,0.0339611135423183,0.120710678398609,1.22610127925873,16.0433826446533,23.0,0.0,0.272165536880493,14.6610174179077,1.22130084037781,2.0,22.570405960083,0.0
InChI%3D1S%2FC4H9N3O%2Fc8-6-7-3-1-5-2-4-7%2Fh5H%2C1-4H2,0.0,0.0,4.0,0.0,8.35654258728027,44.7000007629395,1.15470051765442,0.0,0.102062076330185,4.02417182922363,34.0,0.0,0.0721687823534012,0.134822562336922,-0.061790119856596,,4.0,299.339477539062,0.0,6.125,-0.030154749751091,315.014465332031,3.11111116409302,0.0311528146266937,0.0,1.79999995231628,0.0,-0.0345791764557362,0.0,4.63110256195068,353.282562255859,2.72213649749756,64.0,1.0,239.568893432617,0.492799282073975,0.0,1.20885801315308,72.6786575317383,1.0,0.594861328601837,0.0,5.81999111175537,0.734680831432343,0.492799282073975,0.0,0.0,0.0,3.9318516254425,0.446945697069168,1.0,0.0,2.91228413581848,0.0,0.0788675099611282,0.182246178388596,0.020412415266037,0.0,0.178445711731911,60.0,2.30209517478943,0.100000001490116,0.128867506980896,1.59538793563843,0.0559016987681389,0.0,233.039993286133,1.10517168045044,0.025000000372529,0.0,0.348461717367172,9.85443305969238,7.0,0.0,0.144337564706802,9.5781946182251,0.20412415266037,0.0,10.5505771636963,0.0
InChI%3D1S%2FC6H7ClN2%2Fc7-4-1-2-5%288%296%289%293-4%2Fh1-3H%2C8-9H2,0.0,0.0,0.0,0.0,14.9282035827637,52.0400009155273,0.0,0.16666667163372,0.0680413842201233,8.72638034820557,42.0,5.85380077362061,0.20412415266037,0.0605827607214451,-0.0120040671899915,1.0,0.0,496.256896972656,0.0,7.11111116409302,-0.0129032032564282,538.678894042969,2.72222232818604,-0.00937795545905828,6.0,1.70414197444916,0.0,-0.00886305514723063,3.0,5.5206446647644,672.976928710938,2.88233089447021,84.0,0.0,512.916015625,1.47827804088593,0.0,1.28393113613129,180.876937866211,0.0,1.55802857875824,0.0,6.85337114334106,0.726155757904053,2.07593297958374,0.0,1.65096366405487,0.0,4.19837713241577,0.444296807050705,0.0,0.0,3.87279200553894,0.0,0.13738726079464,0.48582935333252,0.00801875349134207,0.0,0.461769163608551,67.0,2.86036610603333,0.355648905038834,0.50458174943924,1.81676292419434,0.0240562614053488,0.0,184.029998779297,1.33160018920898,0.0550550147891045,0.0277777779847383,0.504473328590393,17.4327297210693,10.0,0.0,0.0680413842201233,11.2841081619263,0.760079681873322,0.0,16.5682163238525,3.0
InChI%3D1S%2FC9H12N2O%2Fc1-11%2810-12%298-7-9-5-3-2-4-6-9%2Fh2-6H%2C7-8H2%2C1H3,0.0,0.0,1.0,0.0,12.9965543746948,32.6699981689453,1.0,0.0,0.102062076330185,8.83064746856689,52.0,4.44554471969604,0.0721687823534012,0.0649356469511986,-0.0352137945592403,,2.0,561.208374023438,0.0,10.0833330154419,0.0282875541597605,596.182495117188,5.61224508285522,-0.020195335149765,5.0,4.0,1.0,-0.00795106776058674,1.0,7.10364055633545,691.960754394531,3.91025257110596,226.0,1.0,571.095458984375,0.925812005996704,0.0,1.70629465579987,378.933258056641,1.0,0.91561895608902,0.0,8.81155490875244,0.976404905319214,0.977640509605408,1.55299711227417,0.0,0.0,5.8256983757019,0.649025022983551,1.0,0.25,4.59480619430542,0.0,0.275388777256012,0.377151131629944,0.132806643843651,0.0,0.342168807983398,148.0,3.48938250541687,0.259272485971451,0.321392446756363,2.20015907287598,0.0320750139653683,0.0,444.029998779297,1.70750749111176,0.0226804614067078,0.0,0.857710719108582,13.4944448471069,12.0,0.0,0.504431009292603,13.2458248138428,0.492799282073975,0.0,15.0520219802856,5.0
