SMILES,ATSc2,MDEC-44,SPC-4,ATSc3,khs.sssdAs,SPC-5,khs.dsssP,ATSc4,khs.dNH,SPC-6,ATSc5,TopoPSA,VPC-4,topoShape,MDEN-22,VPC-5,khs.ssssBe,khs.ssSe,MDEN-23,khs.sBr,VPC-6,VCH-3,khs.ssSnH2,Kier1,khs.ssBe,VCH-4,VP-0,khs.dO,khs.aasC,Kier2,VCH-5,VP-1,khs.ssssSi,khs.dsN,Kier3,khs.sF,khs.sSnH3,VC-3,khs.sssAs,VCH-6,VP-2,MDEC-22,khs.ssPbH2,VCH-7,VP-3,khs.aaN,VC-4,khs.ssPH,MDEC-23,khs.dS,VP-4,TPSA,khs.aaO,khs.sI,VC-5,VP-5,khs.sPbH3,khs.sSeH,VC-6,MDEC-24,khs.sssssAs,VP-6,khs.ssssSn,khs.ssO,khs.aaNH,khs.sCl,khs.ddssSe,VP-7,khs.ssBH,khs.sAsH2,khs.sssB,C4SP3,khs.ssssB,khs.aaS,khs.ssssC,khs.sssSnH,khs.dssSe,khs.sLi,khs.ssSiH2,C3SP2,MDEO-11,geomShape,khs.dssC,khs.aaCH,khs.aasN,ATSm1,C3SP3,MDEO-12,khs.ssS,SCH-3,khs.sSiH3,ATSm2,ECCEN,khs.ssAsH,MDEN-33,SCH-4,ATSm3,khs.sOH,PetitjeanNumber,WPATH,SCH-5,ATSp1,ATSm4,Zagreb,khs.tsC,SCH-6,ATSp2,ATSm5,khs.sssPbH,khs.sssNH,SCH-7,ATSp3,khs.ssNH,ATSp4,fragC,MDEC-33,ATSp5,khs.ddC,khs.dSe,MDEC-34,khs.ddsN,khs.sssSiH,khs.ssGeH2,khs.sssN,khs.ssssN,khs.sssssP,MDEN-11,khs.sssCH,WPOL,MDEN-12,C2SP1,khs.sssP,khs.sssGeH,SP-0,khs.tN,MDEN-13,C2SP2,SP-1,khs.dsCH,khs.ddssS,khs.sGeH3,SC-3,MDEO-22,C2SP3,khs.sNH2,SP-2,SC-4,SP-3,khs.aaaC,khs.ssNH2,khs.sNH3,SC-5,MDEC-11,khs.ssCH2,SP-4,khs.ssssGe,khs.tCH,SC-6,MDEC-12,C1SP1,khs.aaSe,SP-5,VAdjMat,khs.dssS,khs.sCH3,khs.sPH2,MDEC-13,C1SP2,SP-6,khs.sSH,khs.dCH2,ATSc1,MDEC-14,C1SP3,khs.ssssPb,SP-7
FC=C, -0.0280794370919466, 0.0, 0.0 0.0, -0.00705485558137298, 0.0, 0.0 0.0, 0.0, 0.0, 0.0, 0.0 0.0, 0.0, 0.0, 0.0 0.0, 1.0, 0.0, 0.0 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 0.0, 0.0, 0.0, 3.0, 0.0, 0.0, 1.66242146492004, 0.0, 0.0, 2.0, 0.0, 0.626466155052185, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.154303357005119, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, , 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, , 0.0, 0.0, 0.0, 4.50204420089722, 0.0, 0.0, 0.0, 0.0, 0.0, 2.58178520202637, 6.0, 0.0, 0.0, 0.0, 1.58178508281708, 0.0, 0.5, 4.0, 0.0, 36.8776245117188, 0.0, 6.0, 0.0, 0.0, 25.1212348937988, 0.0, 0.0, 0.0, 0.0, 10.5563592910767, 0.0, 0.0, 19.0100002288818, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.70710682868958, 0.0, 0.0, 0.0, 1.41421353816986, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.70710676908493, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 2.58496260643005, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 1.0, 0.0702685862779617, 0.0, 0.0, 0.0, 0.0
OC(=O)/C=C/c1ccc(O)c(O)c1, -0.14227195084095, 0.0, 1.8026887178421 1.8026887178421, -0.0722370445728302, 0.0, 1.80753147602081 1.80753147602081, 0.0, 0.0472131818532944, 0.0, 2.51422595977783 2.51422595977783, 0.0136766033247113, 77.7600021362305, 0.391465961933136 0.391465961933136, 1.0, 0.0, 0.371276557445526 0.371276557445526, 0.0, 0.0, 0.0, 0.0, 0.387579053640366 0.387579053640366, 0.0, 0.0, 11.0769233703613, 0.0, 0.0, 6.63664054870605, 1.0, 3.0, 5.02422142028809, 0.0, 3.52366209030151, 0.0, 0.0, 3.70370364189148, 0.0, 0.0, 0.27802911400795, 0.0, 0.0240562614053488, 2.41972279548645, 4.55655384063721, 0.0, 0.0354054644703865, 1.4178307056427, 0.0, 0.0, 0.0, 9.3907413482666, 0.0, 0.811644434928894, , 0.0, 0.0, 0.0166666675359011, 0.520403027534485, 0.0, 0.0, 0.0, 0.0, 0.0, 0.213545233011246, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0839137211441994, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.16340255737305, , 1.0, 3.0, 0.0, 16.0978755950928, 1.0, 0.0, 0.0, 0.0, 0.0, 14.3283681869507, 157.0, 0.0, 0.0, 0.0, 19.7670211791992, 3.0, 0.5, 270.0, 0.0, 593.827270507812, 17.7670211791992, 60.0, 0.0, 0.0680413842201233, 652.186828613281, 11.6604595184326, 0.0, 0.0, 0.184195280075073, 816.09326171875, 0.0, 706.653442382812, 285.040008544922, 2.10257887840271, 450.573394775391, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 15.0, 0.0, 0.0, 0.0, 0.0, 9.84493541717529, 0.0, 0.0, 2.0, 6.09222412109375, 2.0, 0.0, 0.0, 1.08377695083618, 0.0, 5.0, 0.0, 5.60484266281128, 0.0, 3.85904479026794, 0.0, 0.0, 0.0, 0.16666667163372, 0.0, 0.0, 2.49027848243713, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.07856464385986, 4.70043992996216, 0.0, 0.0, 0.0, 0.0, 1.0, 1.142218708992, 0.0, 0.0, 0.364778965711594, 0.0, 0.0, 0.0, 0.638022303581238
OC(=O)C(C)(C)Oc1ccc(cc1)C1CC1(Cl)Cl, -0.188906595110893, 0.142857149243355, 4.65575790405273 4.65575790405273, -0.151079133152962, 0.0, 4.4578537940979 4.4578537940979, 0.0, 0.168724611401558, 0.0, 5.38220500946045 5.38220500946045, -0.00566408131271601, 46.5299987792969, 2.33361291885376 2.33361291885376, 1.0, 0.0, 2.13516902923584 2.13516902923584, 0.0, 0.0, 0.0, 0.0, 2.20566248893738 2.20566248893738, 0.20412415266037, 0.0, 14.4099721908569, 0.0, 0.564972102642059, 11.6253547668457, 1.0, 2.0, 4.83555555343628, 0.231455028057098, 6.3803915977478, 0.0, 0.0, 3.32179927825928, 0.0, 0.0, 2.25885272026062, 0.0, 0.363080412149429, 6.54668951034546, 4.25141477584839, 0.0, 0.332137167453766, 3.6277871131897, 0.0, 0.364507406949997, 0.0, 8.66465663909912, 0.0, 1.9515814781189, , 0.0, 0.0, 0.248154699802399, 1.29303812980652, 0.0, 0.0, 0.0186339002102613, 3.04661583900452, 0.0, 0.654129087924957, 0.0, 1.0, 0.0, 2.0, 0.0, 0.438279777765274, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, , 1.0, 4.0, 0.0, 35.7489128112793, 3.0, 0.666666686534882, 0.0, 0.20412415266037, 0.0, 24.2318420410156, 292.0, 0.0, 0.0, 0.526099443435669, 45.6188163757324, 1.0, 0.5, 660.0, 0.235702261328697, 1129.82739257812, 31.4449653625488, 98.0, 0.0, 0.534517824649811, 1334.72595214844, 28.8032245635986, 0.0, 0.0, 0.611966192722321, 1690.16064453125, 0.0, 1475.34790039062, 783.049987792969, 1.77103018760681, 1248.18127441406, 0.0, 0.0, 2.77290391921997, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 24.0, 0.0, 0.0, 0.0, 0.0, 13.5520420074463, 0.0, 0.0, 0.0, 8.22198104858398, 0.0, 0.0, 0.0, 2.87827062606812, 0.0, 7.0, 0.0, 8.92741012573242, 0.40824830532074, 6.22370290756226, 0.0, 0.0, 0.0, 0.873700141906738, 0.5, 1.0, 3.81488442420959, 0.0, 0.0, 0.20412415266037, 1.99053585529327, 0.0, 0.0, 3.0507926940918, 5.16992521286011, 0.0, 2.0, 0.0, 2.00788974761963, 1.0, 1.79766476154327, 0.0, 0.0, 0.444113552570343, 1.41421353816986, 2.0, 0.0, 1.38413953781128
NNCCO, -0.0285770501941442, 0.0, 0.0 0.0, -0.0575871057808399, 0.0, 0.0 0.0, 0.0, 0.0199202615767717, 0.0, 0.0 0.0, 0.00453084148466587, 58.2799987792969, 0.0 0.0, 1.0, 0.0, 0.0 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 0.0, 0.0, 0.0, 5.0, 0.0, 0.0, 2.93877744674683, 0.0, 0.0, 4.0, 0.0, 1.45845627784729, 0.0, 0.0, 4.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.677730917930603, 1.0, 0.0, 0.0, 0.256140977144241, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0645497217774391, , 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, , 0.0, 0.0, 0.0, 6.49444532394409, 0.0, 0.0, 0.0, 0.0, 0.0, 4.85826539993286, 24.0, 0.0, 0.0, 0.0, 3.66446256637573, 1.0, 0.5, 20.0, 0.0, 121.174819946289, 2.719651222229, 14.0, 0.0, 0.0, 102.969139099121, 1.55346596240997, 0.0, 0.0, 0.0, 74.0804138183594, 1.0, 42.4433250427246, 124.029998779297, 0.0, 16.2485752105713, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 1.0, 0.0, 0.0, 0.0, 4.12132024765015, 0.0, 0.0, 0.0, 2.41421365737915, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.35355341434479, 0.0, 0.70710676908493, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.353553384542465, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.32192802429199, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.123426102101803, 0.0, 2.0, 0.0, 0.0
ClCOCCOCCl, -0.335939317941666, 0.0, 0.0 0.0, 0.0628999620676041, 0.0, 0.0 0.0, 0.0, 0.162590682506561, 0.0, 0.0 0.0, -0.225994199514389, 18.4599990844727, 0.0 0.0, 0.75, 0.0, 0.0 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 0.0, 0.0, 0.0, 8.0, 0.0, 0.0, 5.91271066665649, 0.0, 0.0, 7.0, 0.0, 3.25826787948608, 0.0, 0.0, 7.19999980926514, 0.0, 0.0, 0.0, 0.0, 0.0, 1.4711502790451, 2.52506470680237, 0.0, 0.0, 0.83491849899292, 0.0, 0.0, 0.0, 0.0, 0.0, 0.445177972316742, , 0.0, 0.0, 0.0, 0.175297290086746, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0944911167025566, 0.0, 2.0, 0.0, 2.0, 0.0, 0.0535714291036129, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, , 0.0, 0.0, 0.0, 24.9744453430176, 0.0, 0.0, 0.0, 0.0, 0.0, 12.2318429946899, 74.0, 0.0, 0.0, 0.0, 12.5281553268433, 0.0, 0.428571432828903, 84.0, 0.0, 271.484558105469, 9.67794418334961, 26.0, 0.0, 0.0, 246.446624755859, 8.56765842437744, 0.0, 0.0, 0.0, 208.866516113281, 0.0, 172.696441650391, 169.039993286133, 0.0, 133.565765380859, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.0, 0.0, 0.0, 0.0, 0.0, 6.24264049530029, 0.0, 0.0, 0.0, 3.91421365737915, 0.0, 0.0, 0.0, 0.0, 0.333333343267441, 0.0, 0.0, 2.41421365737915, 0.0, 1.45710682868958, 0.0, 0.0, 0.0, 0.0, 0.0, 4.0, 0.853553414344788, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.478553384542465, 4.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.25, 0.0, 0.0, 0.463006407022476, 0.0, 2.0, 0.0, 0.125
Cl.Cc1cccc(N)c1, -0.00866020936518908, 0.0, 0.741581618785858 0.741581618785858, -0.00447583990171552, 0.0, 1.09341299533844 1.09341299533844, 0.0, -0.000332690862705931, 0.0, 1.02022004127502 1.02022004127502, -1.98103334696498e-05, 26.0200004577637, 0.28322646021843 0.28322646021843, 999.0009765625, 0.0, 0.335636228322983 0.335636228322983, 0.0, 0.0, 0.0, 0.0, 0.258594483137131 0.258594483137131, 0.0, 0.0, 9.0, 0.0, 0.0, 6.11149644851685, 0.0, 2.0, 3.92000007629395, 0.0, 2.61004233360291, 0.0, 0.0, 2.88000011444092, 0.0, 0.0, 0.262891709804535, 0.0, 0.0277777779847383, 1.91413795948029, 3.53277564048767, 0.0, 0.0438152849674225, 1.04212951660156, 0.0, 0.0, 0.0, 5.11154460906982, 0.0, 0.670121014118195, , 0.0, 0.0, 0.0, 0.318447262048721, 0.0, 0.0, 0.0, 0.0, 0.0, 0.115408346056938, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, , 0.0, 4.0, 0.0, 17.0727424621582, 1.0, 0.0, 0.0, 0.0, 0.0, 8.16618537902832, -1179869184.0, 0.0, 0.0, 0.0, 10.3323707580566, 0.0, 0.999000012874603, 8000000000.0, 0.0, 391.420532226562, 7.33237028121948, 36.0, 0.0, 0.0833333358168602, 405.953918457031, 3.33237051963806, 0.0, 0.0, 0.16666667163372, 482.301971435547, 0.0, 325.175811767578, 252.020004272461, 0.5, 112.933876037598, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.0, 0.0, 0.0, 0.0, 0.0, 5.98312759399414, 0.0, 0.0, 0.0, 3.78769373893738, 0.0, 0.0, 0.0, 0.577350258827209, 0.0, 5.0, 1.0, 3.37694931030273, 0.0, 2.19858479499817, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.73736357688904, 0.0, 0.0, 0.0, 1.51967132091522, 0.0, 0.0, 0.971404492855072, 4.16992521286011, 0.0, 1.0, 0.0, 1.15470051765442, 0.0, 0.451184451580048, 0.0, 0.0, 0.0269771013408899, 0.0, 1.0, 0.0, 0.0
ClCC(Cl)CCl, -0.0248940158635378, 0.0, 0.577350258827209 0.577350258827209, -0.0746820494532585, 0.0, 0.288675129413605 0.288675129413605, 0.0, 0.0, 0.0, 0.0 0.0, 0.0248940158635378, 0.0, 0.742307484149933 0.742307484149933, 1.0, 0.0, 0.420848786830902 0.420848786830902, 0.0, 0.0, 0.0, 0.0, 0.0 0.0, 0.0, 0.0, 6.0, 0.0, 0.0, 5.39324426651001, 0.0, 0.0, 3.20000004768372, 0.0, 3.07471776008606, 0.0, 0.0, 3.0, 0.0, 0.0, 0.327326834201813, 0.0, 0.0, 2.14031529426575, 0.5, 0.0, 0.0, 1.70443499088287, 0.0, 0.0, 0.0, 2.0, 0.0, 0.371153742074966, , 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, , 0.0, 0.0, 0.0, 29.1382598876953, 0.0, 0.0, 0.0, 0.0, 0.0, 10.8552122116089, 29.0, 0.0, 0.0, 0.0, 12.8069496154785, 0.0, 0.5, 31.0, 0.0, 310.086273193359, 23.3289813995361, 20.0, 0.0, 0.0, 289.183959960938, 8.71275329589844, 0.0, 0.0, 0.0, 263.730133056641, 0.0, 160.229598999023, 70.0299987792969, 0.0, 32.0823135375977, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 4.0, 0.0, 0.0, 0.0, 0.0, 4.99156379699707, 0.0, 0.0, 0.0, 2.80806040763855, 0.0, 0.0, 0.0, 0.288675129413605, 0.0, 1.0, 0.0, 1.92166829109192, 0.0, 1.39384686946869, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.288675129413605, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.58496260643005, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.149364098906517, 0.0, 2.0, 0.0, 0.0
[Cl-].C.[Hg+], 0.0, 0.0, 0.0 0.0, 0.0, 0.0, 0.0 0.0, 0.0, 0.0, 0.0, 0.0 0.0, 0.0, 0.0, 0.0 0.0, 999.0009765625, 0.0, 0.0 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 0.0, 0.0, 0.0, , 0.0, 0.0, 1.0, 0.0, 0.0, , 0.0, 0.0, 0.0, 0.0, , 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, , 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, , 0.0, 0.0, 0.0, 288.658020019531, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.999000012874603, 3000000000.0, 0.0, 12.4619617462158, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 19.0200004577637, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.58496260643005, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
Cl.CCCCCNN, -0.00787866022437811, 0.0, 0.0 0.0, -0.0044085425324738, 0.0, 0.0 0.0, 0.0, -0.000586994865443558, 0.0, 0.0 0.0, -3.65888299711514e-05, 38.0499992370605, 0.0 0.0, 999.0009765625, 0.0, 0.0 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 0.0, 0.0, 0.0, 10.8888893127441, 0.0, 0.0, 6.13052225112915, 0.0, 0.0, 10.0799999237061, 0.0, 2.84933519363403, 0.0, 0.0, 11.25, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6612309217453, 3.96540641784668, 0.0, 0.0, 0.924667656421661, 0.0, 0.0, 0.0, 0.0, 0.0, 0.477062076330185, , 0.0, 0.0, 0.0, 0.197168782353401, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0721687823534012, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, , 0.0, 0.0, 0.0, 16.4327297210693, 0.0, 0.0, 0.0, 0.0, 0.0, 6.52617311477661, -884901888.0, 0.0, 0.0, 0.0, 5.33237028121948, 0.0, 0.999000012874603, 7000000000.0, 0.0, 264.243103027344, 4.33237028121948, 22.0, 0.0, 0.0, 231.511245727539, 3.33237051963806, 0.0, 0.0, 0.0, 192.682723999023, 1.0, 147.21760559082, 385.029998779297, 0.0, 100.870391845703, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.0, 1.0, 0.0, 0.0, 0.0, 5.5355339050293, 0.0, 0.0, 0.0, 3.41421365737915, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 1.0, 2.06066012382507, 0.0, 1.20710682868958, 0.0, 0.0, 0.0, 0.0, 0.0, 4.0, 0.676776707172394, 0.0, 0.0, 0.0, 1.80720400810242, 0.0, 0.0, 0.353553384542465, 4.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.176776692271233, 0.0, 0.0, 0.0258236769586802, 0.0, 2.0, 0.0, 0.0
Cl.ClCc1cccnc1, -0.0494030229747295, 0.0, 0.492799282073975 0.492799282073975, 0.00274968962185085, 0.0, 0.594861328601837 0.594861328601837, 0.0, -0.0377670302987099, 0.0, 0.492799282073975 0.492799282073975, 0.0438475050032139, 12.8900003433228, 0.254376620054245 0.254376620054245, 999.0009765625, 0.0, 0.237054884433746 0.237054884433746, 0.0, 0.0, 0.0, 0.0, 0.149319648742676 0.149319648742676, 0.0, 0.0, 9.0, 0.0, 0.0, 6.32235956192017, 0.0, 1.0, 4.83950614929199, 0.0, 2.91575193405151, 0.0, 0.0, 2.88000011444092, 0.0, 0.0, 0.117851130664349, 0.0, 0.0248451996594667, 1.76216542720795, 4.94145393371582, 0.0, 0.0175682101398706, 1.18570220470428, 1.0, 0.0, 0.0, 3.49413561820984, 0.0, 0.635264992713928, , 0.0, 0.0, 0.0, 0.346842378377914, 0.0, 0.0, 0.0, 0.0, 0.0, 0.104142971336842, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0398409552872181, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, , 0.0, 4.0, 0.0, 24.7854957580566, 1.0, 0.0, 0.0, 0.0, 0.0, 10.2841081619263, -1179869184.0, 0.0, 0.0, 0.0, 11.2841081619263, 0.0, 0.999000012874603, 8000000000.0, 0.0, 389.760406494141, 11.2358455657959, 34.0, 0.0, 0.102062076330185, 397.193206787109, 7.39401006698608, 0.0, 0.0, 0.0721687823534012, 444.167877197266, 0.0, 321.633178710938, 153.029998779297, 0.0, 118.685508728027, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.0, 0.0, 0.0, 0.0, 0.0, 5.81999111175537, 0.0, 0.0, 0.0, 3.9318516254425, 0.0, 0.0, 0.0, 0.20412415266037, 0.0, 2.0, 0.0, 2.91228413581848, 0.0, 2.30209517478943, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.59538793563843, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.10517168045044, 4.16992521286011, 0.0, 0.0, 0.0, 0.0, 0.0, 0.348461717367172, 0.0, 0.0, 0.109555825591087, 0.0, 3.0, 0.0, 0.144337564706802
COC1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(N=C(O)C(=C/C=C/C(C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(=O)C)[C@@H]1C)C)c(/C=N/N1CCN(C)CC1)c(O)c4c3C2=O, -0.651872575283051, 0.0, 13.6870145797729 13.6870145797729, -0.0955658480525017, 0.0, 20.7300090789795 20.7300090789795, 0.0, -0.216708853840828, 0.0, 32.1286849975586 32.1286849975586, 0.380662679672241, 223.639999389648, 5.63928461074829 5.63928461074829, 0.75, 0.25, 7.32685375213623 7.32685375213623, 0.0, 0.0, 1.12468266487122, 0.0, 9.15718555450439 9.15718555450439, 0.0, 0.0, 50.0065498352051, 0.0, 0.0, 35.3329582214355, 2.0, 8.0, 21.3266181945801, 0.0255155190825462, 19.7552127838135, 0.0, 2.0, 10.9301128387451, 0.0, 0.0, 2.73980736732483, 0.0, 0.15311436355114, 16.0740184783936, 7.36364269256592, 0.0, 0.286121129989624, 11.8100843429565, 0.0, 0.0416666679084301, 0.0, 31.4953594207764, 0.0, 7.87449502944946, , 0.0, 0.0, 0.610816717147827, 5.19311141967773, 0.0, 0.0, 0.00850517302751541, 1.38504493236542, 0.0, 3.16077709197998, 0.0, 4.0, 0.0, 0.0, 0.0, 1.81070840358734, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 3.25471925735474, , 4.0, 0.0, 0.0, 69.7335815429688, 9.0, 4.34366083145142, 0.0, 0.0, 0.0, 70.0029449462891, 1949.0, 0.0, 0.333333343267441, 0.0, 106.564834594727, 6.0, 0.428571432828903, 13890.0, 0.0680413842201233, 4537.81787109375, 132.407928466797, 314.0, 0.0, 0.42017012834549, 5422.86962890625, 139.094329833984, 0.0, 0.0, 1.0168741941452, 7961.84375, 0.0, 9302.8935546875, 11219.16015625, 0.0, 9510.1708984375, 0.0, 0.0, 4.51917362213135, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 8.0, 115.0, 0.0, 0.0, 0.0, 0.0, 43.6701164245605, 0.0, 0.0, 5.0, 27.730884552002, 6.0, 0.0, 0.0, 5.35378885269165, 1.31037068367004, 10.0, 0.0, 26.2581615447998, 0.144337564706802, 23.0372104644775, 2.0, 0.0, 0.0, 1.97828781604767, 4.86904907226562, 4.0, 17.5672569274902, 0.0, 0.0, 0.0833333358168602, 11.3853521347046, 0.0, 0.0, 14.4076108932495, 6.88264322280884, 0.0, 10.0, 0.0, 31.4605026245117, 4.0, 10.5255298614502, 0.0, 0.0, 1.640101313591, 1.52262949943542, 12.0, 0.0, 7.58908414840698
