SMILES,khs.sssPbH,SPC-4,SP-6,ATSc3,khs.ssCH2,khs.ssO,khs.sCl,SPC-5,SP-7,ATSc4,khs.ssPbH2,khs.sssP,SPC-6,ATSc5,khs.sI,khs.sLi,topoShape,khs.dS,khs.sssSiH,khs.aaS,Zagreb,ECCEN,VPC-4,khs.ssGeH2,MDEO-11,khs.ddssS,SCH-3,VPC-5,VCH-3,MDEO-12,khs.ssS,Kier1,SCH-4,khs.sssssP,VPC-6,MDEN-33,Kier2,SCH-5,C4SP3,khs.dsssP,VCH-4,Kier3,SCH-6,VCH-5,khs.sOH,khs.tsC,SCH-7,VP-0,VCH-6,VP-1,VCH-7,TPSA,MDEC-33,VC-3,khs.sNH2,VP-2,khs.ddC,MDEC-34,khs.dSe,VC-4,khs.ssssGe,khs.sNH3,VP-3,khs.aaaC,VC-5,khs.sSnH3,VP-4,khs.sCH3,VC-6,khs.sPH2,VP-5,khs.sssAs,khs.aaSe,khs.ssssPb,khs.dCH2,VP-6,khs.sssGeH,TopoPSA,MDEN-11,VP-7,khs.ssSe,MDEN-12,C3SP2,khs.ssBe,khs.sssdAs,MDEN-13,ATSm1,C3SP3,khs.sAsH2,ATSm2,MDEO-22,khs.ssSnH2,WPATH,MDEC-11,ATSp1,khs.dssC,khs.ssssB,ATSm3,MDEC-12,ATSp2,khs.ssssC,khs.tCH,ATSm4,khs.ssssBe,khs.tN,khs.ssPH,khs.dssSe,MDEC-13,ATSp3,ATSm5,VAdjMat,WPOL,ATSp4,khs.sSH,fragC,MDEC-14,ATSp5,khs.aasC,khs.ssssSi,khs.sSiH3,khs.ssBH,khs.ssAsH,MDEC-44,khs.sssB,khs.sPbH3,C1SP1,khs.ddsN,khs.sssNH,C1SP2,khs.dNH,khs.ddssSe,geomShape,C1SP3,C2SP1,khs.ssssSn,khs.sSeH,MDEN-22,C2SP2,khs.aaNH,MDEN-23,C2SP3,khs.ssSiH2,SP-0,khs.sBr,khs.sssSnH,PetitjeanNumber,SP-1,khs.dsCH,khs.ssNH,khs.ssssN,SC-3,khs.dsN,SP-2,khs.sssCH,SC-4,MDEC-22,khs.sssssAs,SP-3,SC-5,MDEC-23,khs.aaN,khs.sGeH3,SP-4,khs.aaCH,khs.aasN,ATSc1,SC-6,MDEC-24,khs.aaO,khs.dO,ATSc2,khs.sssN,SP-5,khs.dssS,khs.sF,khs.ssNH2
OCCN(N=O)CC(C)O, , 0.702015101909637 0.702015101909637, 0.235702261328697, -0.0694987028837204, 3.0, 0.0, 0.0, 1.05889523029327 1.05889523029327, 0.0, 0.0811028182506561, , 0.0, 1.03240871429443 1.03240871429443, -0.0802550092339516, , 0.0, 1.0, 0.0, 0.0, 0.0, 38.0, 81.0, 0.250920206308365 0.250920206308365, 0.0, 0.56462162733078, 0.0, 0.0, 0.302690118551254 0.302690118551254, 0.0, 0.0, 0.0, 10.0, 0.0, 0.0, 0.205912604928017 0.205912604928017, 0.0, 5.76000022888184, 0.0, 0.0, 0.0, 0.0, 5.53086423873901, 0.0, 0.0, 2.0, 0.0, 0.0, 5.89577341079712, 0.0, 3.07505488395691, 0.0, , 0.0, 0.28257417678833, 0.0, 2.06690835952759, 0.0, 0.0, , 0.0, 0.0, 0.0, 0.948556900024414, 0.0, 0.0, , 0.585876286029816, 1.0, 0.0, 0.0, 0.239434629678726, , , , 0.0, 0.0590822473168373, 0.0, 73.129997253418, 0.0, 0.0, , 0.0, 0.0, 0.0, , 0.0, 13.0433835983276, 0.0, , 10.910008430481, 0.0, , 134.0, 0.0, 336.996612548828, 0.0, 0.0, 12.2144832611084, 0.877205312252045, 339.507019042969, 0.0, 0.0, 11.2696714401245, 0.0, 0.0, 0.0, , 1.0, 363.764099121094, 11.6014852523804, 4.32192802429199, 9.0, 302.818725585938, 0.0, 351.049987792969, 0.0, 248.818557739258, 0.0, 0.0, 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.0, 0.0, 0.0, 0.0, , , 4.0, 0.0, , , 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 7.98312759399414, , , 0.5, 4.70190715789795, 0.0, 0.0, 0.0, 0.61237245798111, 1.0, 3.69249796867371, 1.0, 0.0, 1.65096366405487, , 2.0790114402771, 0.0, 1.31037068367004, 0.0, 0.0, 1.56355690956116, 0.0, 0.0, 0.240894138813019, 0.0, 0.0, 0.0, 1.0, -0.0702354088425636, 1.0, 0.891010880470276, 0.0, 0.0, 0.0
CC=C1C[C@@H](C)[C@](O)(CO)C(=O)OCC2=CCN3CCC(OC1=O)[C@@H]23, 0.0, 6.14030265808105 6.14030265808105, 3.9629693031311, -0.00616595475003123, 6.0, 2.0, 0.0, 9.12922191619873 9.12922191619873, 2.98981118202209, 0.0275149717926979, 0.0, 0.0, 10.1778497695923 10.1778497695923, 0.0242754928767681, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 134.0, 396.0, 2.67461323738098 2.67461323738098, 0.0, 1.28049027919769, 0.0, 0.0, 3.43654584884644 3.43654584884644, 0.0, 1.90000247955322, 0.0, 19.7530860900879, 0.0, 0.0, 3.42996501922607 3.42996501922607, 0.0, 7.93499994277954, 0.19245009124279, 0.0, 0.0, 0.0, 3.70408153533936, 0.383276641368866, 0.127240225672722, 2.0, 0.0, 0.594116032123566, 14.6040258407593, 0.225366085767746, 8.69950199127197, 0.301487296819687, , 7.17539262771606, 1.14418661594391, 0.0, 7.0288348197937, 0.0, 2.47687101364136, 0.0, 0.0456435456871986, 0.0, 0.0, 5.58913707733154, 0.0, 0.329530596733093, 0.0, 3.85256600379944, 2.0, 0.0398821197450161, 0.0, 2.34076189994812, 0.0, 0.0, 0.0, 0.0, 1.45734167098999, 0.0, 96.3000030517578, 0.0, 0.92769855260849, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 30.0068016052246, 2.0, 0.0, 30.1552925109863, 0.200000002980232, 0.0, 1297.0, 0.200000002980232, 1758.13452148438, 4.0, 0.0, 45.8666915893555, 3.2093026638031, 2092.56127929688, 1.0, 0.0, 55.0207138061523, 0.0, 0.0, 0.0, 0.0, 3.49456715583801, 3021.44165039062, 53.9104270935059, 5.64385604858398, 46.0, 3135.76635742188, 0.0, 2104.07006835938, 0.63245552778244, 3042.1279296875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, , 6.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 4.0, 0.0, 18.1898708343506, 0.0, 0.0, 0.333333343267441, 11.9012327194214, 2.0, 0.0, 0.0, 2.11449432373047, 0.0, 10.8681240081787, 3.0, 0.117851130664349, 6.79064464569092, 0.0, 10.0932712554932, 0.975561857223511, 17.0301761627197, 0.0, 0.0, 7.70803689956665, 0.0, 0.0, 0.842974901199341, 0.16666667163372, 2.16097092628479, 0.0, 2.0, -0.427885949611664, 1.0, 5.21671295166016, 0.0, 0.0, 0.0
ClCCN(CCCl)c1ccc(cc1)C[C@H](N)C(=O)O, 0.0, 2.52585816383362 2.52585816383362, 1.93070554733276, -0.167792469263077, 5.0, 0.0, 2.0, 2.76043796539307 2.76043796539307, 1.21269464492798, 0.17798188328743, 0.0, 0.0, 3.69580769538879 3.69580769538879, -0.0096966614946723, 0.0, 0.0, 0.833333313465118, 0.0, 0.0, 0.0, 86.0, 317.0, 0.910252571105957 0.910252571105957, 0.0, 0.5, 0.0, 0.0, 1.15270662307739 1.15270662307739, 0.0, 0.0, 0.0, 17.0526313781738, 0.0, 0.0, 1.29520225524902 1.29520225524902, 0.0, 9.03125, 0.0, 0.0, 0.0, 0.0, 5.87755107879639, 0.0833333358168602, 0.0, 1.0, 0.0, 0.107038088142872, 12.0700979232788, 0.0277777779847383, 7.09253787994385, 0.0320644564926624, , 2.10257887840271, 0.474745899438858, 1.0, 4.93624353408813, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.12122869491577, 0.0, 0.0587843731045723, 0.0, 2.16621041297913, 0.0, 0.0, 0.0, 1.44670987129211, 0.0, 0.0, 0.0, 0.0, 0.788060188293457, 0.0, 66.5599975585938, 0.0, 0.385311663150787, 0.0, 0.0, 0.0, 0.0, 0.0, 0.142857149243355, 36.6944198608398, 1.0, 0.0, 24.2323989868164, 0.0, 0.0, 804.0, 0.0, 1175.71276855469, 1.0, 0.0, 30.3392391204834, 0.0, 1289.5498046875, 0.0, 0.0, 32.1542167663574, 0.0, 0.0, 0.0, 0.0, 0.0, 1617.03442382812, 31.9696884155273, 5.24792766571045, 25.0, 1647.79052734375, 0.0, 1027.06005859375, 0.0, 1444.73779296875, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, , 4.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.0, 0.0, 14.2507123947144, 0.0, 0.0, 0.454545468091965, 9.07891750335693, 0.0, 0.0, 0.0, 1.10649311542511, 0.0, 7.5752387046814, 1.0, 0.0, 11.577112197876, 0.0, 5.72019958496094, 0.319035589694977, 10.9631490707397, 0.0, 0.0, 4.05061149597168, 4.0, 0.0, 0.431531876325607, 0.0, 0.0, 0.0, 1.0, -0.174160584807396, 1.0, 3.19717860221863, 0.0, 0.0, 0.0
OCCN(N=O)CC(=O)C, , 0.702015101909637 0.702015101909637, 0.235702261328697, -0.0885482728481293, 3.0, 0.0, 0.0, 1.05889523029327 1.05889523029327, 0.0, 0.0859832987189293, , 0.0, 1.03240871429443 1.03240871429443, -0.0937169343233109, , 0.0, 1.0, 0.0, 0.0, 0.0, 38.0, 81.0, 0.226085230708122 0.226085230708122, , 0.56462162733078, 0.0, 0.0, 0.261181503534317 0.261181503534317, 0.0, 0.0, 0.0, 10.0, 0.0, 0.0, 0.171728566288948 0.171728566288948, 0.0, 5.76000022888184, 0.0, 0.0, 0.0, 0.0, 5.53086423873901, 0.0, 0.0, 1.0, 0.0, 0.0, 5.77945756912231, 0.0, 2.88893508911133, 0.0, , 0.0, 0.244337573647499, 0.0, 1.89544177055359, 0.0, 0.0, , 0.0, , 0.0, 0.87876158952713, 0.0, 0.0, , 0.521206438541412, 1.0, 0.0, 0.0, 0.205597192049026, , , , 0.0, 0.0497890971601009, , 69.9700012207031, 0.0, 0.0, , 0.0, 0.0, 0.0, , 0.0, 13.0433835983276, 0.0, , 10.910008430481, 0.0, , 134.0, 0.0, 323.6865234375, 1.0, 0.0, 12.2144832611084, 0.877205312252045, 325.661315917969, 0.0, 0.0, 11.2696714401245, 0.0, 0.0, 0.0, , 1.0, 350.663055419922, 11.6014852523804, 4.32192802429199, 9.0, 291.3779296875, 0.0, 271.049987792969, 0.0, 237.193161010742, 0.0, 0.0, 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.0, 0.0, 0.0, 0.0, , , 4.0, 0.0, , , 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 7.98312759399414, , , 0.5, 4.70190715789795, 0.0, 0.0, 0.0, 0.61237245798111, 1.0, 3.69249796867371, 0.0, 0.0, 1.65096366405487, , 2.0790114402771, 0.0, 1.31037068367004, 0.0, 0.0, 1.56355690956116, 0.0, 0.0, 0.29157355427742, 0.0, 0.0, 0.0, 2.0, -0.0736737921833992, 1.0, 0.891010880470276, 0.0, 0.0, 0.0
O=NN(C)C(=Nc1nc2ccccc2s1)O, 0.0, 2.42963314056396 2.42963314056396, 1.99130082130432, 0.273478955030441, 0.0, 0.0, 0.0, 3.2659478187561 3.2659478187561, 1.46201717853546, -0.273047626018524, 0.0, 0.0, 3.75915741920471 3.75915741920471, 0.187170952558517, 0.0, 0.0, 0.800000011920929, 0.0, 0.0, 1.0, 80.0, 238.0, 0.958498179912567 0.958498179912567, 0.0, 0.25, 0.0, 0.0, 1.17843973636627 1.17843973636627, 0.0, 0.0, 0.0, 12.4567470550537, 0.0, 0.0, 1.17527985572815 1.17527985572815, 0.0, 5.55765581130981, 0.0962250456213951, 0.0, 0.0, 0.0, 3.02972650527954, 0.287457466125488, 0.0684653222560883, 1.0, 0.0, 0.397697448730469, 9.17846202850342, 0.137453347444534, 5.22352361679077, 0.165573254227638, , 2.67269611358643, 0.508522272109985, 0.0, 3.99032306671143, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.8204391002655, 2.0, 0.0656435489654541, 0.0, 1.93513536453247, 1.0, 0.0, 0.0, 1.23141872882843, 0.0, 0.0, 0.0, 0.0, 0.668068289756775, 0.0, 106.389999389648, 0.0, 0.395653486251831, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 25.1166439056396, 0.0, 0.0, 22.5822277069092, 0.0, 0.0, 463.0, 0.0, 1036.65856933594, 1.0, 0.0, 33.6116142272949, 0.534522473812103, 1202.75439453125, 0.0, 0.0, 29.4144744873047, 0.0, 0.0, 0.0, 0.0, 0.970983564853668, 1630.3662109375, 25.2457790374756, 5.0, 21.0, 1345.96911621094, 0.0, 385.070007324219, 0.0, 1000.39855957031, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, , 0.0, 0.0, 0.0, 0.0, 0.965489387512207, 0.0, 0.0, 1.5, 6.0, 0.0, 11.5436058044434, 0.0, 0.0, 0.444444447755814, 7.70270872116089, 0.0, 0.0, 0.0, 1.00886201858521, 2.0, 6.74056482315063, 0.0, 0.0, 3.96540641784668, 0.0, 5.65913534164429, 0.25, 5.61932992935181, 1.0, 0.0, 4.21049928665161, 4.0, 0.0, 0.292898654937744, 0.0, 0.0, 0.0, 1.0, -0.266221135854721, 1.0, 3.02671766281128, 0.0, 0.0, 0.0
CC1CO1, 0.0, 0.0 0.0, 0.0, -0.00624010059982538, 1.0, 1.0, 0.0, 0.0 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 18.0, 13.0, 0.0 0.0, 0.0, 0.0, 0.0, 0.288675129413605, 0.0 0.0, 0.16666667163372, 0.0, 0.0, 2.25, 0.288675129413605, 0.0, 0.0 0.0, 0.0, 0.479999989271164, 0.0, 0.0, 0.0, 0.16666667163372, 0.444444447755814, 0.0, 0.0, 0.0, 0.0, 0.0, 2.69270539283752, 0.0, 1.50997591018677, 0.0, , 0.0, 0.16666667163372, 0.0, 1.1439505815506, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.333333343267441, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 12.5299997329712, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.77446889877319, 0.0, 0.0, 4.66418409347534, 0.0, 0.0, 8.0, 0.0, 86.3492736816406, 0.0, 0.0, 2.33209204673767, 0.5, 88.6049194335938, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 39.8453102111816, 0.0, 3.0, 0.0, 0.0, 0.0, 88.0100021362305, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, , 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 2.99156379699707, 0.0, 0.0, 0.5, 1.89384686946869, 0.0, 0.0, 0.0, 0.288675129413605, 0.0, 1.68252193927765, 1.0, 0.0, 0.0, 0.0, 0.577350258827209, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.174877882003784, 0.0, 0.0, 0.0, 0.0, -0.0811988413333893, 0.0, 0.0, 0.0, 0.0, 0.0
Clc1cc2Oc3cc(Cl)c(Cl)cc3Oc2cc1Cl, 0.0, 3.86641621589661 3.86641621589661, 3.56174755096436, -0.22543115913868, 0.0, 2.0, 4.0, 4.97002696990967 4.97002696990967, 2.5759220123291, -0.067031167447567, 0.0, 0.0, 8.09933853149414 8.09933853149414, 0.0605561919510365, 0.0, 0.0, 0.800000011920929, 0.0, 0.0, 0.0, 100.0, 280.0, 1.91560888290405 1.91560888290405, 0.0, 0.0, 0.0, 0.0, 1.77332270145416 1.77332270145416, 0.0, 0.0, 0.0, 13.0050001144409, 0.0, 0.0, 2.30344223976135 2.30344223976135, 0.0, 4.83555555343628, 0.0, 0.0, 0.0, 0.0, 2.40000009536743, 0.16666667163372, 0.0, 0.0, 0.0, 0.536491930484772, 11.6614713668823, 0.0520833320915699, 6.39368438720703, 0.152568072080612, , 9.51926708221436, 0.890355944633484, 0.0, 5.25902843475342, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.85741233825684, 0.0, 0.242063492536545, 0.0, 2.19124722480774, 0.0, 0.0, 0.0, 1.61290204524994, 0.0, 0.0, 0.0, 0.0, 0.932097136974335, 0.0, 18.4599990844727, 0.0, 0.555804252624512, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 50.3999519348145, 0.0, 0.0, 29.1353168487549, 0.333333343267441, 0.0, 571.0, 0.0, 1362.29150390625, 0.0, 0.0, 48.2706336975098, 0.0, 1614.326171875, 0.0, 0.0, 65.4706115722656, 0.0, 0.0, 0.0, 0.0, 0.0, 2323.45483398438, 42.8632583618164, 5.16992521286011, 31.0, 2298.24780273438, 0.0, 270.059997558594, 0.0, 1653.79333496094, 8.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, , 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 12.0, 0.0, 12.861442565918, 0.0, 0.0, 0.444444447755814, 8.54171371459961, 0.0, 0.0, 0.0, 1.60947573184967, 0.0, 8.36366748809814, 0.0, 0.0, 1.53261888027191, 0.0, 7.18527793884277, 0.5, 12.8930206298828, 0.0, 0.0, 5.54163694381714, 4.0, 0.0, 0.523164927959442, 0.0, 0.0, 0.0, 0.0, -0.147959813475609, 0.0, 5.05364370346069, 0.0, 0.0, 0.0
CCN(CC)c1ccc(/N=N/c2ccn(=O)cc2)cc1, 0.0, 2.31471371650696 2.31471371650696, 2.31810832023621, -0.082571879029274, 2.0, 0.0, 0.0, 3.08560180664062 3.08560180664062, 1.55042791366577, -0.0963746905326843, 0.0, 0.0, 3.46993780136108 3.46993780136108, -0.0645673498511314, 0.0, 0.0, 0.857142865657806, 0.0, 0.0, 0.0, 96.0, 416.0, 0.853253901004791 0.853253901004791, 0.0, 0.0, 0.0, 0.0, 1.0364910364151 1.0364910364151, 0.0, 0.0, 0.0, 16.3718814849854, 0.0, 0.0, 0.854234516620636 0.854234516620636, 0.100000001490116, 8.44444465637207, 0.0, 0.0, 0.0, 0.0, 5.05785131454468, 0.16666667163372, 0.0, 0.0, 0.0, 0.249296993017197, 11.7301187515259, 0.0526229776442051, 6.68184566497803, 0.0460993200540543, , 0.793700516223907, 0.396268248558044, 0.0, 4.30491876602173, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.04368019104004, 0.0, 0.0372678004205227, 0.0, 1.90591275691986, 2.0, 0.0, 0.0, 1.04868912696838, 0.0, 0.0, 0.0, 0.0, 0.477697223424911, 0.0, 51.0200004577637, 0.0, 0.275714963674545, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 22.2144203186035, 0.0, 0.0, 23.0767517089844, 0.0, 0.0, 970.0, 0.25, 1123.193359375, 0.0, 0.0, 29.6584072113037, 3.84444212913513, 1249.24890136719, 0.0, 0.0, 29.4922218322754, 0.0, 0.0, 0.0, 0.0, 1.10064244270325, 1590.71057128906, 22.6891918182373, 5.32192802429199, 27.0, 1533.94348144531, 0.0, 1141.05004882812, 0.0, 1174.93981933594, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, , 6.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.80820620059967, 9.0, 0.0, 14.3720331192017, 0.0, 0.0, 0.461538463830948, 9.723876953125, 0.0, 0.0, 0.0, 1.03025674819946, 2.0, 8.06062984466553, 0.0, 0.0, 10.7678203582764, 0.0, 6.72542476654053, 0.0833333358168602, 10.000599861145, 0.0, 0.0, 4.99284839630127, 8.0, 0.0, 0.299127340316772, 0.0, 0.0, 0.0, 1.0, -0.0454433858394623, 1.0, 3.82047343254089, 0.0, 0.0, 0.0
O=N(=O)c1ccc(N)c(O)c1, 0.0, 2.12630128860474 2.12630128860474, 0.978095650672913, -0.0401601046323776, 0.0, 0.0, 0.0, 2.02068448066711 2.02068448066711, 0.336287319660187, -0.017931966111064, 0.0, 0.0, 2.72215032577515 2.72215032577515, -0.0839555561542511, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 52.0, 99.0, 0.424495458602905 0.424495458602905, 0.0, 0.814325273036957, 0.0, 0.0, 0.356338948011398 0.356338948011398, 0.0, 0.0, 0.0, 9.09090900421143, 0.0, 0.0, 0.353600591421127 0.353600591421127, 0.0, 3.59999990463257, 0.0, 0.0, 0.0, 0.0, 2.21453285217285, 0.0680413842201233, 0.0, 1.0, 0.0, 0.175366476178169, 5.52032470703125, 0.0240562614053488, 2.83907103538513, 0.0354054644703865, , 1.65096366405487, 0.259686440229416, 1.0, 2.00022840499878, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.22483849525452, 0.0, 0.0339391753077507, 0.0, 0.645625233650208, 0.0, 0.0, 0.0, 0.394091933965683, 0.0, 0.0, 0.0, 0.0, 0.142356008291245, 0.0, 92.0699996948242, 0.0, 0.0305836480110884, 0.0, 0.0, 0.0, 0.0, 0.0, 0.200000002980232, 14.0433835983276, 0.0, 0.0, 12.7713947296143, 0.0, 0.0, 152.0, 0.0, 443.027709960938, 0.0, 0.0, 17.767578125, 0.0, 492.999603271484, 0.0, 0.0, 17.2107582092285, 0.0, 0.0, 0.0, 0.0, 0.0, 634.695434570312, 10.5462961196899, 4.45943164825439, 14.0, 532.935180664062, 0.0, 179.050003051758, 0.0, 254.359100341797, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, , 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.0, 0.0, 8.43072128295898, 0.0, 0.0, 0.5, 5.10906076431274, 0.0, 0.0, 0.0, 0.971404492855072, 0.0, 4.7717170715332, 0.0, 0.0, 1.65096366405487, 0.0, 3.58154726028442, 0.333333343267441, 5.85380077362061, 0.0, 0.0, 2.19468545913696, 3.0, 0.0, 0.181081563234329, 0.0, 0.0, 0.0, 2.0, -0.00498130731284618, 0.0, 1.74405467510223, 0.0, 0.0, 0.0
CCC(=C(c1ccc(OCCN(C)C)cc1)c1ccccc1)c1ccccc1.OC(=O)CC(O)(CC(=O)O)C(=O)O, 0.0, 5.87181329727173 5.87181329727173, 4.37107086181641, -0.0304953325539827, 5.0, 1.0, 0.0, 8.98331069946289 8.98331069946289, 3.02909231185913, 0.08232332020998, 0.0, 0.0, 11.9320545196533 11.9320545196533, -0.464424401521683, 0.0, 0.0, 999.0009765625, 0.0, 0.0, 0.0, 196.0, -1899346048.0, 2.11240673065186 2.11240673065186, 0.0, 5.06527709960938, 0.0, 0.0, 2.71282863616943 2.71282863616943, 0.0, 7.00000013509339e-09, 0.0, 37.1882095336914, 0.0, 0.0, 2.86320686340332 2.86320686340332, 0.0, 19.4005107879639, 0.0, 0.0, 0.0, 0.0, 13.2598714828491, 0.287457466125488, 0.0, 4.0, 0.0, 0.22488921880722, 23.4874992370605, 0.0919278040528297, 13.0778617858887, 0.0573041327297688, , 0.0, 1.35481774806976, 0.0, 9.59304046630859, 0.0, 7.71519626141526e-06, 0.0, 0.0559016987681389, 0.0, 0.0, 6.07570314407349, 0.0, 0.144915819168091, 0.0, 4.06249761581421, 3.0, 0.0102062076330185, 0.0, 2.54186320304871, 0.0, 0.0, 0.0, 0.0, 1.28084182739258, 0.0, 144.600006103516, 0.0, 0.767329394817352, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 47.5557403564453, 4.0, 0.0, 45.4873847961426, 0.0, 0.0, 363999985664.0, 0.454280138015747, 2530.78100585938, 5.0, 0.0, 62.4746971130371, 1.08808624744415, 2892.56127929688, 1.0, 0.0, 63.0875091552734, 0.0, 0.0, 0.0, 0.0, 0.00784027203917503, 3881.04809570312, 68.2454376220703, 6.35755205154419, 57.0, 4088.10693359375, 0.0, 4601.08984375, 3.00000002617651e-09, 3978.99487304688, 4.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 0.0, 0.0, , 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 18.0, 0.0, 30.4156379699707, 0.0, 0.0, 0.999000012874603, 19.462251663208, 0.0, 0.0, 0.0, 3.26732397079468, 0.0, 17.5558624267578, 0.0, 0.144337564706802, 0.0, 0.0, 12.3878402709961, 0.777099251747131, 0.0, 0.0, 0.0, 10.1817960739136, 14.0, 0.0, 0.974939525127411, 0.144337564706802, 1.68314684856341e-07, 0.0, 3.0, -0.359368443489075, 1.0, 7.6693377494812, 0.0, 0.0, 0.0
