SMILES,khs.sssPbH,SPC-4,SP-6,ATSc3,khs.ssCH2,khs.ssO,khs.sCl,SPC-5,SP-7,ATSc4,khs.ssPbH2,khs.sssP,SPC-6,ATSc5,khs.sI,khs.sLi,topoShape,khs.dS,khs.sssSiH,khs.aaS,Zagreb,ECCEN,VPC-4,khs.ssGeH2,MDEO-11,khs.ddssS,SCH-3,VPC-5,VCH-3,MDEO-12,khs.ssS,Kier1,SCH-4,khs.sssssP,VPC-6,MDEN-33,Kier2,SCH-5,C4SP3,khs.dsssP,VCH-4,Kier3,SCH-6,VCH-5,khs.sOH,khs.tsC,SCH-7,VP-0,VCH-6,VP-1,VCH-7,TPSA,MDEC-33,VC-3,khs.sNH2,VP-2,khs.ddC,MDEC-34,khs.dSe,VC-4,khs.ssssGe,khs.sNH3,VP-3,khs.aaaC,VC-5,khs.sSnH3,VP-4,khs.sCH3,VC-6,khs.sPH2,VP-5,khs.sssAs,khs.aaSe,khs.ssssPb,khs.dCH2,VP-6,khs.sssGeH,TopoPSA,MDEN-11,VP-7,khs.ssSe,MDEN-12,C3SP2,khs.ssBe,khs.sssdAs,MDEN-13,ATSm1,C3SP3,khs.sAsH2,ATSm2,MDEO-22,khs.ssSnH2,WPATH,MDEC-11,ATSp1,khs.dssC,khs.ssssB,ATSm3,MDEC-12,ATSp2,khs.ssssC,khs.tCH,ATSm4,khs.ssssBe,khs.tN,khs.ssPH,khs.dssSe,MDEC-13,ATSp3,ATSm5,VAdjMat,WPOL,ATSp4,khs.sSH,fragC,MDEC-14,ATSp5,khs.aasC,khs.ssssSi,khs.sSiH3,khs.ssBH,khs.ssAsH,MDEC-44,khs.sssB,khs.sPbH3,C1SP1,khs.ddsN,khs.sssNH,C1SP2,khs.dNH,khs.ddssSe,geomShape,C1SP3,C2SP1,khs.ssssSn,khs.sSeH,MDEN-22,C2SP2,khs.aaNH,MDEN-23,C2SP3,khs.ssSiH2,SP-0,khs.sBr,khs.sssSnH,PetitjeanNumber,SP-1,khs.dsCH,khs.ssNH,khs.ssssN,SC-3,khs.dsN,SP-2,khs.sssCH,SC-4,MDEC-22,khs.sssssAs,SP-3,SC-5,MDEC-23,khs.aaN,khs.sGeH3,SP-4,khs.aaCH,khs.aasN,ATSc1,SC-6,MDEC-24,khs.aaO,khs.dO,ATSc2,khs.sssN,SP-5,khs.dssS,khs.sF,khs.ssNH2
OC=Nc1scc(n1)c1ccc(o1)N(=O)=O, 0.0, 2.32489705085754 2.32489705085754, 2.17042803764343, 0.0941291823983192, 0.0, 0.0, 0.0, 3.07844924926758 3.07844924926758, 1.28603947162628, 0.015651723369956, 0.0, 0.0, 3.4332103729248 3.4332103729248, -0.0442486554384232, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 80.0, 251.0, 0.638012588024139 0.638012588024139, 0.0, 0.512992799282074, 0.0, 0.0, 0.831232190132141 0.831232190132141, 0.0, 0.75394743680954, 0.0, 12.4567470550537, 0.0, 0.0, 0.710414528846741 0.710414528846741, 0.0, 5.55765581130981, 0.235702261328697, 0.0, 0.0, 0.0, 3.02972650527954, 0.287457466125488, 0.113077633082867, 1.0, 0.0, 0.474854648113251, 8.54774475097656, 0.107108667492867, 4.95305967330933, 0.114507332444191, , 2.52506470680237, 0.335922211408615, 0.0, 3.49143624305725, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.43306875228882, 0.0, 0.0239986199885607, 0.0, 1.69454097747803, 0.0, 0.0, 0.0, 0.873986423015594, 0.0, 0.0, 0.0, 0.0, 0.527350664138794, 0.0, 132.679992675781, 0.0, 0.27908980846405, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 26.3055934906006, 0.0, 0.0, 23.2737045288086, 0.0, 0.0, 473.0, 0.0, 883.160827636719, 0.0, 0.0, 33.297119140625, 0.0, 1021.52349853516, 0.0, 0.0, 26.7674541473389, 0.0, 0.0, 0.0, 0.0, 0.0, 1378.6884765625, 27.6612510681152, 5.0, 19.0, 1044.98400878906, 0.0, 244.080001831055, 0.0, 950.627868652344, 4.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, , 2.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.338061690330505, 4.0, 0.0, 11.5436058044434, 0.0, 0.0, 0.5, 7.70270872116089, 1.0, 0.0, 0.0, 1.03745746612549, 1.0, 6.80506134033203, 0.0, 0.0, 1.68811810016632, 0.0, 5.40193462371826, 0.25, 6.43187379837036, 1.0, 0.0, 4.29859685897827, 3.0, 0.0, 0.50411731004715, 0.0, 0.0, 1.0, 2.0, -0.326386094093323, 0.0, 2.8039402961731, 0.0, 0.0, 0.0
Cl.CN(C)c1ccc(cc1)C(=N)c1ccc(cc1)N(C)C, 0.0, 3.62239933013916 3.62239933013916, 2.66021800041199, 0.0145726408809423, 0.0, 0.0, 0.0, 4.27267599105835 4.27267599105835, 2.01539397239685, 0.00919590424746275, 0.0, 0.0, 4.8503532409668 4.8503532409668, -0.0166862476617098, 0.0, 0.0, 999.0009765625, 0.0, 0.0, 0.0, 100.0, -949673024.0, 1.4901270866394 1.4901270866394, 0.0, 0.0, 0.0, 0.0, 1.38528668880463 1.38528668880463, 0.0, 0.0, 0.0, 19.0476188659668, 0.0, 0.0, 1.30079197883606 1.30079197883606, 0.100000001490116, 8.58501815795898, 0.0, 0.0, 0.0, 0.0, 5.0, 0.16666667163372, 0.0, 0.0, 0.0, 0.19245009124279, 13.7379741668701, 0.0555555559694767, 6.62880229949951, 0.0526229776442051, , 3.34162521362305, 0.8254514336586, 0.0, 5.25760221481323, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.34475517272949, 0.0, 0.19073785841465, 0.0, 2.01914501190186, 4.0, 0.0, 0.0, 1.24741947650909, 0.0, 0.0, 0.0, 0.0, 0.748991012573242, 0.0, 30.3299999237061, 0.0, 0.458151817321777, 0.0, 0.0, 0.0, 0.0, 0.0, 0.333333343267441, 29.7927169799805, 2.0, 0.0, 22.1632976531982, 0.0, 0.0, 20000000000.0, 0.908560276031494, 1356.64416503906, 1.0, 0.0, 29.9971122741699, 5.90230369567871, 1531.79089355469, 0.0, 0.0, 31.3294811248779, 0.0, 0.0, 0.0, 0.0, 3.77033662796021, 2054.35205078125, 24.9971122741699, 5.39231729507446, 30.0, 2036.25830078125, 0.0, 1429.0400390625, 0.0, 1593.89318847656, 4.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, , 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 10.0, 0.0, 14.6983060836792, 0.0, 0.0, 0.999000012874603, 9.48607063293457, 0.0, 0.0, 0.0, 1.52578341960907, 0.0, 8.69686985015869, 0.0, 0.0, 8.69190216064453, 0.0, 7.00575113296509, 0.52578341960907, 15.6241292953491, 0.0, 0.0, 5.05976009368896, 8.0, 0.0, 0.218730136752129, 0.0, 0.0, 0.0, 0.0, -0.12785704433918, 2.0, 3.68780708312988, 0.0, 0.0, 0.0
COCCl, 0.0, 0.0 0.0, 0.0, 0.0894276946783066, 1.0, 1.0, 1.0, 0.0 0.0, 0.0, -0.0217280369251966, 0.0, 0.0, 0.0 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 10.0, 14.0, 0.0 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 0.0, 0.0, 0.0, 0.0, 4.0, 0.0, 0.0, 0.0 0.0, 0.0, 3.0, 0.0, 0.0, 0.0, 0.0, 4.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.24924850463867, 0.0, 1.49870717525482, 0.0, , 0.0, 0.0, 0.0, 0.616001963615417, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.327326834201813, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.22999954223633, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 12.4872226715088, 0.0, 0.0, 5.61592149734497, 0.0, 0.0, 10.0, 0.0, 94.6600875854492, 0.0, 0.0, 4.93198585510254, 0.5, 74.3696670532227, 0.0, 0.0, 2.95173740386963, 0.0, 0.0, 0.0, 0.0, 0.0, 46.1764297485352, 0.0, 3.0, 1.0, 19.0570583343506, 0.0, 52.0200004577637, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, , 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.41421365737915, 0.0, 0.0, 0.333333343267441, 1.91421353816986, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.231503203511238, 0.0, 0.0, 0.0, 0.0, -0.183451265096664, 0.0, 0.0, 0.0, 0.0, 0.0
CC=C1C[C@@H](C)[C@](O)(CO)C(=O)OCC2=CCN3(=O)CCC(OC1=O)[C@@H]23, 0.0, 7.20385980606079 7.20385980606079, 4.1104941368103, -0.050428744405508, 6.0, 2.0, 0.0, 11.11021900177 11.11021900177, 3.1780207157135, -0.00929171871393919, 0.0, 0.0, 12.7608585357666 12.7608585357666, 0.0454824157059193, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 142.0, 417.0, 3.07863640785217 3.07863640785217, 0.0, 1.77613854408264, 0.0, 0.0, 4.12084150314331 4.12084150314331, 0.0, 2.34654211997986, 0.0, 20.7270412445068, 0.0, 0.0, 4.18836498260498 4.18836498260498, 0.0, 7.78799343109131, 0.16666667163372, 0.0, 0.0, 0.0, 3.6800000667572, 0.498593986034393, 0.127240225672722, 2.0, 0.0, 0.846446871757507, 15.0122747421265, 0.277311682701111, 8.88207626342773, 0.393492609262466, , 7.17539262771606, 1.38454484939575, 0.0, 7.39244318008423, 0.0, 2.47687101364136, 0.0, 0.0983481705188751, 0.0, 0.0, 5.86852264404297, 0.0, 0.372563749551773, 0.0, 4.0781135559082, 2.0, 0.0550966337323189, 0.0, 2.52015900611877, 0.0, 0.0, 0.0, 0.0, 1.52538549900055, 0.0, 110.129997253418, 0.0, 0.991134285926819, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 31.781270980835, 2.0, 0.0, 31.7087574005127, 0.200000002980232, 0.0, 1430.0, 0.200000002980232, 1815.18688964844, 4.0, 0.0, 49.8629684448242, 3.2093026638031, 2179.55126953125, 1.0, 0.0, 60.3490829467773, 0.0, 0.0, 0.0, 0.0, 3.49456715583801, 3222.60229492188, 57.0169906616211, 5.70043992996216, 50.0, 3377.220703125, 0.0, 2159.080078125, 0.63245552778244, 3171.91845703125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, , 6.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 4.0, 0.0, 19.1125202178955, 0.0, 0.0, 0.333333343267441, 12.247184753418, 2.0, 0.0, 0.0, 2.73552751541138, 0.0, 11.6331567764282, 3.0, 0.262188702821732, 6.79064464569092, 0.0, 10.6367406845093, 1.089315533638, 17.0301761627197, 0.0, 0.0, 8.13015460968018, 0.0, 0.0, 0.901853799819946, 0.214779183268547, 2.16097092628479, 0.0, 3.0, -0.393336892127991, 0.0, 5.64428043365479, 0.0, 0.0, 0.0
OC(CN(CC=C)N=O)CO, , 0.921654641628265 0.921654641628265, 0.402368932962418, -0.0765813440084457, 3.0, 0.0, 0.0, 1.09341299533844 1.09341299533844, 0.0833333358168602, 0.0156038934364915, , 0.0, 1.17466759681702 1.17466759681702, 0.00143692304845899, , 0.0, 0.75, 0.0, 0.0, 0.0, 42.0, 105.0, 0.271764934062958 0.271764934062958, 0.0, 0.669432938098907, 0.0, 0.0, 0.280407935380936 0.280407935380936, 0.0, 0.0, 0.0, 11.0, 0.0, 0.0, 0.20635224878788 0.20635224878788, 0.0, 6.69421482086182, 0.0, 0.0, 0.0, 0.0, 5.28925609588623, 0.0, 0.0, 2.0, 0.0, 0.0, 6.18023014068604, 0.0, 3.22244954109192, 0.0, , 0.0, 0.229099437594414, 0.0, 2.07832026481628, 0.0, 0.0, , 0.0, 0.0, 0.0, 1.08756589889526, 0.0, 0.0, , 0.591231405735016, 0.0, 0.0, 0.0, 0.267434865236282, , , , 1.0, 0.0949491783976555, 0.0, 73.129997253418, 0.0, 0.0166666675359011, , 0.0, 0.0, 0.0, , 0.0, 14.0433835983276, 0.0, 0.0, 11.910008430481, 0.0, , 176.0, 0.0, 406.188507080078, 0.0, 0.0, 13.2144832611084, 1.51967132091522, 411.59375, 0.0, 0.0, 13.9889516830444, 0.0, 0.0, 0.0, , 0.200000002980232, 443.177154541016, 12.4355783462524, 4.45943164825439, 11.0, 398.604095458984, 0.0, 374.049987792969, 0.0, 326.5283203125, 0.0, 0.0, 0.0, 0.0, , 0.0, 0.0, , 0.0, 0.0, 0.0, 1.0, 0.0, , , 3.0, 0.0, , , 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 8.69023418426514, , , 0.428571432828903, 5.23991203308105, 1.0, 0.0, 0.0, 0.492799282073975, 1.0, 3.8120710849762, 1.0, 0.0, 2.40685200691223, , 2.70689940452576, 0.0, 2.14913988113403, 0.0, 0.0, 1.63259243965149, 0.0, 0.0, 0.254033863544464, 0.0, 0.0, 0.0, 1.0, -0.064105212688446, 1.0, 1.04337978363037, 0.0, 0.0, 0.0
ClC=C(C)C, 0.0, 0.40824830532074 0.40824830532074, 0.0, 0.00947097409516573, 0.0, 0.0, 1.0, 0.0 0.0, 0.0, -0.00710728205740452, 0.0, 0.0, 0.0 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 16.0, 19.0, 0.327326834201813 0.327326834201813, 0.0, 0.0, 0.0, 0.0, 0.0 0.0, 0.0, 0.0, 0.0, 5.0, 0.0, 0.0, 0.0 0.0, 0.0, 2.25, 0.0, 0.0, 0.0, 0.0, 4.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.21124362945557, 0.0, 1.94332885742188, 0.0, , 0.0, 0.288675129413605, 0.0, 1.40467715263367, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.654653668403625, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 12.7127532958984, 0.0, 0.0, 5.95173740386963, 0.0, 0.0, 18.0, 0.5, 202.214141845703, 1.0, 0.0, 5.95173740386963, 1.0, 177.264175415039, 0.0, 0.0, 5.90347480773926, 0.0, 0.0, 0.0, 0.0, 2.0, 156.362060546875, 0.0, 3.32192802429199, 2.0, 62.833869934082, 0.0, 101.01000213623, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, , 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.28445720672607, 0.0, 0.0, 0.333333343267441, 2.27005553245544, 1.0, 0.0, 0.0, 0.40824830532074, 0.0, 1.80209517478943, 0.0, 0.0, 0.0, 0.0, 0.816496610641479, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0280767232179642, 0.0, 0.0, 0.0, 0.0, -0.0164020527154207, 0.0, 0.0, 0.0, 0.0, 0.0
[O-]C(=O)O.[K+], 0.0, 0.0 0.0, 0.0, 0.0885297060012817, 0.0, 0.0, 0.0, 0.0 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 0.0, 0.0, 0.0, 0.0, 999.0009765625, 0.0, 0.0, 0.0, 12.0, 1705032704.0, 0.0 0.0, 0.0, 1.5, 0.0, 0.0, 0.0 0.0, 0.0, 0.0, 0.0, 8.88888931274414, 0.0, 0.0, 0.0 0.0, 0.0, 4.0, 0.0, 0.0, 0.0, 0.0, , 0.0, 0.0, 1.0, 0.0, 0.0, 1.35546183586121, 0.0, 0.427730947732925, 0.0, , 0.0, 0.0, 0.0, 0.0912870913743973, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 60.3600006103516, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 16.9202518463135, 0.0, 0.0, 3.99627590179443, 0.0, 0.0, 4000000000.0, 0.0, 34.3731384277344, 1.0, 0.0, 5.32340717315674, 0.0, 27.9254589080811, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 22.9357509613037, 0.0, 3.32192802429199, 0.0, 0.0, 0.0, 4.03999996185303, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, , 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.5773503780365, 0.0, 0.0, 0.999000012874603, 1.73205077648163, 0.0, 0.0, 0.0, 0.577350258827209, 0.0, 1.73205077648163, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.374831408262253, 0.0, 0.0, 0.0, 1.0, -0.275945425033569, 0.0, 0.0, 0.0, 0.0, 0.0
O=NN(c1ccccc1)c1ccccc1, 0.0, 1.42053985595703 1.42053985595703, 1.574538230896, 0.0211962684988976, 0.0, 0.0, 0.0, 2.54259777069092 2.54259777069092, 1.08278274536133, -0.0140678444877267, 0.0, 0.0, 3.22885179519653 3.22885179519653, -0.00748595502227545, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 72.0, 194.0, 0.449217319488525 0.449217319488525, 0.0, 0.0, 0.0, 0.0, 0.605874180793762 0.605874180793762, 0.0, 0.0, 0.0, 11.484375, 0.0, 0.0, 0.635085582733154 0.635085582733154, 0.0, 5.91499996185303, 0.0, 0.0, 0.0, 0.0, 2.98224854469299, 0.20412415266037, 0.0, 0.0, 0.0, 0.117851130664349, 8.07617855072021, 0.0641500279307365, 4.6511549949646, 0.0286887660622597, , 0.5, 0.199071198701859, 0.0, 3.06455135345459, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.08317589759827, 0.0, 0.0333333350718021, 0.0, 1.38174486160278, 0.0, 0.0, 0.0, 0.873893022537231, 0.0, 0.0, 0.0, 0.0, 0.332010537385941, 0.0, 32.6699981689453, 0.0, 0.187248215079308, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 16.4944458007812, 0.0, 0.0, 17.2458248138428, 0.0, 0.0, 364.0, 0.0, 844.418395996094, 0.0, 0.0, 21.5505771636963, 0.0, 954.659423828125, 0.0, 0.0, 21.9936656951904, 0.0, 0.0, 0.0, 0.0, 0.0, 1222.12902832031, 20.3254795074463, 4.90689039230347, 20.0, 1162.16528320312, 0.0, 466.029998779297, 0.0, 921.910705566406, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, , 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 12.0, 0.0, 10.5102252960205, 0.0, 0.0, 0.5, 7.41501474380493, 0.0, 0.0, 0.0, 0.469416111707687, 1.0, 5.86828327178955, 0.0, 0.0, 13.9952611923218, 0.0, 4.98206186294556, 0.136082768440247, 8.07939052581787, 0.0, 0.0, 4.17620515823364, 10.0, 0.0, 0.0536609962582588, 0.0, 0.0, 0.0, 1.0, -0.025923378765583, 1.0, 3.17931270599365, 0.0, 0.0, 0.0
OC1=NC(=O)N(/N=C/c2ccc(o2)N(=O)=O)C1, 0.0, 2.72668361663818 2.72668361663818, 1.75651609897614, -0.0476022139191628, 1.0, 0.0, 0.0, 3.53570580482483 3.53570580482483, 1.01843369007111, 0.119356773793697, 0.0, 0.0, 3.72042369842529 3.72042369842529, 0.0525446124374866, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 86.0, 280.0, 0.511464953422546 0.511464953422546, 0.0, 0.946721136569977, 0.0, 0.0, 0.549318671226501 0.549318671226501, 0.0, 0.907166600227356, 0.0, 13.4320983886719, 0.0, 0.0, 0.385653704404831 0.385653704404831, 0.16666667163372, 5.76000022888184, 0.214076176285744, 0.0, 0.0, 0.0, 3.48444437980652, 0.411866188049316, 0.069376029074192, 1.0, 0.0, 0.523541152477264, 8.30821895599365, 0.0809129029512405, 4.42289352416992, 0.0591005310416222, , 1.55034387111664, 0.340259999036789, 0.0, 3.04593586921692, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.85359787940979, 0.0, 0.0216940492391586, 0.0, 1.13159239292145, 0.0, 0.0, 0.0, 0.524005591869354, 0.0, 0.0, 0.0, 0.0, 0.238036543130875, 0.0, 124.220001220703, 0.0, 0.114852920174599, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 22.3122978210449, 0.0, 0.0, 21.7924003601074, 0.0, 0.0, 580.0, 0.0, 708.919311523438, 2.0, 0.0, 31.5041694641113, 0.0, 812.459045410156, 0.0, 0.0, 26.0607109069824, 0.0, 0.0, 0.0, 0.0, 0.0, 1088.00964355469, 20.3727874755859, 5.08746290206909, 20.0, 810.793273925781, 0.0, 304.089996337891, 0.0, 655.753112792969, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 2.0, 0.0, 0.0, , 2.0, 0.0, 0.0, 0.0, 0.333333343267441, 0.0, 0.0, 1.33748066425323, 3.0, 0.0, 12.4138488769531, 0.0, 0.0, 0.5, 8.05855083465576, 1.0, 0.0, 0.0, 1.39516818523407, 2.0, 7.57446479797363, 0.0, 0.0, 2.10257887840271, 0.0, 5.75431346893311, 0.284517794847488, 5.89347696304321, 0.0, 0.0, 4.50595331192017, 2.0, 0.0, 0.63248199224472, 0.0, 0.0, 1.0, 3.0, -0.331926554441452, 1.0, 2.8917977809906, 0.0, 0.0, 0.0
O=N(=O)c1ccc2ccc3cccc4ccc1C2C34, 0.0, 3.5546669960022 3.5546669960022, 4.93668413162231, -0.0227158647030592, 0.0, 0.0, 0.0, 6.40637397766113 6.40637397766113, 3.95706343650818, -0.0147821716964245, 0.0, 0.0, 10.1799898147583 10.1799898147583, -0.0017043260158971, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 110.0, 264.0, 1.33495843410492 1.33495843410492, 0.0, 0.5, 0.0, 0.0, 2.0941755771637 2.0941755771637, 0.0, 0.0, 0.0, 12.7190084457397, 0.0, 0.0, 2.83492112159729 2.83492112159729, 0.0, 4.77685928344727, 0.0, 0.0, 0.0, 0.0, 1.91920030117035, 0.234708055853844, 0.0, 0.0, 0.0, 0.556452393531799, 9.95986270904541, 0.0865562632679939, 6.06482315063477, 0.171763509511948, , 10.6712808609009, 0.548986315727234, 0.0, 4.69783401489258, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.70234870910645, 6.0, 0.125559389591217, 0.0, 2.8791196346283, 0.0, 0.0, 0.0, 2.20071029663086, 0.0, 0.0, 0.0, 0.0, 1.37704575061798, 0.0, 45.8199996948242, 0.0, 0.903378665447235, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 20.9089260101318, 6.0, 0.0, 23.2731170654297, 0.0, 0.0, 596.0, 0.0, 1428.90856933594, 0.0, 0.0, 34.7710227966309, 0.0, 1781.34252929688, 0.0, 0.0, 38.8269233703613, 0.0, 0.0, 0.0, 0.0, 0.0, 2711.5166015625, 35.4911079406738, 5.24792766571045, 37.0, 2907.99926757812, 0.0, 619.030029296875, 0.0, 2313.82104492188, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, , 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 10.0, 0.0, 12.9827632904053, 0.0, 0.0, 0.5, 9.25401973724365, 0.0, 0.0, 0.0, 1.327721118927, 0.0, 8.66962051391602, 0.0, 0.0, 11.3588514328003, 0.0, 7.77773332595825, 0.440702944993973, 23.7199459075928, 0.0, 0.0, 7.16763401031494, 9.0, 0.0, 0.0651353448629379, 0.0, 0.0, 0.0, 2.0, 0.00671140290796757, 0.0, 6.44055080413818, 0.0, 0.0, 0.0
