SMILES,BCUTp-1h,BCUTc-1h,Weta2.unity,Wgamma3.unity,Wgamma1.unity,WD.unity,Wgamma2.unity,WG.unity,WT.unity,BCUTp-1l,BCUTc-1l,BCUTw-1h,Wlambda1.unity,Weta1.unity,WK.unity,BCUTw-1l,WA.unity,Wnu1.unity,Wlambda3.unity,WV.unity,Wnu2.unity,Wlambda2.unity,Weta3.unity
CC(C)COC(=O)c1ccc(N)cc1, 8.68404483795166, 0.269456595182419, , , , , , , , 4.70514917373657, -0.323029637336731, 15.9959211349487, , , , 11.8500003814697, , , , , , , 
CN1CCN(CC1)C1=Nc2ccccc2Sc2ccc(Cl)cc12, 12.7820901870728, 0.204299241304398, , , , , , , , 5.94237184524536, -0.303457796573639, 34.9688529968262, , , , 11.8500003814697, , , , , , , 
CN(C)CCOC(C)(c1ccccc1)c1ccc(Cl)cc1, 12.0111932754517, 0.148012608289719, , , , , , , , 5.65066003799438, -0.37202861905098, 34.9688529968262, , , , 11.8500003814697, , , , , , , 
ClCCN(CCCl)c1ccc(CCCC(=O)OCC(=O)[C@@]2(O)CC[C@H]3C4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)CC23C)cc1, 12.8068256378174, 0.261740148067474, , , , , , , , 4.55031681060791, -0.392644375562668, 34.969856262207, , , , 11.8500003814697, , , , , , , 
CCNC(C)Cc1cccc(c1)C(F)(F)F, 9.23254203796387, 0.41682755947113, , , , , , , , 3.59123206138611, -0.314191192388535, 19.0012550354004, , , , 11.9974241256714, , , , , , , 
OC1=NC(=O)N(N=Cc2ccc(o2)c2ccc(cc2)N(=O)=O)C1, 9.29953670501709, 0.344395101070404, , , , , , , , 3.58178973197937, -0.354732006788254, 15.9989423751831, , , , 11.8999996185303, , , , , , , 
NNC(=O)c1ccncc1, 8.41445064544678, 0.22120213508606, , , , , , , , 4.60374164581299, -0.278664857149124, 15.9949178695679, , , , 11.8500003814697, , , , , , , 
CCC[C@H]1CN(C)[C@@H](C1)C(=N[C@H]([C@@H](C)O)C1O[C@H](SC)[C@H](O)[C@@H](O)[C@H]1O)O, 10.8219556808472, 0.17667680978775, , , , , , , , 5.3851113319397, -0.3909991979599, 31.9720726013184, , , , 11.9961633682251, , , , , , , 
CCN1CCCC1CN=C(O)c1cc(ccc1OC)S(=O)(=O)CC, 11.8027210235596, 0.158422559499741, , , , , , , , 5.15922546386719, -0.373147487640381, 31.9720726013184, , , , 11.8900003433228, , , , , , , 
CC1OC(C)OC(C)O1, 6.68422317504883, 0.181394577026367, , , , , , , , 5.26837491989136, -0.343626856803894, 15.9983005523682, , , , 11.9968357086182, , , , , , , 
C=CCC1(C(C)CC)C(=NC(=O)N=C1O)O, 12.0668792724609, 0.371294379234314, , , , , , , , 4.33839321136475, -0.369943201541901, 15.9987077713013, , , , 11.9962329864502, , , , , , , 
CCC(C)C1(CC)C(=NC(=O)N=C1O)O, 11.6681289672852, 0.371291697025299, , , , , , , , 4.31347131729126, -0.369962334632874, 15.998706817627, , , , 11.9962491989136, , , , , , , 
CO/N=C(/c1ccco1)\C(=NC1C(=O)N2[C@@H]1SCC(=C2C(=O)OC(C)OC(=O)C(C)(C)OC)COC(=N)O)O, 12.0265188217163, 0.307212203741074, , , , , , , , 4.40561628341675, -0.368415355682373, 31.9720726013184, , , , 11.9961366653442, , , , , , , 
CN1CCN(CCCN2c3ccccc3Sc3ccc(cc23)S(=O)(=O)N(C)C)CC1, 12.8023958206177, 0.222062721848488, , , , , , , , 5.82742595672607, -0.332548409700394, 31.9730739593506, , , , 11.9942846298218, , , , , , , 
OC(=O)CCc1c(I)cc(I)c(N=CN(C)C)c1I, 16.5844421386719, 0.25895220041275, , , , , , , , 4.21567153930664, -0.331604719161987, 126.906509399414, , , , 11.9989051818848, , , , , , , 
OC1=NC(=NC21CCOc1ccc(F)cc21)O, 11.1926927566528, 0.283071458339691, , , , , , , , 4.34909534454346, -0.370217889547348, 18.998405456543, , , , 11.9962329864502, , , , , , , 
COc1nnc(OC)c(c1)NS(=O)(=O)c1ccc(N)cc1, 11.5711040496826, 0.222290679812431, , , , , , , , 4.80639219284058, -0.356277167797089, 31.9720726013184, , , , 11.8500003814697, , , , , , , 
Clc1ccc(cc1)C(N1CCN(CC1)Cc1ccc(cc1)C(C)(C)C)c1ccccc1, 12.2699365615845, 0.138604030013084, , , , , , , , 6.16412448883057, -0.300092339515686, 34.9688529968262, , , , 11.8500003814697, , , , , , , 
OC(=NC1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O)c1c(C)onc1c1ccccc1, 12.0921659469604, 0.278277784585953, , , , , , , , 4.77893257141113, -0.3478082716465, 31.9720726013184, , , , 11.8500003814697, , , , , , , 
Nc1ccc(C(=O)O)c(O)c1, 8.26863479614258, 0.269630581140518, , , , , , , , 4.13521242141724, -0.384796768426895, 15.9969215393066, , , , 11.8500003814697, , , , , , , 
O=C1CCC2C(=C1)CCC1[C@@H]2CCC2(C)[C@H](CC[C@@H]12)OC(=O)CCc1ccccc1, 11.9096984863281, 0.261528253555298, , , , , , , , 4.7333083152771, -0.312038868665695, 15.9969348907471, , , , 11.8500003814697, , , , , , , 
COCCc1ccc(OCC(O)CNC(C)C)cc1, 8.65195369720459, 0.13097670674324, , , , , , , , 4.43401765823364, -0.389085710048676, 15.9969272613525, , , , 11.8500003814697, , , , , , , 
FCc1nc2ccc(N)cc2c(=O)n1c1ccccc1C, 11.0496673583984, 0.214316129684448, , , , , , , , 4.09213542938232, -0.322959303855896, 18.9984073638916, , , , 11.8900003433228, , , , , , , 
Nc1ccc(cc1)S(=O)(=O)N(C(=O)C)c1onc(C)c1C, 12.3831024169922, 0.231672435998917, , , , , , , , 5.42394828796387, -0.322962284088135, 31.9720726013184, , , , 11.8900003433228, , , , , , , 
CCC1(C)OC(=O)N(C)C1=O, 9.0198802947998, 0.347599864006042, , , , , , , , 4.28883838653564, -0.350776940584183, 16.0061416625977, , , , 11.9886617660522, , , , , , , 
Clc1ccc(cc1)OC(C)(C)C(=O)OCCCC(=O)N(C)C, 9.52164363861084, 0.293070167303085, , , , , , , , 4.63256359100342, -0.354862242937088, 34.9688529968262, , , , 11.9933309555054, , , , , , , 
CN(C)CCCOC1(CCCCCC1)Cc1ccccc1, 11.4696311950684, 0.129777029156685, , , , , , , , 5.61032962799072, -0.374190986156464, 15.9949197769165, , , , 11.8500003814697, , , , , , , 
COCC1(CCN(CCc2cccs2)CC1)N(C(=O)CC)c1ccccc1, 12.5273370742798, 0.203776061534882, , , , , , , , 5.03914022445679, -0.382039964199066, 31.9720726013184, , , , 11.8500003814697, , , , , , , 
OC(=O)c1cc2ccccc2cc1[O-].C[N+](C)(CCOc1ccccc1)Cc1ccccc1, 10.3870058059692, 0.270885467529297, , , , , , , , 4.24085426330566, -0.369874209165573, 15.9979448318481, , , , 11.8500003814697, , , , , , , 
OCCNCCO.OC(=O)Cn1cc(I)c(=O)c(I)c1, 13.9068508148193, 0.272832363843918, , , , , , , , 3.84623432159424, -0.395747393369675, 126.905471801758, , , , 11.994402885437, , , , , , , 
