SMILES,naAromAtom,nAtom,nAtomLC,nRotB,nB,nAromBond,LipinskiFailures,ALogP,MLogP,XLogP,AMR,ALogp2,nAtomLAC,nHBDon,nAtomP,LipinksiFailures
InChI%3D1S%2FC3H7N3O3%2Fc4-3%288%296%285-9%291-2-7%2Fh7H%2C1-2H2%2C%28H2%2C4%2C8%29, 0.0, 16.0, 9.0, 4.0, 8.0, 0.0, 0.0, -0.114100001752377, 1.12999999523163, -0.857999980449677, 29.1236000061035, 0.0130188101902604, 2.0, 3.0, 6.0, 
InChI%3D1S%2FC6H10N6O%2Fc1-12%282%2911-10-6-4%285%287%2913%298-3-9-6%2Fh3H%2C1-2H3%2C%28H2%2C7%2C13%29%28H%2C8%2C9%29%2Fb11-10-, 0.0, 22.0, 5.0, 3.0, 13.0, 5.0, 0.0, -0.520699977874756, 1.35000002384186, -1.77999997138977, 26.0491008758545, 0.271128475666046, 0.0, 3.0, 3.0, 
InChI%3D1S%2FC12H12N2%2Fc13-11-5-1-9%282-6-11%2910-3-7-12%2814%298-4-10%2Fh1-8H%2C13-14H2, 12.0, 26.0, 0.0, 1.0, 15.0, 12.0, 0.0, -1.49979996681213, 2.55999994277954, 3.12199997901917, 8.44419956207275, 2.24940013885498, 0.0, 2.0, 14.0, 
InChI%3D1S%2FC8H6N4O4S%2Fc1-4%2813%299-8-11-10-7%2817-8%295-2-3-6%2816-5%2912%2814%2915%2Fh2-3H%2C1H3%2C%28H%2C9%2C11%2C13%29, 10.0, 23.0, 4.0, 3.0, 18.0, 10.0, 0.0, 0.318199992179871, 1.35000002384186, 1.28699994087219, 26.1991996765137, 0.101251237094402, 2.0, 2.0, 16.0, 
InChI%3D1S%2FC4H6Cl2%2Fc5-3-1-2-4-6%2Fh1-2H%2C3-4H2%2Fb2-1%2B, 0.0, 12.0, 6.0, 2.0, 5.0, 0.0, 0.0, 1.97959995269775, 1.67999994754791, 1.94000005722046, 30.9741992950439, 3.91881608963013, 4.0, 0.0, 2.0, 
InChI%3D1S%2FCH5N3O.ClH%2Fc2-1%285%294-3%3B%2Fh3H2%2C%28H3%2C2%2C4%2C5%29%3B1H, 0.0, 12.0, 5.0, 1.0, 4.0, 0.0, 0.0, -0.670000016689301, 1.01999998092651, -0.151999995112419, 16.2616004943848, 0.448900014162064, 0.0, 4.0, 5.0, 
InChI%3D1S%2FC4H8N4O2%2Fc9-5-7-1-2-8%286-10%294-3-7%2Fh1-4H2, 0.0, 18.0, 2.0, 2.0, 10.0, 0.0, 0.0, -0.181199997663498, 1.24000000953674, -0.512000024318695, 36.1629981994629, 0.0328334383666515, 0.0, 0.0, 3.0, 
InChI%3D1S%2FC6H11NO2%2Fc1-3-5-6%284-2%297%288%299%2Fh5H%2C3-4H2%2C1-2H3%2Fb6-5-, 0.0, 20.0, 9.0, 3.0, 8.0, 0.0, 0.0, -0.499000012874603, 1.78999996185303, 2.0699999332428, 30.1527004241943, 0.249000996351242, 6.0, 0.0, 5.0, 
InChI%3D1S%2FC4H4O%2Fc1-2-4-5-3-1%2Fh1-4H, 5.0, 9.0, 0.0, 0.0, 5.0, 5.0, 0.0, -0.154100000858307, 1.78999996185303, 1.01800000667572, 1.61909997463226, 0.0237468108534813, 0.0, 0.0, 5.0, 
InChI%3D1S%2FBrHO3.K%2Fc2-1%283%294%3B%2Fh%28H%2C2%2C3%2C4%29%3B%2Fq%3B%2B1%2Fp-1, 0.0, 5.0, 4.0, 0.0, 3.0, 0.0, 0.0, , 0.910000026226044, 0.0520000010728836, , , 0.0, 0.0, 4.0, 
InChI%3D1S%2FC2HCl3%2Fc3-1-2%284%295%2Fh1H, 0.0, 6.0, 5.0, 0.0, 4.0, 0.0, 0.0, 1.74279999732971, 1.35000002384186, 2.64199995994568, 25.2621994018555, 3.03735184669495, 2.0, 0.0, 2.0, 
InChI%3D1S%2FC4H7Cl2O4P%2Fc1-8-11%287%2C9-2%2910-3-4%285%296%2Fh3H%2C1-2H3, 0.0, 18.0, 11.0, 4.0, 10.0, 0.0, 0.0, 1.03320002555847, 1.12999999523163, 1.20700001716614, 42.2757987976074, 1.06750226020813, 2.0, 0.0, 7.0, 
InChI%3D1S%2FC12H27O4P%2Fc1-4-7-10-14-17%2813%2C15-11-8-5-2%2916-12-9-6-3%2Fh4-12H2%2C1-3H3, 0.0, 44.0, 17.0, 12.0, 16.0, 0.0, 1.0, -1.63800001144409, 2.23000001907349, 3.35999989509583, 60.3110008239746, 2.68304395675659, 4.0, 0.0, 5.0, 
InChI%3D1S%2FC7H6N2O4%2Fc1-5-2-3-6%288%2810%2911%294-7%285%299%2812%2913%2Fh2-4H%2C1H3, 6.0, 19.0, 3.0, 2.0, 13.0, 6.0, 0.0, 0.548799991607666, 1.57000005245209, 2.68199992179871, 11.273699760437, 0.301181435585022, 0.0, 0.0, 12.0, 
InChI%3D1S%2FC20H14O4%2Fc21-15-9-5-13%286-10-15%2920%2814-7-11-16%2822%2912-8-14%2918-4-2-1-3-17%2818%2919%2823%2924-20%2Fh1-12%2C21-22H, 18.0, 38.0, 0.0, 2.0, 27.0, 18.0, 0.0, -1.29659998416901, 3.22000002861023, 4.90999984741211, 13.7238998413086, 1.68117153644562, 0.0, 2.0, 9.0, 
InChI%3D1S%2FC8H12N2.H2O4S%2Fc9-10-7-6-8-4-2-1-3-5-8%3B1-5%282%2C3%294%2Fh1-5%2C10H%2C6-7%2C9H2%3B%28H2%2C1%2C2%2C3%2C4%29, 6.0, 29.0, 5.0, 3.0, 14.0, 6.0, 0.0, -1.40649998188019, 1.57000005245209, 1.13399994373322, 30.9452991485596, 1.97824227809906, 2.0, 4.0, 6.0, 
InChI%3D1S%2FC10Cl10O%2Fc11-2-1%2821%293%2812%296%2815%294%282%2C13%298%2817%295%282%2C14%297%283%2C16%299%286%2C18%2910%288%2C19%2920, 0.0, 21.0, 0.0, 0.0, 25.0, 0.0, 0.0, 4.4987998008728, 1.35000002384186, 3.7260000705719, 83.1997985839844, 20.239200592041, 0.0, 0.0, 2.0, 
InChI%3D1S%2FC12H12N2O%2Fc13-9-1-5-11%286-2-9%2915-12-7-3-10%2814%294-8-12%2Fh1-8H%2C13-14H2, 12.0, 27.0, 0.0, 2.0, 16.0, 12.0, 0.0, -1.65390002727509, 2.45000004768372, 2.62400007247925, 10.0633001327515, 2.73538517951965, 0.0, 2.0, 15.0, 
InChI%3D1S%2FC13H13N3O%2Fc1-17-13-9-11%287-8-12%2813%2914%2916-15-10-5-3-2-4-6-10%2Fh2-9H%2C14H2%2C1H3%2Fb16-15%2B, 12.0, 30.0, 2.0, 3.0, 18.0, 12.0, 0.0, -0.801699995994568, 2.45000004768372, 4.41499996185303, 11.5378999710083, 0.642722904682159, 0.0, 1.0, 16.0, 
InChI%3D1S%2FC2H8N2.ClH%2Fc1-2-4-3%3B%2Fh4H%2C2-3H2%2C1H3%3B1H, 0.0, 14.0, 4.0, 1.0, 3.0, 0.0, 0.0, -0.6632000207901, 1.35000002384186, 0.144999995827675, 18.5746002197266, 0.439834237098694, 2.0, 2.0, 2.0, 
InChI%3D1S%2FC9H10O2%2Fc1-8%2810%2911-7-9-5-3-2-4-6-9%2Fh2-6H%2C7H2%2C1H3, 6.0, 21.0, 5.0, 3.0, 11.0, 6.0, 0.0, -0.0696000009775162, 2.23000001907349, 3.1489999294281, 16.4283008575439, 0.00484415981918573, 2.0, 0.0, 6.0, 
InChI%3D1S%2FC10H9Cl7%2Fc1-4-6%282%2C3%298%2813%295%2811%297%284%2C12%299%2814%2C15%2910%288%2C16%2917%2Fh5H%2C1H2%2C2-3H3%2Ft5%3F%2C7-%2C8-%2Fm0%2Fs1, 0.0, 26.0, 0.0, 0.0, 18.0, 0.0, 0.0, 5.21360015869141, 1.78999996185303, 4.35300016403198, 76.4124984741211, 27.1816253662109, 0.0, 0.0, 2.0, 
InChI%3D1S%2FC6H6Cl2N2%2Fc7-4-1-3%289%292-5%288%296%284%2910%2Fh1-2H%2C9-10H2, 6.0, 16.0, 0.0, 0.0, 10.0, 6.0, 0.0, -0.0111999996006489, 1.67999994754791, 0.927999973297119, 19.6753997802734, 0.000125439997646026, 0.0, 2.0, 8.0, 
InChI%3D1S%2FC6H12Br2O4%2Fc7-1-3%289%295%2811%296%2812%294%2810%292-8%2Fh3-6%2C9-12H%2C1-2H2%2Ft3-%2C4%2B%2C5%2B%2C6-, 0.0, 24.0, 12.0, 5.0, 11.0, 0.0, 0.0, -0.241999998688698, 1.46000003814697, -0.272000014781952, 50.472599029541, 0.0585639998316765, 6.0, 4.0, 0.0, 
InChI%3D1S%2FC3H7N5O3%2Fc1-2-7%286-9%293%284%295-8%2810%2911%2Fh2H2%2C1H3%2C%28H2%2C4%2C5%29, 0.0, 18.0, 11.0, 5.0, 10.0, 0.0, 0.0, 0.234099999070168, 0.910000026226044, 0.896000027656555, 30.2331008911133, 0.0548028089106083, 2.0, 2.0, 9.0, 
InChI%3D1S%2FC12H14N4O2S%2Fc1-8-7-9%282%2915-12%2814-8%2916-19%2817%2C18%2911-5-3-10%2813%294-6-11%2Fh3-7H%2C13H2%2C1-2H3%2C%28H%2C14%2C15%2C16%29, 12.0, 33.0, 4.0, 3.0, 20.0, 12.0, 0.0, -0.807399988174438, 2.00999999046326, 1.73399996757507, 26.8286991119385, 0.651894748210907, 0.0, 2.0, 17.0, 
InChI%3D1S%2FC10H5Cl7%2Fc11-4-2-1-3-5%284%299%2815%297%2813%296%2812%298%283%2C14%2910%289%2C16%2917%2Fh1-5H, 0.0, 22.0, 0.0, 0.0, 19.0, 0.0, 0.0, 4.0327000617981, 1.78999996185303, 3.54999995231628, 75.8010025024414, 16.2626686096191, 0.0, 0.0, 2.0, 
InChI%3D1S%2FC34H59NO15%2Fc1-5-6-9-20%283%2932%2850-31%2844%2917-23%2834%2847%2948%2915-29%2841%2942%2927%2849-30%2843%2916-22%2833%2845%2946%2914-28%2839%2940%2913-19%282%2912-24%2836%2910-7-8-11-25%2837%2918-26%2838%2921%284%2935%2Fh19-27%2C32%2C36-38H%2C5-18%2C35H2%2C1-4H3%2C%28H%2C39%2C40%29%28H%2C41%2C42%29%28H%2C45%2C46%29%28H%2C47%2C48%29%2Ft19-%2C20%2B%2C21%2B%2C22%2B%2C23%2B%2C24%2B%2C25-%2C26%2B%2C27-%2C32-%2Fm1%2Fs1, 0.0, 109.0, 50.0, 31.0, 49.0, 0.0, 3.0, -4.60459995269775, 3.44000005722046, 1.73099994659424, 161.808502197266, 21.2023410797119, 20.0, 8.0, 3.0, 
InChI%3D1S%2FC12H9NO2%2Fc14-13%2815%2911-7-6-9-5-4-8-2-1-3-10%2811%2912%288%299%2Fh1-3%2C6-7H%2C4-5H2, 10.0, 24.0, 3.0, 1.0, 17.0, 11.0, 0.0, 0.0781999975442886, 2.45000004768372, 4.86499977111816, 12.6166000366211, 0.00611524004489183, 0.0, 0.0, 13.0, 
InChI%3D1S%2FC2H4Br2%2Fc3-1-2-4%2Fh1-2H2, 0.0, 8.0, 4.0, 1.0, 3.0, 0.0, 0.0, 1.80079996585846, 1.46000003814697, 2.41599988937378, 26.6226005554199, 3.24288058280945, 2.0, 0.0, 0.0, 
InChI%3D1S%2FCo.H2O4S.7H2O%2Fc%3B1-5%282%2C3%294%3B%3B%3B%3B%3B%3B%3B%2Fh%3B%28H2%2C1%2C2%2C3%2C4%29%3B7%2A1H2%2Fq%2B2%3B%3B%3B%3B%3B%3B%3B%3B%2Fp-2, 0.0, 27.0, 5.0, 0.0, 4.0, 0.0, 2.0, , 0.0299999993294477, -5.03299999237061, , , 0.0, 7.0, 5.0, 
InChI%3D1S%2FC15H9NO4%2Fc1-8-6-7-11-12%2813%288%2916%2819%2920%2915%2818%2910-5-3-2-4-9%2810%2914%2811%2917%2Fh2-7H%2C1H3, 12.0, 29.0, 2.0, 1.0, 22.0, 12.0, 0.0, 0.0678000003099442, 2.55999994277954, 3.65100002288818, 19.0799007415771, 0.00459684012457728, 0.0, 0.0, 19.0, 
InChI%3D1S%2FC16H17NO2%2Fc1-18-15-9-10-16%2819-2%2913%2811-15%296-3-12-4-7-14%2817%298-5-12%2Fh3-11H%2C17H2%2C1-2H3%2Fb6-3%2B, 12.0, 36.0, 2.0, 4.0, 20.0, 12.0, 0.0, -0.385699987411499, 2.89000010490417, 4.19600009918213, 29.1723003387451, 0.148764491081238, 2.0, 1.0, 17.0, 
InChI%3D1S%2FC13H13N3.C2H4O2%2Fc1-7-12-11%288%282%2915-13%287%2914%299-5-3-4-6-10%289%2916-12%3B1-2%283%294%2Fh3-6%2C16H%2C1-2H3%2C%28H2%2C14%2C15%29%3B1H3%2C%28H%2C3%2C4%29, 6.0, 38.0, 4.0, 0.0, 21.0, 10.0, , -0.410800009965897, 2.55999994277954, , 39.9930000305176, 0.168756633996964, 2.0, 3.0, 7.0, 
InChI%3D1S%2FC6H4ClNO2%2Fc7-5-3-1-2-4-6%285%298%289%2910%2Fh1-4H, 6.0, 14.0, 3.0, 1.0, 10.0, 6.0, 0.0, 0.697700023651123, 1.67999994754791, 2.77900004386902, 8.50139999389648, 0.486785292625427, 0.0, 0.0, 9.0, 
InChI%3D1S%2FC11H12N3O3%2Fc12-10%2815%296-9-11%2816%2917-13-14%289%297-8-4-2-1-3-5-8%2Fh1-5%2C16H%2C6-7H2%2C%28H2%2C12%2C15%29%2Fq%2B1%2Fp-1, 6.0, 32.0, 4.0, 4.0, 18.0, 6.0, 0.0, -1.49870002269745, 2.00999999046326, 1.87100005149841, 30.7980003356934, 2.24610161781311, 2.0, 3.0, 6.0, 
InChI%3D1S%2FC20H12%2Fc1-2-7-17-15%284-1%2912-16-9-8-13-5-3-6-14-10-11-18%2817%2920%2816%2919%2813%2914%2Fh1-12H, 20.0, 32.0, 0.0, 0.0, 24.0, 24.0, 1.0, 0.0, 3.66000008583069, 10.2119998931885, 0.0, 0.0, 0.0, 0.0, 20.0, 
InChI%3D1S%2FC8H6N4O4S%2Fc13-4-9-11-8-10-5%283-17-8%296-1-2-7%2816-6%2912%2814%2915%2Fh1-4H%2C%28H%2C9%2C13%29%28H%2C10%2C11%29, 10.0, 23.0, 4.0, 4.0, 18.0, 10.0, 0.0, -0.180999994277954, 1.35000002384186, 2.51999998092651, 25.4272003173828, 0.0327610000967979, 0.0, 2.0, 17.0, 
InChI%3D1S%2FC2H3Cl3%2Fc3-1-2%284%295%2Fh2H%2C1H2, 0.0, 8.0, 5.0, 1.0, 4.0, 0.0, 0.0, 1.95550000667572, 1.35000002384186, 2.15799999237061, 25.7096996307373, 3.8239803314209, 2.0, 0.0, 0.0, 
InChI%3D1S%2FC15H12N2O2%2Fc18-13-15%2817-14%2819%2916-13%2C11-7-3-1-4-8-11%2912-9-5-2-6-10-12%2Fh1-10H%2C%28H2%2C16%2C17%2C18%2C19%29, 12.0, 31.0, 0.0, 2.0, 21.0, 12.0, 0.0, -0.575900018215179, 2.67000007629395, 4.85400009155273, 19.0569000244141, 0.331660807132721, 0.0, 2.0, 6.0, 
InChI%3D1S%2FC17H17ClO3%2Fc1-17%282%2C16%2819%2920-3%2921-15-10-6-13%287-11-15%2912-4-8-14%2818%299-5-12%2Fh4-11H%2C1-3H3, 12.0, 38.0, 8.0, 5.0, 22.0, 12.0, 1.0, 1.19550001621246, 2.89000010490417, 5.1729998588562, 32.9911003112793, 1.42922019958496, 3.0, 0.0, 13.0, 
InChI%3D1S%2FC7H3Cl5O%2Fc1-13-7-5%2811%293%289%292%288%294%2810%296%287%2912%2Fh1H3, 6.0, 16.0, 2.0, 1.0, 13.0, 6.0, 0.0, 3.66969990730286, 1.57000005245209, 2.83200001716614, 35.393798828125, 13.4666976928711, 0.0, 0.0, 7.0, 
InChI%3D1S%2FC12H11N.ClH%2Fc13-12-9-5-4-8-11%2812%2910-6-2-1-3-7-10%3B%2Fh1-9H%2C13H2%3B1H, 12.0, 26.0, 0.0, 1.0, 14.0, 12.0, 1.0, -0.749899983406067, 2.55999994277954, 5.50799989700317, 4.22209978103638, 0.562350034713745, 0.0, 1.0, 13.0, 
InChI%3D1S%2FC10H17Cl2NOS%2Fc1-7%282%2913%288%283%294%2910%2814%2915-6-9%2812%295-11%2Fh5%2C7-8H%2C6H2%2C1-4H3, 0.0, 32.0, 15.0, 6.0, 14.0, 0.0, 0.0, 1.72119998931885, 2.00999999046326, 3.44000005722046, 70.0038986206055, 2.96252942085266, 3.0, 0.0, 3.0, 
InChI%3D1S%2FC13H12N4.ClH%2Fc1-17-11-7-10%289-5-3-2-4-6-9%298-15-12%2811%2916-13%2817%2914%3B%2Fh2-8H%2C1H3%2C%28H2%2C14%2C15%2C16%29%3B1H, 12.0, 31.0, 0.0, 1.0, 19.0, 12.0, 1.0, -0.36719998717308, 2.33999991416931, 5.46600008010864, 16.8964004516602, 0.134835839271545, 0.0, 2.0, 16.0, 
InChI%3D1S%2FC2H5NO%2Fc1-2%283%294%2Fh1H3%2C%28H2%2C3%2C4%29, 0.0, 9.0, 4.0, 0.0, 3.0, 0.0, 0.0, -0.0716999992728233, 1.46000003814697, 0.32600000500679, 13.9007997512817, 0.00514088990166783, 2.0, 2.0, 3.0, 
InChI%3D1S%2FC6H7N3O%2Fc7-9-6%2810%295-1-3-8-4-2-5%2Fh1-4H%2C7H2%2C%28H%2C9%2C10%29, 6.0, 17.0, 4.0, 2.0, 10.0, 6.0, 0.0, -1.230299949646, 1.67999994754791, -0.570999979972839, 12.7256002426147, 1.51363813877106, 0.0, 2.0, 10.0, 
InChI%3D1S%2FC23H36N2O2%2Fc1-21%282%2C3%2925-20%2827%2917-8-7-15-14-6-9-18-23%285%2C13-11-19%2826%2924-18%2916%2814%2910-12-22%2815%2C17%294%2Fh11%2C13-18H%2C6-10%2C12H2%2C1-5H3%2C%28H%2C24%2C26%29%28H%2C25%2C27%29%2Ft14%3F%2C15%3F%2C16-%2C17%2B%2C18%2B%2C22-%2C23%2B%2Fm0%2Fs1, 0.0, 63.0, 7.0, 2.0, 30.0, 0.0, 1.0, 1.89079999923706, 3.54999995231628, 5.31099987030029, 105.400901794434, 3.57512474060059, 0.0, 2.0, 5.0, 
InChI%3D1S%2FC3H6O2%2Fc4-1-3-2-5-3%2Fh3-4H%2C1-2H2, 0.0, 11.0, 2.0, 1.0, 5.0, 0.0, 0.0, -0.641600012779236, 1.57000005245209, -0.861999988555908, 17.0060005187988, 0.411650568246841, 0.0, 1.0, 0.0, 
InChI%3D1S%2FC10H12O2%2Fc1-3-10%2811%298-4-6-9%2812-2%297-5-8%2Fh3-7%2C10-11H%2C1H2%2C2H3, 6.0, 24.0, 4.0, 3.0, 12.0, 6.0, 0.0, 0.144999995827675, 2.33999991416931, 2.04999995231628, 23.425500869751, 0.0210250001400709, 3.0, 1.0, 7.0, 
InChI%3D1S%2FCH3NO2%2Fc1-2%283%294%2Fh1H3, 0.0, 7.0, 4.0, 0.0, 3.0, 0.0, 0.0, -0.280600011348724, 1.24000000953674, 0.34799998998642, 8.30230045318604, 0.0787363573908806, 0.0, 0.0, 2.0, 
InChI%3D1S%2FC12H11N3.C2H4O2%2Fc1-7-6-9-8-4-2-3-5-10%288%2914-12%289%2915-11%287%2913%3B1-2%283%294%2Fh2-6H%2C1H3%2C%28H3%2C13%2C14%2C15%29%3B1H3%2C%28H%2C3%2C4%29, 6.0, 35.0, 4.0, 0.0, 20.0, 10.0, , -0.0904999971389771, 2.45000004768372, , 35.451000213623, 0.00819025002419949, 2.0, 3.0, 7.0, 
InChI%3D1S%2FC2H4N4%2Fc3-2-4-1-5-6-2%2Fh1H%2C%28H3%2C3%2C4%2C5%2C6%29, 0.0, 12.0, 0.0, 0.0, 6.0, 0.0, 0.0, -0.884400010108948, 1.24000000953674, 0.347000002861023, 18.7336006164551, 0.782163381576538, 0.0, 4.0, 5.0, 
InChI%3D1S%2FC2H8N2%2Fc1-4%282%293%2Fh3H2%2C1-2H3, 0.0, 12.0, 4.0, 0.0, 3.0, 0.0, 0.0, -0.377700001001358, 1.46000003814697, -1.38499999046326, 19.5755004882812, 0.142657294869423, 0.0, 1.0, 2.0, 
InChI%3D1S%2FC19H17N3.ClH%2Fc20-16-7-1-13%282-8-16%2919%2814-3-9-17%2821%2910-4-14%2915-5-11-18%2822%2912-6-15%3B%2Fh1-12%2C20H%2C21-22H2%3B1H, 12.0, 41.0, 0.0, 2.0, 24.0, 12.0, 0.0, -0.806599974632263, 3.10999989509583, 4.68300008773804, 43.4127006530762, 0.650603532791138, 0.0, 3.0, 22.0, 
InChI%3D1S%2FC14H7ClF3NO5%2Fc15-10-5-7%2814%2816%2C17%2918%291-4-12%2810%2924-8-2-3-11%2819%2822%2923%299%286-8%2913%2820%2921%2Fh1-6H%2C%28H%2C20%2C21%29, 12.0, 31.0, 3.0, 5.0, 25.0, 12.0, 1.0, 1.40190005302429, 1.89999997615814, 5.01800012588501, 23.7744007110596, 1.96532356739044, 0.0, 1.0, 19.0, 
InChI%3D1S%2FC12H12N4%2Fc1-7-6-9-8%284-3-5-14-9%2910-11%287%2916%282%2912%2813%2915-10%2Fh3-6H%2C1-2H3%2C%28H2%2C13%2C15%29, 10.0, 28.0, 0.0, 0.0, 18.0, 11.0, 0.0, 0.274800002574921, 2.33999991416931, 2.96399998664856, 22.3985004425049, 0.0755150392651558, 0.0, 2.0, 14.0, 
InChI%3D1S%2FC9H10N4S%2Fc10-7-3-1-6%282-4-7%298-5-14-9%2812-8%2913-11%2Fh1-5H%2C10-11H2%2C%28H%2C12%2C13%29, 11.0, 24.0, 2.0, 2.0, 15.0, 11.0, 0.0, -1.17519998550415, 1.89999997615814, 1.28799998760223, 20.5997009277344, 1.38109505176544, 0.0, 4.0, 14.0, 
InChI%3D1S%2FC7H10N2%2Fc1-5-2-3-6%288%294-7%285%299%2Fh2-4H%2C8-9H2%2C1H3, 6.0, 19.0, 0.0, 0.0, 9.0, 6.0, 0.0, -0.857800006866455, 2.00999999046326, 0.84799998998642, 13.9462995529175, 0.735820829868317, 0.0, 2.0, 8.0, 
InChI%3D1S%2FC6H8N2.2ClH%2Fc7-5-3-1-2-4-6%285%298%3B%3B%2Fh1-4H%2C7-8H2%3B2%2A1H, 6.0, 20.0, 0.0, 0.0, 8.0, 6.0, 0.0, -1.49979996681213, 1.67999994754791, 1.75999999046326, 8.44419956207275, 2.24940013885498, 0.0, 2.0, 8.0, 
InChI%3D1S%2FC12H14N4.4ClH%2Fc13-9-3-1-7%285-11%289%2915%298-2-4-10%2814%2912%2816%296-8%3B%3B%3B%3B%2Fh1-6H%2C13-16H2%3B4%2A1H, 12.0, 38.0, 0.0, 1.0, 17.0, 12.0, 0.0, -2.99959993362427, 1.89999997615814, 2.68799996376038, 16.8883991241455, 8.99760055541992, 0.0, 4.0, 16.0, 
InChI%3D1S%2FC12HBr9%2Fc13-2-1-3%2814%296%2815%297%2816%294%282%295-8%2817%2910%2819%2912%2821%2911%2820%299%285%2918%2Fh1H, 12.0, 22.0, 0.0, 1.0, 22.0, 12.0, 1.0, 7.99919986724854, 1.78999996185303, 8.66600036621094, 77.3918991088867, 63.9872016906738, 0.0, 0.0, 12.0, 
InChI%3D1S%2FC7H8N2O%2Fc8-9-7%2810%296-4-2-1-3-5-6%2Fh1-5H%2C8H2%2C%28H%2C9%2C10%29, 6.0, 18.0, 4.0, 1.0, 10.0, 6.0, 0.0, -0.677100002765656, 1.89999997615814, 2.34899997711182, 13.7604999542236, 0.458464413881302, 0.0, 2.0, 10.0, 
InChI%3D1S%2FC9H6O2%2Fc10-9-6-5-7-3-1-2-4-8%287%2911-9%2Fh1-6H, 6.0, 19.0, 0.0, 0.0, 12.0, 6.0, 0.0, 0.00609999988228083, 2.23000001907349, 2.45099997520447, 15.7062997817993, 3.72100003005471e-05, 0.0, 0.0, 9.0, 
InChI%3D1S%2FC6H7ClN2%2Fc7-4-1-2-5%288%296%289%293-4%2Fh1-3H%2C8-9H2, 6.0, 16.0, 0.0, 0.0, 9.0, 6.0, 0.0, -0.755500018596649, 1.78999996185303, 0.832000017166138, 14.0598001480103, 0.570780277252197, 0.0, 2.0, 8.0, 
InChI%3D1S%2FH4N2.H2O4S%2Fc1-2%3B1-5%282%2C3%294%2Fh1-2H2%3B%28H2%2C1%2C2%2C3%2C4%29, 0.0, 13.0, 5.0, 0.0, 5.0, 0.0, 0.0, -1.84879994392395, 0.689999997615814, -3.92799997329712, 23.7653999328613, 3.41806149482727, 0.0, 4.0, 5.0, 
InChI%3D1S%2FC18H16N2O7S2.2Na%2Fc1-10-3-6-15%2811%282%297-10%2919-20-17-14-5-4-13%2828%2822%2C23%2924%298-12%2814%299-16%2818%2817%2921%2929%2825%2C26%2927%3B%3B%2Fh3-9%2C21H%2C1-2H3%2C%28H%2C22%2C23%2C24%29%28H%2C25%2C26%2C27%29%3B%3B%2Fq%3B2%2A%2B1%2Fp-2%2Fb20-19%2B%3B%3B, 16.0, 45.0, 3.0, 4.0, 31.0, 17.0, 0.0, , 2.00999999046326, 4.11800003051758, , , 0.0, 1.0, 27.0, 
InChI%3D1S%2FC6H12N2O%2Fc9-7-8-5-3-1-2-4-6-8%2Fh1-6H2, 0.0, 21.0, 2.0, 1.0, 9.0, 0.0, 0.0, -1.24259996414185, 1.78999996185303, 1.17599999904633, 29.7278995513916, 1.54405474662781, 0.0, 0.0, 3.0, 
InChI%3D1S%2FC6H14%2Fc1-3-5-6-4-2%2Fh3-6H2%2C1-2H3, 0.0, 20.0, 6.0, 3.0, 5.0, 0.0, 0.0, -1.04939997196198, 2.11999988555908, 3.75399994850159, 23.4437999725342, 1.10124039649963, 6.0, 0.0, 0.0, 
InChI%3D1S%2FC6H8N2.ClH%2Fc7-8-6-4-2-1-3-5-6%3B%2Fh1-5%2C8H%2C7H2%3B1H, 6.0, 18.0, 2.0, 1.0, 8.0, 6.0, 0.0, -1.01590001583099, 1.78999996185303, 2.26500010490417, 8.58409976959229, 1.03205275535583, 0.0, 2.0, 8.0, 
InChI%3D1S%2FC4H6O2%2Fc1-3-6-4%282%295%2Fh3H%2C1H2%2C2H3, 0.0, 12.0, 6.0, 2.0, 5.0, 0.0, 0.0, 0.10530000180006, 1.67999994754791, 0.694000005722046, 21.1049995422363, 0.0110880900174379, 2.0, 0.0, 5.0, 
InChI%3D1S%2FC4H10N2O%2Fc1-2-3-6%285%294-7%2Fh4H%2C2-3%2C5H2%2C1H3, 0.0, 17.0, 7.0, 3.0, 6.0, 0.0, 0.0, -1.5242999792099, 1.57000005245209, -0.848999977111816, 27.6005001068115, 2.32349038124084, 3.0, 1.0, 4.0, 
InChI%3D1S%2FC13H12Cl2N2.2ClH%2Fc14-10-6-8%281-3-12%2810%2916%295-9-2-4-13%2817%2911%2815%297-9%3B%3B%2Fh1-4%2C6-7H%2C5%2C16-17H2%3B2%2A1H, 12.0, 33.0, 0.0, 2.0, 18.0, 12.0, 0.0, 0.444999992847443, 2.23000001907349, 4.4850001335144, 24.2763996124268, 0.1980250030756, 0.0, 2.0, 7.0, 
InChI%3D1S%2FC6H5N2O2.H3N%2Fc9-7-8%2810%296-4-2-1-3-5-6%3B%2Fh1-5H%3B1H3%2Fq-1%3B%2Fp%2B1, 6.0, 20.0, 4.0, 2.0, 10.0, 6.0, 0.0, -2.35179996490479, 1.57000005245209, 1.77799999713898, 8.65709972381592, 5.53096342086792, 0.0, 1.0, 10.0, 
