SMILES,nHBDon,RHSA,RPCS,PNSA-1,PPSA-1,FNSA-1,FPSA-1,DPSA-1,PNSA-2,PPSA-2,FNSA-2,FPSA-2,DPSA-2,PNSA-3,PPSA-3,TPSA,FNSA-3,FPSA-3,DPSA-3,WNSA-1,THSA,WNSA-2,WNSA-3,RNCG,apol,bpol,WPSA-1,nHBAcc,RPSA,RNCS,RPCG,WPSA-2,WPSA-3
InChI%3D1S%2FC5H7N3OS%2Fc1-4-2-10-5%287-4%298-6-3-9%2Fh2-3H%2C1H3%2C%28H%2C6%2C9%29%28H%2C7%2C8%29, 3.0, 0.807070434093475, 4.06240129470825, 128.695922851562, 256.160217285156, 0.334400057792664, 0.665599942207336, 127.464309692383, -151.55891418457, 301.667449951172, -0.393806666135788, 0.783844649791718, 453.226348876953, -26.1099758148193, 19.4913787841797, 74.2501220703125, -0.0678434744477272, 0.0506458841264248, 45.6013565063477, 49.5294151306152, 310.606018066406, -58.3283805847168, -10.0485849380493, 0.296838998794556, 23.1367225646973, 15.6252765655518, 98.5848388671875, 4.0, 0.192929536104202, 11.7843704223633, 0.185866251587868, 116.098571777344, 7.50137710571289
InChI%3D1S%2FC12H10O%2Fc13-12-9-5-4-8-11%2812%2910-6-2-1-3-7-10%2Fh1-9%2C13H, 1.0, 0.860708355903625, 8.82255458831787, 155.88444519043, 262.743377685547, 0.372370004653931, 0.627629995346069, 106.858924865723, -135.963775634766, 229.167068481445, -0.324784398078918, 0.547424376010895, 365.130859375, -15.7092046737671, 21.9755516052246, 58.3113555908203, -0.0375254675745964, 0.0524942465126514, 37.684757232666, 65.257568359375, 360.316467285156, -56.9182205200195, -6.57630968093872, 0.412481009960175, 28.5899295806885, 10.9320697784424, 109.991683959961, 0.0, 0.139291644096375, 9.47982120513916, 0.249726191163063, 95.9357147216797, 9.19957733154297
InChI%3D1S%2FC7H5NO3S.Na%2Fc9-7-5-3-1-2-4-6%285%2912%2810%2C11%298-7%3B%2Fh1-4H%2C%28H%2C8%2C9%29%3B%2Fq%3B%2B1%2Fp-1, 0.0, , , , , , , , , , , , , , , , , , , , , , , , 44.9931716918945, 13.1268281936646, , 4.0, , , , , 
InChI%3D1S%2FC9H12N2O%2Fc1-11%2810-12%298-7-9-5-3-2-4-6-9%2Fh2-6H%2C7-8H2%2C1H3, 0.0, 1.0, 1.69020962715149, 114.643096923828, 266.33642578125, 0.30091667175293, 0.69908332824707, 151.693344116211, -75.4392242431641, 175.258819580078, -0.198013842105865, 0.460021615028381, 250.698043823242, -10.6111879348755, 12.8539485931396, 0.0, -0.0278523825109005, 0.0337392091751099, 23.4651355743408, 43.6766738891602, 380.979522705078, -28.7408008575439, -4.04264545440674, 0.251741081476212, 26.8435153961182, 14.7364835739136, 101.468734741211, 1.0, 0.0, 1.72755217552185, 0.0946763977408409, 66.7700271606445, 4.89709138870239
InChI%3D1S%2FC12H24N2O%2Fc15-13-14-11-9-7-5-3-1-2-4-6-8-10-12-14%2Fh1-12H2, 0.0, 1.0, 0.173209428787231, 87.0670471191406, 422.851593017578, 0.170746937394142, 0.829253077507019, 335.784545898438, -68.9933929443359, 335.07470703125, -0.135302737355232, 0.657114028930664, 404.068084716797, -9.91717910766602, 12.6509771347046, 0.0, -0.0194485522806644, 0.0248097945004702, 22.5681571960449, 44.3971099853516, 509.918640136719, -35.1810150146484, -5.0569543838501, 0.205598652362823, 40.1250305175781, 27.8549671173096, 215.619918823242, 1.0, 0.0, 3.14879775047302, 0.0567370988428593, 170.86083984375, 6.45096921920776
InChI%3D1S%2FC12H11N.ClH%2Fc13-12-8-6-11%287-9-12%2910-4-2-1-3-5-10%3B%2Fh1-9H%2C13H2%3B1H, 1.0, , , , , , , , , , , , , , , , , , , , , , , , 32.4015159606934, 12.8784837722778, , 1.0, , , , , 
InChI%3D1S%2FC14H16N2O2.2ClH%2Fc1-17-13-7-9%283-5-11%2813%2915%2910-4-6-12%2816%2914%288-10%2918-2%3B%3B%2Fh3-8H%2C15-16H2%2C1-2H3%3B2%2A1H, 2.0, , , , , , , , , , , , , , , , , , , , , , , , 44.8062744140625, 23.0297260284424, , 2.0, , , , , 
InChI%3D1S%2FC19H29N5O2%2Fc1-23-19%2821-18%2815-25%2922-23%2920-9-6-12-26-17-8-5-7-16%2813-17%2914-24-10-3-2-4-11-24%2Fh5%2C7-8%2C13%2C25H%2C2-4%2C6%2C9-12%2C14-15H2%2C1H3%2C%28H%2C20%2C21%2C22%29, 3.0, 0.860336661338806, 0.589451968669891, 160.784103393555, 550.925170898438, 0.225912615656853, 0.774087369441986, 390.141052246094, -371.043182373047, 1271.37585449219, -0.52134096622467, 1.78636968135834, 1642.41906738281, -31.0573787689209, 29.6574535369873, 99.3996734619141, -0.0436377339065075, 0.0416707433760166, 60.7148323059082, 114.431533813477, 612.3095703125, -264.074859619141, -22.1038246154785, 0.17017275094986, 61.2145843505859, 41.0854187011719, 392.098541259766, 6.0, 0.139663308858871, 3.68320822715759, 0.0909401103854179, 904.849975585938, 21.1074848175049
InChI%3D1S%2FC9H13N%2Fc1-6-4-8%283%299%2810%295-7%286%292%2Fh4-5H%2C10H2%2C1-3H3, 1.0, 0.951884388923645, 4.09304094314575, 78.4027938842773, 287.643859863281, 0.214187979698181, 0.785812020301819, 209.241073608398, -50.2770957946777, 184.456405639648, -0.137351602315903, 0.503915011882782, 234.733505249023, -7.93555593490601, 13.8488893508911, 17.6125545501709, -0.0216790828853846, 0.0378336720168591, 21.78444480896, 28.6990814208984, 348.434112548828, -18.4037628173828, -2.90478372573853, 0.471282511949539, 25.6083087921143, 13.5516910552979, 105.291076660156, 1.0, 0.0481155961751938, 8.30048847198486, 0.19353649020195, 67.5196533203125, 5.06933975219727
InChI%3D1S%2FC7H14N4O4%2Fc1-11%2810-15%297%2814%299-4-2-3-5%288%296%2812%2913%2Fh5H%2C2-4%2C8H2%2C1H3%2C%28H%2C9%2C14%29%28H%2C12%2C13%29%2Ft5-%2Fm0%2Fs1, 3.0, 0.637525677680969, 2.44371700286865, 143.227966308594, 294.829223632812, 0.326961815357208, 0.673038184642792, 151.60124206543, -255.249771118164, 525.421752929688, -0.582685947418213, 1.19943642616272, 780.671508789062, -36.1068229675293, 26.7413902282715, 158.784484863281, -0.0824249088764191, 0.0610454343259335, 62.8482131958008, 62.7420387268066, 279.272674560547, -111.813995361328, -15.8168525695801, 0.18759723007679, 29.2631015777588, 18.5408973693848, 129.152053833008, 6.0, 0.362474352121353, 4.22596168518066, 0.154790803790092, 230.164764404297, 11.7142581939697
InChI%3D1S%2FC7H7FN2O%2Fc1-10%289-11%297-4-2-6%288%293-5-7%2Fh2-5H%2C1H3, 0.0, 0.859015583992004, 1.55224478244781, 146.513793945312, 188.467742919922, 0.437378704547882, 0.562621295452118, 41.9539489746094, -87.738899230957, 112.862770080566, -0.261921614408493, 0.336922377347946, 200.601669311523, -17.8370933532715, 9.95237922668457, 47.2271690368652, -0.0532479882240295, 0.0297102313488722, 27.7894725799561, 49.0794143676758, 287.754364013672, -29.3909130096436, -5.97509670257568, 0.344434589147568, 20.5465507507324, 10.4734487533569, 63.1332130432129, 1.0, 0.140984401106834, 16.2666702270508, 0.205658629536629, 37.8069458007812, 3.33386325836182
InChI%3D1S%2FC5H10N2O3%2Fc1-3-7%286-9%295%288%2910-4-2%2Fh3-4H2%2C1-2H3, 0.0, 0.889184176921844, 2.77008390426636, 95.7140045166016, 260.291107177734, 0.268855720758438, 0.731144309043884, 164.577087402344, -80.3797073364258, 218.589981079102, -0.225782468914986, 0.614008009433746, 298.969696044922, -15.1022138595581, 11.0460147857666, 39.4510078430176, -0.0424213409423828, 0.0310276877135038, 26.148229598999, 34.0746726989746, 316.554077148438, -28.6155853271484, -5.37646532058716, 0.359111726284027, 20.0739307403564, 15.4240703582764, 92.6649551391602, 3.0, 0.110815852880478, 2.1374626159668, 0.431778222322464, 77.8191452026367, 3.93243765830994
InChI%3D1S%2FC2H5N3O2%2Fc1-5%284-7%292%283%296%2Fh1H3%2C%28H2%2C3%2C6%29, 2.0, 0.630771934986115, 1.64054918289185, 127.223243713379, 145.564651489258, 0.466381579637527, 0.533618450164795, 18.3414039611816, -105.176849365234, 120.339889526367, -0.385562747716904, 0.441148191690445, 225.516738891602, -29.3089580535889, 11.7269744873047, 100.720947265625, -0.107442297041416, 0.0429893508553505, 41.0359344482422, 34.7049598693848, 172.066940307617, -28.6909713745117, -7.99512910842896, 0.404590845108032, 11.7579650878906, 7.08403491973877, 39.7082748413086, 3.0, 0.369228065013885, 12.7436504364014, 0.281978189945221, 32.8272666931152, 3.19897675514221
InChI%3D1S%2FC15H15N3O2%2Fc1-10-3-8-15%2820%2914%289-10%2918-17-13-6-4-12%285-7-13%2916-11%282%2919%2Fh3-9%2C20H%2C1-2H3%2C%28H%2C16%2C19%29%2Fb18-17%2B, 2.0, 0.79083514213562, 5.08276224136353, 189.900848388672, 398.097900390625, 0.322961300611496, 0.677038669586182, 208.197067260742, -297.912078857422, 624.526916503906, -0.506654322147369, 1.06212282180786, 922.43896484375, -28.6495265960693, 29.6927146911621, 122.988677978516, -0.048723790794611, 0.0504979230463505, 58.3422431945801, 111.661460876465, 465.010070800781, -175.171936035156, -16.8458862304688, 0.228292301297188, 41.3058967590332, 19.0381050109863, 234.081069946289, 4.0, 0.209164872765541, 5.83835220336914, 0.139671742916107, 367.221038818359, 17.4592800140381
InChI%3D1S%2FC4H10O3%2Fc5-1-3-7-4-2-6%2Fh5-6H%2C1-4H2, 2.0, 0.577250897884369, 5.73285055160522, 95.5750732421875, 310.516693115234, 0.235353380441666, 0.764646589756012, 214.941619873047, -111.128715515137, 361.049377441406, -0.273654192686081, 0.88908326625824, 472.178100585938, -37.4899253845215, 30.1156768798828, 171.674911499023, -0.0923188552260399, 0.0741597786545753, 67.6056060791016, 38.8122482299805, 234.416839599609, -45.1284561157227, -15.2243499755859, 0.338318467140198, 16.1139297485352, 12.8480701446533, 126.098266601562, 3.0, 0.422749072313309, 12.5639429092407, 0.180464118719101, 146.619186401367, 12.2297277450562
InChI%3D1S%2FC11H11N5.ClH%2Fc12-10-7-6-9%2811%2813%2914-10%2916-15-8-4-2-1-3-5-8%3B%2Fh1-7H%2C%28H4%2C12%2C13%2C14%29%3B1H%2Fb16-15%2B%3B, 3.0, , , , , , , , , , , , , , , , , , , , , , , , 37.7086868286133, 19.2313117980957, , 5.0, , , , , 
InChI%3D1S%2FC4H6N2S%2Fc1-6-3-2-5-4%286%297%2Fh2-3H%2C1H3%2C%28H%2C5%2C7%29, 1.0, 0.928041040897369, 2.55900120735168, 94.2676773071289, 219.661437988281, 0.300283312797546, 0.699716687202454, 125.393760681152, -68.6474685668945, 159.961517333984, -0.218671873211861, 0.509546637535095, 228.608978271484, -15.9122877120972, 12.4130983352661, 22.590015411377, -0.0506875216960907, 0.0395410880446434, 28.3253860473633, 29.5933685302734, 291.339111328125, -21.5504379272461, -4.99533033370972, 0.40080863237381, 18.8079299926758, 15.8520698547363, 68.958122253418, 2.0, 0.0719589665532112, 6.43360996246338, 0.170866325497627, 50.2165756225586, 3.89683294296265
