SMILES,VP-2,VC-4,MDEO-22,MDEC-44,VP-3,VC-5,C1SP1,VP-4,VC-6,C1SP2,khs.ssNH,ATSc1,C1SP3,VP-5,khs.dNH,ATSc2,VP-6,ATSc3,Zagreb,MDEN-22,SPC-4,khs.ddsN,VP-7,ATSc4,MDEN-23,SPC-5,khs.sBr,ATSc5,SPC-6,khs.sssN,khs.tN,ECCEN,VPC-4,khs.dsN,MDEC-22,VPC-5,geomShape,MDEC-23,VCH-3,Kier1,khs.dsCH,khs.aaN,VPC-6,MDEC-24,VCH-4,C4SP3,khs.sNH2,Kier2,khs.aaO,VCH-5,Kier3,khs.aaaC,VCH-6,khs.ssO,khs.sCl,TPSA,VCH-7,khs.sCH3,SCH-3,khs.aaS,khs.ssssC,SCH-4,SCH-5,khs.ssS,SCH-6,MDEN-33,SP-0,SP-1,khs.sOH,SC-3,C3SP2,SC-4,SP-2,ATSm1,SC-5,MDEO-11,MDEC-33,khs.dO,SP-3,khs.sF,ATSm2,MDEO-12,MDEC-34,SP-4,ATSm3,khs.aasC,SP-5,ATSm4,SP-6,ATSm5,SP-7,khs.sssCH,PetitjeanNumber,fragC,MDEN-11,ATSp5,MDEN-12,MDEN-13,khs.aaNH,MDEC-11,khs.ssCH2,MDEC-12,C2SP1,TopoPSA,topoShape,MDEC-13,C2SP2,VAdjMat,VP-0,MDEC-14,khs.ddssS,khs.dssC,khs.aaCH,khs.aasN,VP-1
InChI%3D1S%2FC12H11N3%2Fc1-7-6-9-8-4-2-3-5-10%288%2914-12%289%2915-11%287%2913%2Fh2-6H%2C1H3%2C%28H3%2C13%2C14%2C15%29,4.09995937347412,NA,0,0,3.00345158576965,1.07690334320068,24,2.11084699630737,0,1202.46057128906,1,0,1106.35412597656,1.54318761825562,1,0.557301461696625,0.876180112361908,0,0.358304977416992,0,2.82085967063904,0,0.521911025047302,0.114944688975811,0,4.25422382354736,0,0,6.35921239852905,0,0,0,1.16063928604126,0,0.119307816028595,1.47568678855896,0.70710676908493,0.183944180607796,186,10.1730108261108,0,1,1.85676515102386,0,0,1,0,3.78559994697571,0,0,1.6457142829895,2,0.0785674229264259,0,0,0,0.361111104488373,1,0,0,0,2,6,0,3,0,10.4138488769531,7.25402021408081,0,0,1604.72766113281,0,6.79400014877319,16.079963684082,0.75,4.50879764556885,1.04397451877594,0,6.01870203018188,0,17.8309268951416,10.8201303482056,2.14426136016846,5.01561307907104,26.7170867919922,2,4.33038425445557,25.8280372619629,3.0003650188446,18.1909141540527,2.17685413360596,1,0.428571432828903,631.030029296875,7.24288654327393,330,0,0,1,0.667927622795105,1,0,1001.18670654297,0.5,0,0,1758.89013671875,4.90689039230347,8.54107189178467,0.0279508493840694,0,1,4,0,5.15239095687866
InChI%3D1S%2FC5H10N2O3%2Fc8-4-3-6-2-1-5%289%297-10%2Fh6%2C8H%2C1-4H2,1.70863246917725,78.7600021362305,0,0,0.906039774417877,0.288675129413605,8,0.445021569728851,0,293.374176025391,1,0,177.470901489258,0.216836333274841,0,0.0645497217774391,0.0975546464323997,0,0,0.543690204620361,0.492799282073975,0,0.0353217720985413,0,0,0.348461717367172,0,0,0.246399641036987,0,0,0,0.0719958618283272,1,0,0.0414556711912155,0,0,109,10,0,0,0.0254543796181679,0,0,1,0,7.11111116409302,0,0,7,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,7.81999111175537,4.80806064605713,1,0,235.188873291016,0,3.3627552986145,13.0433835983276,1,2.94168281555176,0,2,2.24740028381348,0,10.7162055969238,1.59054148197174,0,1.12370014190674,11.0482978820801,0,0.669575989246368,10.3244895935059,0.378354996442795,7.57763814926147,0.246399641036987,0,0.5,271.049987792969,0,153,0,0,0,0,4,0,301.804840087891,0.25,0,0,282.123168945312,4.32192802429199,5.53935098648071,0,0,1,0,0,2.98719310760498
InChI%3D1S%2FC6H10N2O%2Fc1-3-5-8%287-9%296-4-2%2Fh3-4H%2C1-2%2C5-6H2,1.53059780597687,32.6699981689453,0,0,0.795167148113251,0.20412415266037,8,0.439246505498886,0,334.064422607422,0,0,216.948318481445,0.152549713850021,0,0.100000001490116,0.0372678004205227,0,0,0,0.492799282073975,0,0,0,0,0.679412364959717,NA,0,0.492799282073975,1,0,2,0.156294882297516,1,0,0.162123441696167,0,0,70,9,2,0,0.0804737880825996,0.16666667163372,0,2,0,6.125,0,0,4.5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7.11288404464722,4.34606504440308,0,1,293.166076660156,0,2.85162401199341,10.4944448471069,1,2.94168281555176,3.18108296394348,1,1.9711971282959,0,9.24582481384277,0,0,1.3690824508667,9.21820735931396,0,0.696923434734344,9.32892513275146,0.144337564706802,7.99655437469482,0,0,0.5,252.029998779297,0,102,0,0,0,0,2,0,344.421539306641,0,0,0,333.302703857422,4.16992521286011,5.28580331802368,0,0,0,0,0,2.64802289009094
InChI%3D1S%2FC4H5Cl%2Fc1-3-4%282%295%2Fh3H%2C1-2H2,1.13646697998047,0,0,0,0.375792592763901,0.40824830532074,2,0,0,185.763259887695,0,0,0,0,0,0.231455028057098,0,0,0,0,0.40824830532074,0,0,0,0,0,0,0,0,0,0,2,0.163663417100906,0,0,0,0,0,19,5,1,0,0,0.333333343267441,0,2,0,2.25,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.28445720672607,2.27005553245544,0,0,63.688159942627,0,1.80209517478943,12.7127532958984,0.5,0,1.41421353816986,0,0.816496610641479,0,5.95173740386963,1,1.41421353816986,0,7.90347480773926,0,0,3.95173740386963,0,0,0,0,0.333333343267441,61.0099983215332,0,18,0,0,0,0,0,0,209.404479980469,0,0,0,159.014999389648,3.32192802429199,3.62545728683472,0,0,1,0,0,1.61742353439331
InChI%3D1S%2FC5H11N3O3%2Fc1-2-8%287-11%295%2810%296-3-4-9%2Fh9H%2C2-4H2%2C1H3%2C%28H%2C6%2C10%29,1.70274019241333,85.4899978637695,0,0,0.982183933258057,0.402368932962418,12,0.467294007539749,0,381.028472900391,0,0,290.23193359375,0.165347322821617,0,0.115432038903236,0.070295438170433,0,0.117851130664349,0.577757060527802,1.11785113811493,0,0.0198938716202974,0.0141421351581812,0,1.50592231750488,0,0,1.0648478269577,1,0,0,0.246069297194481,2,0,0.238944873213768,0,0,107,11,0,0,0.141161993145943,0,0,0,0,6.69421482086182,0,0,4.44444465637207,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,8.69023418426514,5.25674867630005,2,1.41421353816986,396.278686523438,0,3.69608855247498,14.4033708572388,0.75,1.10520946979523,0.965489387512207,1,2.86651206016541,0,12.2423791885376,1.31037068367004,0.333333343267441,1.85521471500397,14.017219543457,0,0.724344193935394,15.2938442230225,0.333333343267441,13.1548585891724,0.16666667163372,0,0.428571432828903,331.059997558594,0,176,0,0,0,0,3,0,375.6611328125,0.333333343267441,0,0,415.246032714844,4.45943164825439,6.2656364440918,0,0,1,0,0,3.20918464660645
InChI%3D1S%2FC12H11NO2%2Fc1-13-12%2814%2915-11-8-4-6-9-5-2-3-7-10%289%2911%2Fh2-8H%2C1H3%2C%28H%2C13%2C14%29,3.08552765846252,41.8199996948242,0,0,2.14216327667236,0.75809121131897,21,1.42868208885193,0,968.264526367188,0,0,913.325561523438,0.969816863536835,0,0.255252510309219,0.464180260896683,0,0.136082768440247,0,1.81439781188965,0,0.250395506620407,0.0410666055977345,0.5,2.83498930931091,NA,0,3.97108125686646,0,0,0,0.570337891578674,1,0.0518340393900871,0.765579283237457,0,0.0675251036882401,194,11.484375,0,0,0.857429087162018,0,0,0,0,5.36507940292358,0,0,2.76543211936951,2,0,1,NA,0,0.151374712586403,1,0,NA,0,0,8,NA,2,0,10.6733617782593,7.30886173248291,1,0,1243.97448730469,0,6.14849710464478,16.9089260101318,1,8.73702907562256,1.07576775550842,0,5.12524175643921,0,17.3286457061768,11.1401453018188,1.01626551151276,4.04780149459839,23.5455856323242,1,3.36411070823669,23.1587371826172,2.09264492988586,18.9928302764893,1.38631558418274,0,0.5,519.030029296875,3.14734530448914,362,0,0,0,0.251375645399094,0,0,846.215026855469,0,0,0,1294.69812011719,4.90689039230347,8.3441276550293,0,NA,1,7,0,4.62404251098633
InChI%3D1S%2FC6H6Cl6%2Fc7-1-2%288%294%2810%296%2812%295%2811%293%281%299%2Fh1-6H,5.69027423858643,0,0,0,5.8567099571228,1.15470051765442,21,3.38137316703796,0,1349.00231933594,0,0,871.111022949219,1.95223665237427,0,1.30930733680725,0.998824298381805,0,0.666666686534882,0,3.64273452758789,0,0.28571429848671,0.857142865657806,0,4.97606754302979,0,0,7.01965713500977,0,0,0,4.48108768463135,0,0.0370370373129845,6.42127370834351,0,0.251976311206818,102,10.0833330154419,0,0,9.34938430786133,0,0,0,0,3.3950617313385,0,0,1.5625,0,0,0,6,0,0.0370370373129845,0,0,0,0,0,6,0,0,0,9.46410179138184,5.46410179138184,0,0,1810.26770019531,0,5.154700756073,58.2765197753906,0.25,0,0,0,4.97606754302979,0,23.7104244232178,0,0,2.87293410301208,41.4208488464355,0,1.65868926048279,90.6973724365234,0.829344630241394,69.986946105957,0.222222223877907,6,0.200000002980232,192.059997558594,9.12546539306641,174,0,0,0,0.222222223877907,0,0,1161.49096679688,0,0,0,1878.3134765625,4.58496236801147,10.2674617767334,0,0,0,0,0,5.92792224884033
InChI%3D1S%2FC6H7N%2Fc7-6-4-2-1-3-5-6%2Fh1-5H%2C7H2,1.41068363189697,26.0200004577637,0,0,0.799572467803955,0.288675129413605,5,0.453038930892944,0,311.011962890625,NA,0,34.5240516662598,0.256600111722946,0,0.0962250456213951,0.0370370373129845,0,0,0,0.40824830532074,NA,0,0,0,0.433012694120407,NA,0,0.40824830532074,NA,NA,0,0.111111111938953,NA,0.0320750139653683,0.0962250456213951,0,0.0185185186564922,45,5.14285707473755,0,NA,0.0740740746259689,0,0,0,1,2.34375,NA,0,1.5,0,0,NA,NA,0,0.102062076330185,0,0,NA,0,0,6,NA,0,0,5.11288404464722,3.3938467502594,NA,0,205.845489501953,0,2.74318218231201,7.35998821258545,0.333333343267441,6.08364343643188,0,NA,1.89384686946869,NA,7.16618537902832,3.04182171821594,0,1.30671286582947,8.33237075805664,1,0.901047587394714,5.33237028121948,0.20412415266037,1.16618525981903,0,0,0.25,154.009994506836,0,42,0,0,NA,0.102062076330185,0,0,300.981719970703,0,0,0,344.347229003906,3.80735492706299,3.96410155296326,0,NA,0,5,NA,2.19935870170593
InChI%3D1S%2FC18H16N2O7S2%2Fc1-10-3-6-15%2811%282%297-10%2919-20-17-14-9-13%2828%2822%2C23%2924%295-4-12%2814%298-16%2818%2817%2921%2929%2825%2C26%2927%2Fh3-9%2C19H%2C1-2H3%2C%28H%2C22%2C23%2C24%29%28H%2C25%2C26%2C27%29,8.00751972198486,166.960006713867,0,0,5.21145153045654,4.316565990448,50,3.4562087059021,0.577350258827209,2863.34814453125,1,0.262188702821732,3953.25854492188,2.37260508537292,0,1.50568604469299,1.50258469581604,0.0646305605769157,1.17462301254272,4.17361879348755,6.76257133483887,0,0.851229310035706,0.262235879898071,0,9.71960639953613,0,0.0201003775000572,13.3368320465088,0,0,4,2.41072583198547,1,0.0661547183990479,2.79015517234802,0,0.158829405903816,585,23.6586894989014,1,0,3.30403399467468,0.25,0,0,0,8.859375,0,0,5.43751811981201,0,0,0,0,0,0.181443691253662,2,0,0,0,2,8,0,4,0,21.5601139068604,13.3750476837158,2,0,4421.0595703125,0,14.2640657424927,47.3967666625977,1,4.83511972427368,2.67619299888611,5,10.2818078994751,0,50.7024192810059,18.0072765350342,3.74841165542603,8.28354358673096,62.9798011779785,6,6.58676433563232,66.1001434326172,5.09797668457031,63.9806175231934,3.55273675918579,0,0.5,1397.10998535156,10.6923065185547,2164,0,0,0,0.469878643751144,0,0,2413.10473632812,1,0,0,4242.75634765625,5.85798120498657,16.1585540771484,0,2,3,6,0,9.76341724395752
InChI%3D1S%2FC12H14N4%2Fc13-9-3-1-7%285-11%289%2915%298-2-4-10%2814%2912%2816%296-8%2Fh1-6H%2C13-16H2,3.6873927116394,104.080001831055,0,0,2.50690865516663,1.27614235877991,24,1.50863575935364,0,1207.34753417969,0,0,1076.45288085938,1.04163086414337,0,0.5,0.531730711460114,0,0.416666656732559,0,3.11453151702881,0,0.264090657234192,0.0833333358168602,0,3.48781371116638,0,0,4.9586329460144,0,0,0,0.936467051506042,0,0.0481125228106976,0.945904433727264,0,0.0796118155121803,230,12.4567470550537,0,0,1.09223628044128,0,0,0,4,5.10416650772095,0,0,2.83111119270325,0,0,0,0,0,0.136082768440247,0,0,0,0,0,10,0,2,0,11.7067422866821,7.57538747787476,0,0,1566.87707519531,0,7.05539989471436,17.4399528503418,0.800000011920929,5.46963167190552,0,0,5.94414329528809,0,17.6647415161133,15.0080585479736,0,4.03467750549316,25.3294811248779,6,3.39886808395386,26.0494575500488,2.18593811988831,16.9971122741699,1.32471287250519,0,0.444444447755814,721.039978027344,5.26933193206787,440,0,0,0,0.350732952356339,0,0,1051.61157226562,0,1.04277527332306,0,1646.71838378906,5,8.77350234985352,0,0,0,6,0,4.88076829910278
InChI%3D1S%2FC7H15N3O%2Fc1-6-4-10%288-11%295-7%282%299%286%293%2Fh6-7H%2C4-5H2%2C1-3H3,3.31675934791565,35.9099998474121,0,0,2.45592308044434,0.867978751659393,15,1.44320571422577,0,638.022399902344,0,0,361.030700683594,0.770496428012848,0,0.614219546318054,0.393541038036346,0,0.272165536880493,0,2.11262774467468,0,0.0960515365004539,0.210818514227867,0,2.67232036590576,NA,0,3.43565249443054,2,0,0,1.40452194213867,1,0.0333333350718021,1.58225953578949,0,0.114907123148441,99,9.09090900421143,0,0,1.71770644187927,0.908560276031494,0,0,0,3.59999990463257,0,0,1.9753086566925,0,0,0,0,0,0.0555555559694767,3,0,0,0,4,2,0,0,0,8.43072128295898,5.14706563949585,0,1,739.411865234375,0.333333343267441,4.55936288833618,12.8544330596924,0.5,0.5,2.0800838470459,1,3.78272390365601,0,12.7443799972534,2.30940103530884,3.30192732810974,2.47126626968384,16.8829479217529,0,1.70471298694611,16.6889133453369,0.922798097133636,10.5227279663086,0.300789654254913,2,0.333333343267441,566.039978027344,0.5,148,0,0,0,0.205950379371643,2,0,572.942687988281,0,0,0,841.944946289062,4.45943164825439,7.31880331039429,0,0,0,0,0,3.94983816146851
