SMILES,VP-2,VC-4,MDEO-22,MDEC-44,VP-3,VC-5,C1SP1,VP-4,VC-6,C1SP2,khs.ssNH,ATSc1,C1SP3,VP-5,khs.dNH,ATSc2,VP-6,ATSc3,Zagreb,MDEN-22,SPC-4,khs.ddsN,VP-7,ATSc4,MDEN-23,SPC-5,khs.sBr,ATSc5,SPC-6,khs.sssN,khs.tN,ECCEN,VPC-4,khs.dsN,MDEC-22,VPC-5,geomShape,MDEC-23,VCH-3,Kier1,khs.dsCH,khs.aaN,VPC-6,MDEC-24,VCH-4,C4SP3,khs.sNH2,Kier2,khs.aaO,VCH-5,Kier3,khs.aaaC,VCH-6,khs.ssO,khs.sCl,TPSA,VCH-7,khs.sCH3,SCH-3,khs.aaS,khs.ssssC,SCH-4,SCH-5,khs.ssS,SCH-6,MDEN-33,SP-0,SP-1,khs.sOH,SC-3,C3SP2,SC-4,SP-2,ATSm1,SC-5,MDEO-11,MDEC-33,khs.dO,SP-3,khs.sF,ATSm2,MDEO-12,MDEC-34,SP-4,ATSm3,khs.aasC,SP-5,ATSm4,SP-6,ATSm5,SP-7,khs.sssCH,PetitjeanNumber,fragC,MDEN-11,ATSp5,MDEN-12,MDEN-13,khs.aaNH,MDEC-11,khs.ssCH2,MDEC-12,C2SP1,TopoPSA,topoShape,MDEC-13,C2SP2,VAdjMat,VP-0,MDEC-14,khs.ddssS,khs.dssC,khs.aaCH,khs.aasN,VP-1
InChI%3D1S%2FC7H5NO4%2Fc9-7%2810%295-1-3-6%284-2-5%298%2811%2912%2Fh1-4H%2C%28H%2C9%2C10%29,2.10913634300232,83.120002746582,0,0,1.32507383823395,1,15,0.725723266601562,0,519.428588867188,0,0,319.958770751953,0.427226692438126,0,0.240780279040337,0.191228032112122,0,0.333333343267441,1.30139529705048,2.0808801651001,1,0.0700797289609909,0.0276371147483587,0,2.0483078956604,0,0,1.94267082214355,0,0,0,0.410175681114197,0,0.0277777779847383,0.351632565259933,0,0.0263114888221025,126,10.0833330154419,0,0,0.284123659133911,0,0,1,0,4.296875,0,0,2.77777767181396,0,0,0,0,0,0.0833333358168602,0,0,0,0,0,5,0,1,0,9.13782787322998,5.60906076431274,1,0,567.530517578125,0,5.16289377212524,15.4578638076782,0.75,3.30192732810974,0,3,3.70211458206177,0,13.9373016357422,7.06555128097534,0,2.47831320762634,19.2096767425537,2,1.65307700634003,17.989107131958,1.18122553825378,12.8229207992554,0.829344630241394,0,0.428571432828903,157.050003051758,1.31037068367004,206,0,0,0,0.0962250456213951,0,0,466.31787109375,0,0,0,659.110595703125,4.58496236801147,5.92857313156128,0,0,1,4,0,3.08785343170166
InChI%3D1S%2FC15H15N3O2%2Fc1-10-3-8-15%2820%2914%289-10%2918-17-13-6-4-12%285-7-13%2916-11%282%2919%2Fh3-9%2C17H%2C1-2H3%2C%28H%2C16%2C19%29,4.40067672729492,74.0500030517578,0,0,2.57810139656067,1.50754058361053,26,1.63689124584198,0,1322.13305664062,1,0,1222.34228515625,1.06548058986664,0,0.548010885715485,0.456870913505554,0,0.117851130664349,0.0909090936183929,2.44462609291077,0,0.234230920672417,0.0152145158499479,0,3.30553245544434,0,0,4.32414865493774,0,0,5,0.708948850631714,2,0.0518340393900871,0.785671353340149,0,0.0709469616413116,391,16.3718814849854,3,0,0.817220211029053,0.0833333358168602,0,1,0,7.85204076766968,0,0,5.37890625,0,0,0,0,0,0.151374712586403,2,1,0,0,2,6,0,0,0,14.5351696014404,9.54171371459961,1,0,1574.400390625,0,8.74923896789551,22.6289024353027,1,5.61419296264648,2.57361125946045,1,6.34143400192261,0,22.6889133453369,12.8350505828857,2.53430151939392,4.92477178573608,31.04541015625,2,4.02929449081421,29.2115936279297,2.28259062767029,23.8792247772217,1.55467653274536,0,0.5,916.049987792969,3.53414916992188,951,0,0,0,0.302046418190002,0,0,1182.14709472656,0.965489387512207,0,0,1709.84033203125,5.32192802429199,11.2913408279419,0,0,4,4,0,6.13155937194824
InChI%3D1S%2FC14H8O5%2Fc15-8-5-9%2816%2914%2819%2911-10%288%2912%2817%296-3-1-2-4-7%286%2913%2811%2918%2Fh1-5%2C15-16%2C19H,4.21725702285767,94.8300018310547,0,0,3.12944197654724,1.54314255714417,38,2.24394965171814,0,1529.08776855469,0,0,2031.42248535156,1.55480360984802,0,0.556400775909424,0.855168044567108,0,0.656827688217163,2.20988535881042,4.3491005897522,0,0.491572797298431,0.135983243584633,0,7.69994640350342,0,0,12.7544097900391,0,0,2,1.24713397026062,0,0.0614449754357338,1.77001464366913,0,0.116451077163219,250,13.9591836929321,0,0,2.27784895896912,0,0,0,0,5.080078125,0,0,2.08601188659668,0,0,0,0,0,0.16573129594326,0,0,0,0,0,8,0,4,0,13.7316865921021,9.01974487304688,3,0,2518.5166015625,0,8.53448677062988,22.8723449707031,1,3.81983685493469,0,2,7.78956651687622,0,22.6604595184326,14.0497217178345,0,6.83024263381958,35.3209190368652,7,5.66599321365356,44.0879402160645,3.65047097206116,43.3010635375977,2.53844237327576,0,0.5,499.049987792969,17.2629127502441,592,0,0,0,0.453905135393143,0,0,1242.82580566406,0,0,0,2303.86108398438,5.24792766571045,9.54488849639893,0,0,2,5,0,5.48376941680908
InChI%3D1S%2FC11H11N5%2Fc12-10-7-6-9%2811%2813%2914-10%2916-15-8-4-2-1-3-5-8%2Fh1-7H%2C%28H4%2C12%2C13%2C14%29,3.80571627616882,NA,0,0,2.52325201034546,0.89516818523407,20,1.60636961460114,0,1001.50677490234,1,0,779.963806152344,1.03550899028778,1,0.36455824971199,0.420228838920593,0,0.117851130664349,0,1.79343962669373,0,0.175596728920937,0.0304290316998959,0,2.44252419471741,0,0,2.95225691795349,0,0,0,0.627356469631195,2,0.0737416818737984,0.695948123931885,1.78549027442932,0.0778678804636002,261,12.4567470550537,0,0,0.71141517162323,0,0,1,1,6.07438039779663,0,0,3.76923084259033,0,0,0,0,0,0.170103460550308,0,0,0,0,1,9,0,0,0,11.3804693222046,7.75402021408081,0,0,1126.97546386719,0,6.73697376251221,17.7999401092529,1,6.93297576904297,0,0,5.2795991897583,0,18.3570995330811,7.89757919311523,0,4.08253812789917,24.3818283081055,1,3.06923675537109,22.7141990661621,1.78118598461151,16.2432613372803,0.973315417766571,2,0.5,784.049987792969,2.18224716186523,485,0,0,0,0.256364077329636,2,0,899.238098144531,1.31037068367004,0.25,0,1271.64916992188,5,8.92744255065918,0,0,1,5,0,5.30963277816772
InChI%3D1S%2FC9H14O%2Fc1-7-4-8%2810%296-9%282%2C3%295-7%2Fh4H%2C5-6H2%2C1-3H3,3.97477006912231,17.0699996948242,2.0800838470459,2.0800838470459,1.81756365299225,1.78445708751678,11,1.66589295864105,0.25,642.936950683594,0,0,376.789611816406,0.580510377883911,0,1.49456429481506,0.415213376283646,0.25,0,0,1.60760700702667,0,0,0,0,3.65504050254822,0,0,3.25038290023804,0,0,2,1.14101088047028,0,0.0360843911767006,2.11472511291504,0,0.122984565794468,70,8.10000038146973,1,0,1.65225005149841,0.944940805435181,0,0,0,2.55999994277954,0,0,2.28571438789368,0,0,0,0,0,0.0589255653321743,3,1,0,1,3,2,0,0,0,7.77602100372314,4.49480056762695,0,0,624.490844726562,0,5.01850748062134,10.7744693756104,0.333333343267441,1.5,3.57165241241455,1,2.60683298110962,0,10.3320922851562,4.1601676940918,2.40187382698059,2.82353281974792,15.6641836166382,0,1.02022004127502,11.6641836166382,0.888071179389954,10.3283681869507,0,0,0.25,486.010009765625,0.5,109,1,0,0,0.235702261328697,2,0,578.768005371094,0,0,0,873.716613769531,4.32192802429199,6.8998122215271,0,0,2,0,0,3.69568800926208
InChI%3D1S%2FC6H12N2O4%2Fc1-4%289%292-7-3-5%2810%296%2811%298-12%2Fh5-7%2C10-11H%2C2-3H2%2C1H3,2.4192852973938,98.9899978637695,0,0,1.17957162857056,0.879652798175812,12,0.571741819381714,0,417.469879150391,1,0,297.049468994141,0.271625280380249,0,0.31641349196434,0.15661033987999,0,0.16666667163372,1.25230741500854,1.49578189849854,0,0.060089573264122,0.0210818517953157,0,1.29337978363037,0,0,0.990630388259888,0,0,1,0.323325574398041,1,0,0.209671139717102,0,0,135,12,0,0,0.136489242315292,0,0,0,0,6.50887584686279,0,0,6.25,0,0,0,0,0,0,1,0,0,0,4,1,0,0,0,9.56047821044922,5.57458591461182,2,0,392.070343017578,0,4.68756675720215,15.8178520202637,1,0.5,0.70710676908493,2,3.05629539489746,0,13.0482978820801,2.94168281555176,0.965489387512207,1.53496146202087,16.0445728302002,0,0.740630388259888,16.3720760345459,0.571272253990173,11.6841993331909,0.280420333147049,2,0.5,397.059997558594,1.10520946979523,237,0,0,0,0,2,0,409.241455078125,0.25,0,0,459.213470458984,4.58496236801147,6.72705125808716,0,0,1,0,0,3.46353673934937
InChI%3D1S%2FC15H9NO4%2Fc1-8-6-7-11-12%2813%288%2916%2819%2920%2915%2818%2910-5-3-2-4-9%2810%2914%2811%2917%2Fh2-7H%2C1H3,4.61456966400146,79.9599990844727,0,0,3.45024061203003,1.58440625667572,39,2.50855207443237,0,1627.68225097656,0,0,2227.60888671875,1.74504494667053,0,0.618575513362885,0.994504392147064,0,0.627484321594238,1.31556057929993,4.21336126327515,1,0.587092876434326,0.151394695043564,0,7.70416402816772,0,0,12.2583503723145,0,0,2,1.39562058448792,0,0.0642361119389534,2.01969695091248,0,0.12639494240284,267,14.9173555374146,0,0,2.57593584060669,0,0,0,0,5.65289258956909,0,0,2.390625,0,0,0,0,0,0.175925925374031,1,0,0,0,1,7,0,5,0,14.438793182373,9.51974487304688,0,0,2680.447265625,0,8.94760608673096,23.4578647613525,1,5.15518665313721,1.22054314613342,4,7.82905960083008,0,23.9373016357422,15.9953508377075,2.41710042953491,7.05717468261719,36.0993919372559,6,5.87548542022705,43.649845123291,3.91169095039368,45.0296783447266,2.71424865722656,0,0.5,581.049987792969,13.8563365936279,691,0,0,0,0.422030478715897,0,0,1326.71350097656,0,0,0,2438.22290039062,5.32192802429199,10.5443086624146,0,0,2,6,0,5.98503732681274
InChI%3D1S%2FC4H9NO2%2Fc1-3-4%282%295%286%297%2Fh4H%2C3H2%2C1-2H3,1.54262375831604,45.8199996948242,0,0,0.950712203979492,0.569035589694977,6,0.149071201682091,0,181.968902587891,0,0,33.8701324462891,0,0,0.225607335567474,0,0,0.235702261328697,0.5,1.27614235877991,1,0,0.0304290316998959,0,0.70710676908493,0,0,0.235702261328697,0,0,0,0.40510755777359,0,0,0.179500222206116,0,0,36,7,0,0,0.0304290316998959,0.333333343267441,0,0,0,3.06122446060181,0,0,2.66666674613953,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,5.86180734634399,3.18073916435242,0,0,131.272186279297,0,2.62954902648926,8.90892601013184,1,0,1.41421353816986,2,1.78202176094055,0,7.27311706542969,1,1.41421353816986,0.471404522657394,8.77102375030518,0,0,7.49455308914185,0,2.66418385505676,0,1,0.5,183.029998779297,0,46,0,0,0,0,1,0,190.334350585938,0,0,0,185.762710571289,3.80735492706299,4.54816722869873,0,0,0,0,0,2.31605267524719
InChI%3D1S%2FC2H4O%2Fc1-2-3%2Fh2H%2C1H3,0.235702261328697,17.0699996948242,0,0,0,0,0,0,0,26.5063018798828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2.70710682868958,1.41421353816986,0,0,0,0,0.70710676908493,3.77446913719177,1,0,1,1,0,0,2.33209204673767,0,0,0,1.33209192752838,0,0,0,0,0,0,0,0.5,30.0100002288818,0,4,0,0,0,0,0,0,39.1578178405762,0,0,0,11.4356460571289,2.58496260643005,1.98559856414795,0,0,0,0,0,0.813052535057068
InChI%3D1S%2FC6H12ClN3O3%2Fc1-5%2811%294-10%289-13%296%2812%298-3-2-7%2Fh5%2C11H%2C2-4H2%2C1H3%2C%28H%2C8%2C12%29,2.76144790649414,85.4899978637695,0,0,1.27335560321808,0.810617208480835,14,0.710170149803162,0,543.305541992188,0,0,512.704895019531,0.379287779331207,0,0.298006236553192,0.136762395501137,0,0.117851130664349,0.646330416202545,1.2831118106842,0,0.0630376115441322,0.0141421351581812,0,1.73998725414276,NA,0,2.13864016532898,1,0,0,0.297833114862442,2,0,0.323069870471954,0,0,144,13,0,0,0.30470472574234,0,0,0,0,7.40816307067871,0,0,6.12244892120361,0,0,0,1,0,0,1,0,0,0,4,1,0,0,0,10.2675848007202,6.11259078979492,2,1.41421353816986,573.628784179688,0,4.91738939285278,24.1161251068115,1,1.10520946979523,0.685006737709045,1,3.11628842353821,0,16.1941165924072,2.24957680702209,1,2.16864395141602,19.3010482788086,0,1.47248339653015,19.9023017883301,0.434195280075073,19.8262481689453,0.227670907974243,1,0.5,420.070007324219,0.333333343267441,278,0,0,0,0,3,0,529.622985839844,0.333333343267441,0,0,607.516662597656,4.70043992996216,7.97688007354736,0,0,1,0,0,4.23143148422241
