SMILES,ATSp4,ATSm5,ATSp5,MDEN-33,SP-0,topoShape,VPC-4,SP-1,VPC-5,SP-2,MDEC-33,VPC-6,SP-3,MDEC-34,khs.sF,khs.aasC,SP-4,khs.dO,TopoPSA,WPOL,SP-5,SP-6,SP-7,MDEN-11,MDEN-12,MDEO-22,khs.dssC,MDEN-13,khs.aaNH,ATSc1,ATSc2,MDEC-11,VAdjMat,ATSc3,MDEC-12,C3SP2,SPC-4,ATSc4,MDEC-13,C3SP3,khs.ssCH2,khs.sBr,SPC-5,ATSc5,MDEC-14,SPC-6,SC-3,SCH-5,ECCEN,WPATH,khs.aaCH,khs.ddsN,SC-4,MDEC-44,SCH-6,Kier1,SC-5,SCH-7,VCH-5,khs.ssssC,khs.ssNH,Kier2,SC-6,VCH-6,fragC,khs.sCl,Kier3,VCH-7,khs.ssO,khs.dsCH,VP-0,VC-3,MDEN-22,VP-1,Zagreb,VC-4,MDEN-23,khs.dsN,PetitjeanNumber,VP-2,VC-5,VP-3,khs.sssN,VC-6,khs.aaN,khs.tN,VP-4,khs.ssS,MDEC-22,C2SP2,VP-5,MDEC-23,VP-6,MDEC-24,C2SP3,khs.sOH,VP-7,ATSm1,khs.sNH2,ATSm2,khs.sssCH,ATSp1,ATSm3,khs.sCH3,MDEO-11,C1SP2,ATSp2,MDEO-12,C1SP3,ATSp3,ATSm4
InChI%3D1S%2FC7H7NO%2Fc1-6%289%297-2-4-8-5-3-7%2Fh2-5H%2C1H3,372.231475830078,5.8303689956665,170.320755004883,0,6.69023466110229,0.666666686534882,0.331430196762085,4.30453062057495,0.274361073970795,3.6421070098877,1,0.180004492402077,2.59263896942139,0,0,1,1.80083346366882,1,29.9599990844727,9,1.25044357776642,0.451184451580048,0.235702261328697,0,0,0,1,0,0,0.185415804386139,-0.0554684326052666,0,4.16992521286011,-0.0196351185441017,1.15470051765442,0,1.04044008255005,0.00618086475878954,1.41421353816986,1,0,0,1.05473780632019,-0.0728576183319092,0,1.04044008255005,0.5,0,69,88,4,0,0,0,0.102062076330185,7.11111116409302,0.16666667163372,0.0589255653321743,0,0,0,3.23966932296753,0,0.0248451996594667,184.020004272461,0,2,0.0124225998297334,0,0,5.16486310958862,0.185395404696465,0,2.71453881263733,40,0,0,0,0.400000005960464,1.79207491874695,0.0340206921100616,1.08684682846069,0,0,1,0,0.586622178554535,0,3.30192732810974,1,0.297068983316422,4.29827976226807,0.0854465588927269,0,2,0,0.034988209605217,10.1344566345215,0,9.66446208953857,0,386.113433837891,11.9965543746948,1,0,0,411.942260742188,0,3,488.158538818359,9.8303689956665
InChI%3D1S%2FC6H10O%2Fc7-6-4-2-1-3-5-6%2Fh1-5H2,188.0625,1.33209192752838,27.6939754486084,0,5.11288404464722,0.333333343267441,0.144337564706802,3.3938467502594,0.153093114495277,2.74318218231201,0,0.144337564706802,1.89384686946869,0,0,0,1.30671286582947,1,17.0699996948242,5,0.901047587394714,0.20412415266037,0,0,0,0,1,0,0,0.119860500097275,-0.0240863692015409,0,3.80735492706299,-0.0319590643048286,0,0,0.40824830532074,-0.00359773938544095,0,0,5,0,0.433012694120407,-0.000287080794805661,0,0.40824830532074,0.288675129413605,0,45,42,0,0,0,0,0.102062076330185,5.14285707473755,0,0.102062076330185,0,0,0,2.34375,0,0.0883883461356163,247.009994506836,0,1.5,0.0360843911767006,0,0,4.44378232955933,0.102062076330185,0,2.91123104095459,30,0,0,0,0.25,2.09933519363403,0,1.4112309217453,0,0,0,0,0.946114242076874,0,6.08364343643188,1,0.632392168045044,3.04182171821594,0.0721687823534012,0,5,0,0,7.77446889877319,0,7.33209180831909,0,282.326141357422,8.66418361663818,0,0,0,292.196197509766,0,0,321.069000244141,5.66418409347534
InChI%3D1S%2FC8H18S2%2Fc1-9-7-5-3-4-6-8-10-2%2Fh3-8H2%2C1-2H3,449.368469238281,9.33957004547119,381.743591308594,0,7.65685415267944,0.800000011920929,0,4.91421365737915,0,3.12132024765015,0,0,1.95710682868958,0,0,0,1.20710682868958,0,50.5999984741211,7,0.728553414344788,0.426776707172394,0.239276692271233,0,0,0,0,0,0,0.0553007423877716,-0.0339591838419437,0.111111111938953,4.32192802429199,0.00485041877254844,2.89807415008545,0,0,0.0015949261141941,0,0,6,0,0,0.00121087522711605,0,0,0,0,122,165,0,0,0,0,0,10,0,0,0,0,0,9,0,0,639.02001953125,0,9.14285755157471,0,0,0,8.69213008880615,0,0,6.68154048919678,34,0,0,0,0.444444447755814,4.371009349823,0,2.84077024459839,0,0,0,0,1.83195126056671,2,7.47342491149902,0,1.17038512229919,0,0.739198923110962,0,4,0,0.493686228990555,22.2555065155029,0,15.6791410446167,0,636.993957519531,11.3395700454712,2,0,0,587.43359375,0,2,524.813903808594,10.3395700454712
InChI%3D1S%2FC6H10O%2Fc1-3-5-6%287%294-2%2Fh3-4%2C6-7H%2C1-2%2C5H2,174.381042480469,3.33209204673767,92.3272857666016,0,5.69867038726807,0.666666686534882,0.135393664240837,3.30806040763855,0.086066298186779,2.30209517478943,0,0.0304290316998959,1.47839784622192,0,0,0,0.696923434734344,0,20.2299995422363,5,0.20412415266037,0,0,0,0,0,0,0,0,0.0842875465750694,-0.0277638174593449,0.200000002980232,3.80735492706299,-0.0198554992675781,2.80396580696106,0,0.492799282073975,0.00437680585309863,0.816496610641479,0,1,0,0.40824830532074,0.00108757987618446,0,0.20412415266037,0.288675129413605,0,45,50,0,0,0,0,0,7,0,0,0,0,0,4.16666650772095,0,0,214.009994506836,0,3.83999991416931,0,0,2,4.30058479309082,0.105409257113934,0,2.22452545166016,24,0,0,0,0.400000005960464,1.32742726802826,0,0.680234611034393,0,0,0,0,0.266985684633255,0,1.65096366405487,2,0.0680413842201233,2.38110160827637,0,0,2,1,0,7.77446889877319,0,6.33209180831909,1,268.202178955078,6.66418409347534,0,0,2,251.338256835938,0,0,237.211700439453,5.66418409347534
InChI%3D1S%2FC13H11NO%2Fc15-11-14%2812-7-3-1-4-8-12%2913-9-5-2-6-10-13%2Fh1-11H,1241.92736816406,19.660737991333,989.300842285156,0,10.5102252960205,1,0.508158028125763,7.41501474380493,0.688711643218994,5.86828327178955,0.5,0.725045442581177,4.98206186294556,0,,2,4.17620515823364,,20.3099994659424,20,3.17931270599365,1.574538230896,1.08278274536133,0,0,0,0,0,0,0.212159603834152,-0.163832396268845,0,4.90689039230347,0.0865716189146042,0,0,1.42053985595703,-0.0127397673204541,0,0,0,,2.54259777069092,-0.01474279910326,0,3.22885179519653,0.469416111707687,0,194,364,10,,0,0,0.20412415266037,11.484375,0.136082768440247,0.117851130664349,0,0,0,5.91499996185303,0,0.0641500279307365,519.02001953125,,2.98224854469299,0.0286887660622597,,1,8.20631504058838,0.213620916008949,0,4.76248216629028,72,0,0,0,0.5,3.14650988578796,0.0430331490933895,2.17413783073425,,0,0,0,1.44797933101654,,16.6514511108398,0,0.912133514881134,9.06131935119629,0.354088693857193,0,12,,0.199995040893555,16.1344566345215,0,16.8306484222412,0,891.723876953125,21.2182064056396,0,0,0,1008.93151855469,0,0,1294.48803710938,21.3289241790771
InChI%3D1S%2FC10H10O2%2Fc1-8%2811%297-10%2812%299-5-3-2-4-6-9%2Fh2-6H%2C7H2%2C1H3,630.649169921875,13.1028366088867,458.708984375,0,8.97469139099121,0.75,0.380757808685303,5.69837713241577,0.426263362169266,5.00492286682129,1.65096366405487,0.408340811729431,3.29775738716125,0,,1,2.63922262191772,,34.1399993896484,13,1.70239102840424,0.770759522914886,0.461675941944122,0,0,0,2,0,0,0.252506524324417,-0.0309891533106565,0,4.58496236801147,-0.072013258934021,1.24381601810455,0,1.22533845901489,-0.0753834694623947,1.31037068367004,1,1,,1.79251325130463,0.055590596050024,0,2.00341844558716,0.810617208480835,0,129,209,5,,0,0,0.102062076330185,10.0833330154419,0.117851130664349,0.0589255653321743,0,0,0,4.88888883590698,0,0.0320750139653683,352.019989013672,,3.515625,0.0160375069826841,,0,6.91035461425781,0.299839675426483,0,3.776038646698,54,0,0,,0.428571432828903,2.66799354553223,0.0240562614053488,1.50526690483093,,0,,,0.952211737632751,,6.94562911987305,2,0.557985067367554,7.42840480804443,0.211041703820229,0,6,,0.103326462209225,13.5489377975464,0,12.6641836166382,0,567.588928222656,16.3283672332764,1,0.25,0,613.4287109375,0,1,744.015930175781,14.3283681869507
InChI%3D1S%2FC11H15NO%2Fc1-11%282%2C3%299-6-4-8%285-7-9%2910%2812%2913%2Fh4-7H%2C1-3H3%2C%28H2%2C12%2C13%29,982.462585449219,12.9965543746948,639.286010742188,0,10.0604782104492,0.75,1.4586501121521,5.90970230102539,1.3632538318634,6.22174596786499,1.31037068367004,1.09864497184753,3.93939232826233,1.10520946979523,,2,2.65188837051392,,43.0900001525879,17,1.73505914211273,1.28640246391296,1.01980030536652,0,0,0,1,0,0,0.145070344209671,-0.061958696693182,1.5,4.70043992996216,-0.00435376539826393,3.46410155296326,0,2.90232181549072,-0.00587500585243106,2.29892826080322,2,0,,3.10082006454468,-0.000338248850312084,3,2.95011830329895,2.01036286354065,0,139,252,4,,0.288675129413605,0,0.0833333358168602,11.0769233703613,0.599679350852966,0.0897791907191277,0,1,0,4.02216053009033,0.144337564706802,0.0277777779847383,628.02001953125,,3,0.0277777779847383,,0,8.29500007629395,1.47559225559235,0,4.31416654586792,64,0.25,0,0,0.428571432828903,4.19160127639771,0.269641846418381,2.03544330596924,0,0.0833333358168602,0,0,1.13449430465698,,3.30192732810974,0,0.636691570281982,7.06555128097534,0.413379371166229,1.63299322128296,4,,0.233910888433456,14.1344566345215,1,13.4982776641846,0,762.235534667969,20.0517425537109,3,0,1,850.209533691406,0,3,1145.20593261719,17.9965553283691
InChI%3D1S%2FC7H8O%2Fc1-6-2-4-7%288%295-3-6%2Fh2-5%2C8H%2C1H3,290.995086669922,2.33209204673767,75.1603927612305,0,5.98312759399414,0.666666686534882,0.278516381978989,3.78769373893738,,3.3650438785553,0.333333343267441,,2.30453038215637,0,,2,1.4267463684082,,20.2299995422363,7,1.30473780632019,0.333333343267441,0,0,0,0,0,0,,0.0754449218511581,-0.0237379856407642,0,4,-0.0129380654543638,1.63299322128296,0,0.816496610641479,-0.00100556667894125,1,1,0,,0.760079681873322,-4.02373443648685e-05,0,1.13807117938995,0.577350258827209,0,58,62,4,,0,0,0.0833333358168602,6125,0,0.16666667163372,0,0,,2.51999998092651,0,0.0277777779847383,200.009994506836,,1.79999995231628,0.0402003787457943,,0,4.75661468505859,0.241202265024185,0,2.54497408866882,36,0,0,,0.400000005960464,1.83554911613464,0,1.03397142887115,,0,,,0.544763445854187,,3.30192732810974,0,0.380460470914841,5.65685415267944,0.0804007574915886,0,5,,0,8.77446937561035,,8.33209228515625,0,349.810272216797,10.6641836166382,1,0,0,369.928619384766,0,1,438.293243408203,7.66418409347534
InChI%3D1S%2FC5H5N%2Fc1-2-4-6-5-3-1%2Fh1-5H,107.139686584473,0,0,0,4.24264049530029,0,0,3,0,2.12132024765015,0,0,1.5,0,0,0,1.06066012382507,0,12.8900003433228,3,0.75,0,0,0,0,0,0,0,0,0.0639998093247414,-0.0352250933647156,0,3.58496260643005,0.000525138864759356,0,0,0,0.00270005012862384,0,0,0,0,0,0,0,0,0,0,36,27,5,0,0,0,125,4.16666650772095,0,0,0,0,0,2.22222232818604,0,0.0286887660622597,91.0100021362305,0,1.33333337306976,0,0,0,3.33396482467651,0,0,1.84973108768463,24,0,0,0,0,1.02456390857697,0,0.566487431526184,0,0,1,0,0.312602013349533,0,6.08364343643188,0,0.172132596373558,0,0,0,3,0,0,6.35998821258545,0,6.33237028121948,0,214.527816772461,6.33237028121948,0,0,0,214.456436157227,0,2,214.338394165039,3.16618514060974
InChI%3D1S%2FC7H4Cl2O%2Fc8-6-2-1-5%284-10%297%289%293-6%2Fh1-4H,652.943542480469,22.2123985290527,296.342407226562,0,7.56047773361206,1,0.699150860309601,4.73638200759888,0.799457132816315,4.06383609771729,1.65096366405487,0.784205734729767,3.13352584838867,0,,3,2.33458280563354,,17.0699996948242,12,1.39430165290833,0.830066502094269,0.144337564706802,0,0,0,0,0,0,0.217710375785828,-0.0544890984892845,0,4.32192802429199,-0.00707135815173388,0,0,1.40924251079559,-0.085567444562912,0,1,0,,1.94750583171844,0.0580148696899414,0,2.06838130950928,0.6910440325737,0,84,116,3,0,0,0,0.0680413842201233,8.10000038146973,0.117851130664349,0.184195280075073,0,0,0,3.40828394889832,0,0.0240562614053488,106.029998779297,,1.99111115932465,0.0684433579444885,,1,6.48543643951416,0.435978978872299,0,3.39630460739136,46,0,0,0,0.5,2.62732195854187,0.0545544736087322,1.65188837051392,0,0,0,0,1.0501184463501,,2.7494592666626,0,0.530914962291718,7.30836629867554,0.253178983926773,0,5,,0.02708875015378,26.1999759674072,0,14.2355670928955,0,580.630432128906,21.1390419006348,0,0,1,639.647766113281,0,0,801.439819335938,22.4228706359863
InChI%3D1S%2FC10H17N%2Fc11-10-4-7-1-8%285-10%293-9%282-7%296-10%2Fh7-9H%2C1-6%2C11H2,1112.50512695312,6.4985556602478,374.199279785156,0,7.47469139099121,0.333333343267441,1.81947922706604,5.23489475250244,3.80547738075256,5.72821569442749,1.5,4.96651601791382,4.34442329406738,1.5,0,0,4.54365921020508,0,26.0200004577637,15,3.43781685829163,2.67336773872375,1.35882472991943,0,0,0,0,0,0,0.0250725504010916,-0.00619121035560966,0,4.45943164825439,-0.00590305589139462,0,0,2.1855046749115,-0.000406366802053526,0,4,6,0,4.68759679794312,-3.56415366695728e-05,0,6.07968759536743,1.5391491651535,0,91,124,0,0,0.176776692271233,0,0.244818076491356,6.50887584686279,0,0.696114242076874,0,1,0,1.83673465251923,0,0.244818076491356,790.010009765625,0,0.87791496515274,0.621399641036987,0,0,7.05204153060913,1.22216188907623,0,5.02357006072998,68,0.102062076330185,0,0,0.25,5.2799277305603,0,4.08560419082642,0,0,0,0,4.17763376235962,0,6.52912902832031,0,3.22649216651917,10.3923044204712,2.37450933456421,3.46410155296326,6,0,1.27255165576935,11.3599882125854,1,13.1661853790283,3,811.104614257812,21.498556137085,0,0,0,999.517272949219,0,0,1532.45581054688,15.498556137085
InChI%3D1S%2FC3HBr3N2%2Fc4-1-2%285%298-3%286%297-1%2Fh%28H%2C7%2C8%29,476.941986083984,88.5161819458008,105.904350280762,0,6.14626455307007,0.333333343267441,1.47485303878784,3.69837737083435,1.69008886814117,3.5311439037323,1.88988161087036,2.19694185256958,2.51971244812012,0,0,3,1.83019411563873,0,25.7800006866455,7,0.849515795707703,0.0962250456213951,0,0,0,0,0,0,2,0.226065590977669,-0.172798112034798,0,4,0.0812896341085434,0,0,1.41023671627045,-0.0416566878557205,0,0,0,3,1.74368977546692,0.0201323684304953,0,1.61931610107422,0.760079681873322,0.0962250456213951,51,59,0,0,0,0,0.288675129413605,6125,0.16666667163372,0.288675129413605,0.025000000372529,0,0,2.08264470100403,0,0.147297069430351,8.05000019073486,0,1.25,0.289285719394684,0,0,8.28631019592285,0.635551154613495,0.5,4.09036874771118,38,0,0,0,0.25,3.28581428527832,0.192857146263123,2.54355430603027,0,0,2,0,1.62303447723389,0,0,0,0.725835859775543,0,0.0964285731315613,0,0,0,0,138.494247436523,0,25.622766494751,0,621.721557617188,50.0307159423828,0,0,0,679.47216796875,0,2,864.585998535156,86.3852996826172
InChI%3D1S%2FC5H12N2%2Fc1-5-4-6-2-3-7-5%2Fh5-7H%2C2-4H2%2C1H3,213.625366210938,1,36.9691848754883,0,5.11288404464722,0.333333343267441,0.246399641036987,3.3938467502594,0.246399641036987,2.74318218231201,0,0.20412415266037,1.89384686946869,0,0,0,1.30671286582947,0,24.0599994659424,5,0.901047587394714,0.20412415266037,0,0,0,0,0,0,0,0.136016860604286,-0.0657647103071213,0,3.80735492706299,-0.0698919892311096,1.04004192352295,0,0.40824830532074,0.0654624551534653,1,0,3,0,0.433012694120407,0.00218581408262253,0,0.40824830532074,0.288675129413605,0,45,42,0,0,0,0,0.102062076330185,5.14285707473755,0,0.102062076330185,0,0,2,2.34375,0,0.0510310381650925,319.019989013672,0,1.5,0.0510310381650925,0,0,4.69867038726807,0.20412415266037,0.333333343267441,2.83493375778198,30,0,0,0,0.25,2.05929589271545,0,1.24509978294373,0,0,0,0,0.797693967819214,0,1.65096366405487,0,0.48041707277298,1.65096366405487,0.102062076330185,0,1,0,0,7.71997594833374,0,7.66474103927612,1,311.625305175781,8.83092594146729,1,0,0,321.555725097656,0,4,356.160491943359,5.52617311477661
InChI%3D1S%2FC16H22O4%2Fc1-3-5-10-19-15%2817%2913-8-7-9-14%2812-13%2916%2818%2920-11-6-4-2%2Fh7-9%2C12H%2C3-6%2C10-11H2%2C1-2H3,1281.34143066406,26.9851036071777,1136.38024902344,0,14.7946825027466,1,0.470791757106781,9.6850700378418,0.549710690975189,7.632896900177,2.94168281555176,0.591486513614655,5.89084339141846,0,,2,4.20448064804077,2,52.5999984741211,25,3.15141296386719,2.12307548522949,1.32686877250671,0,0,0.16666667163372,2,0,0,0.533067166805267,-0.335376560688019,0.0714285746216774,5.32192802429199,0.148624777793884,3.50760173797607,0,1.99718797206879,-0.0223286151885986,1.17348229885101,2,6,,2.58277082443237,-0.0225588083267212,0,3.4168872833252,0.804737865924835,0,400,961,4,0,0,0,0.0833333358168602,18.0499992370605,0.235702261328697,0.0962250456213951,0,0,0,10.6875,0,0.0277777779847383,1384.0400390625,,7.02551031112671,0.0277777779847383,2,0,12.1850347518921,0.25,0,7.12942743301392,88,0,0,0,0.5,4.55974960327148,0.0277777779847383,2.79607033729553,0,0,0,0,1.55821263790131,,10.2197999954224,0,0.951488316059113,11.9879331588745,0.520785868167877,0,8,0,0.289397418498993,23.0978755950928,0,21.9925518035889,0,982.750549316406,27.5414905548096,2,0.16666667163372,2,1060.421875,1.15470051765442,4,1283.79650878906,28.9851036071777
InChI%3D1S%2FC4H5N%2Fc1-2-4-5-3-1%2Fh1-5H,0,0,0,0,3.5355339050293,0,0,2.5,0,1.76776695251465,0,0,1.25,0,0,0,0.883883476257324,0,12.8900003433228,0,0,0,0,0,0,0,0,0,1,0.0641189962625504,-0.0346897058188915,0,3.32192802429199,0.00263020768761635,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176776692271233,20,15,4,0,0,0,0,3.20000004768372,0,0,0.0496903993189335,0,0,1.44000005722046,0,0,61.0099983215332,0,0.639999985694885,0,0,0,2.75661468505859,0,0,1.51639783382416,20,0,0,0,0,0.832113802433014,0,0.455376297235489,0,0,1,0,0.248451992869377,0,4.24264049530029,0,0,0,0,0,2,0,0,5.35998821258545,0,5.33237028121948,0,127.765205383301,5.33237028121948,0,0,0,127.721084594727,0,2,127.682762145996,0
InChI%3D1S%2FC8H5Cl3O%2Fc1-4%2812%295-2-3-6%289%298%2811%297%285%2910%2Fh2-3H%2C1H3,1187.52648925781,33.0676116943359,657.121887207031,0,9.30096530914307,1,1.59148192405701,5.53658103942871,1.86304497718811,5.180739402771,5.67623996734619,2.01121258735657,4.21390581130981,0,,4,2.82970356941223,1,17.0699996948242,18,1.69728994369507,1.07184708118439,0.382597297430038,0,0,0,1,0,0,0.263634711503983,-0.0313687138259411,0,4.58496236801147,-0.0865208059549332,0.577350258827209,0,2.73249387741089,-0.0290437769144773,1.91925978660583,1,0,,3.65220069885254,-0.00178506725933403,0,4.5040488243103,1.09001851081848,0,106,185,2,0,0,0,0.0555555559694767,10.0833330154419,0.461844056844711,0.198741674423218,0,0,0,3.80622839927673,0,0.020833333954215,157.039993286133,,2.04081630706787,0.0812850072979927,,0,8.46462917327881,0.621367633342743,0,4.31564807891846,58,0,0,0,0.5,3.44222593307495,0.243524208664894,2.70807790756226,0,0,0,0,1.4663097858429,,1,1,0.726183891296387,5.08567523956299,0.410944193601608,0,5,0,0.127988070249557,35.9127311706543,0,18.1873035430908,0,839.675109863281,29.3746089935303,1,0,0,951.560607910156,0,1,1275.64880371094,47.7518539428711
InChI%3D1S%2FC2H5ClO%2Fc3-1-2-4%2Fh4H%2C1-2H2,18.0514488220215,0,0,0,3.41421365737915,0.5,0,1.91421353816986,0,1,0,0,0.5,0,0,0,0,0,20.2299995422363,1,0,0,0,0,0,0,0,0,0,0.144259199500084,-0.0369667001068592,0,3,-0.0696160346269608,0,0,0,0.034453134983778,0,0,2,0,0,0,0,0,0,0,14,10,0,0,0,0,0,4,0,0,0,0,0,3,0,0,52.0200004577637,1,4,0,0,0,2.99532055854797,0,0,1.61801147460938,10,0,0,0,0.333333343267441,0.790553510189056,0,0.253546267747879,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,12.4872226715088,0,5.28382921218872,0,101.964263916016,4.28382921218872,0,0,0,81.2007675170898,0,2,48.2859039306641,3.93198561668396
InChI%3D1S%2FC6H5ClO2%2Fc7-4-1-2-5%288%296%289%293-4%2Fh1-3%2C8-9H,428.677185058594,9.54790687561035,149.743728637695,0,6.85337114334106,0.666666686534882,0.40541335940361,4.19837713241577,0.383877635002136,3.87279200553894,1.65096366405487,0.400603383779526,2.86036610603333,0,,3,1.81676292419434,,40.4599990844727,10,1.33160018920898,0.504473328590393,0.0680413842201233,0,0,0,0,0,0,0.209925621747971,-0.0373336896300316,0,4.16992521286011,-0.0668828785419464,0,0,1.47827804088593,-0.01179139316082,0,0,0,,1.55802857875824,-0.0248251687735319,0,2.07593297958374,0.760079681873322,0,67,84,3,,0,0,0.0680413842201233,7.11111116409302,0.16666667163372,0.20412415266037,0,0,0,2.72222232818604,0,0.0240562614053488,124.029998779297,,1.70414197444916,0.0487938113510609,,0,5.26037120819092,0.318081676959991,0,2.75219416618347,42,0,0,,0.400000005960464,2.06947207450867,0.0166666675359011,1.17255759239197,,0,,0,0.662931144237518,,1.65096366405487,0,0.397983610630035,5.85380077362061,0.118716478347778,0,6,,0.00481125246733427,18.2616920471191,0,11.6159210205078,0,423.152557373047,17.2318420410156,0,0.333333343267441,0,460.313079833984,0,0,570.9326171875,16.006311416626
InChI%3D1S%2FC9H16O2%2Fc1-3-5-6-7-8-11-9%2810%294-2%2Fh4H%2C2-3%2C5-8H2%2C1H3,340.226745605469,7.66418409347534,274.882537841797,0,8.52709770202637,0.800000011920929,0.0680413842201233,5.30806064605713,0.0481125228106976,3.71630859375,0,0.0340206921100616,2.49740028381348,0,0,0,1.30047678947449,1,26.2999992370605,9,0.794575989246368,0.473461717367172,0.267537385225296,0,0,0,1,0,0,0.272670775651932,-0.184270486235619,0.111111111938953,4.45943164825439,0.0762014463543892,3.24871182441711,0,0.492799282073975,-0.0233154874294996,0.534522473812103,0,5,0,0.348461717367172,-0.00465518468990922,0,0.246399641036987,0.288675129413605,0,137,206,0,0,0,0,0,11,0,0,0,0,0,8.10000038146973,0,0,566.02001953125,0,7.90123462677002,0,1,1,7.13648748397827,0.0481125228106976,0,4.10095357894897,40,0,0,0,0.444444447755814,2.4322817325592,0,1.40887856483459,0,0,0,0,0.760525345802307,0,6.10058832168579,1,0.412772625684738,2.00414514541626,0.188012078404427,0,4,0,0.0924824476242065,12.5489377975464,0,10.9962759017944,0,421.639038085938,11.7707452774048,1,0,2,403.521545410156,0.5,2,388.178955078125,10.3283681869507
InChI%3D1S%2FC7H5ClN2%2Fc8-6-1-2-7%2810%295%283-6%294-9%2Fh1-3H%2C10H2,596.498962402344,11.7620182037354,278.683288574219,0,7.56047773361206,0.666666686534882,0.493184357881546,4.73638200759888,0.503057897090912,4.06383609771729,1.65096366405487,0.55524343252182,3.14904141426086,0,,3,2.21913194656372,,49.810001373291,12,1.67126762866974,0.587806642055511,0.212378948926926,0.25,0,0,0,0,0,0.170343860983849,-0.0217746645212173,0,4.32192802429199,-0.0157693233340979,0,0,1.4182003736496,-0.054708618670702,0,1,0,,1.83720648288727,-0.0504266209900379,0,2.34755921363831,0.6910440325737,0,80,115,3,,0,0,0.0680413842201233,8.10000038146973,0.117851130664349,0.184195280075073,0,0,0,3.40828394889832,0,0.0240562614053488,135.029998779297,,1.99111115932465,0.0531942546367645,,0,5.89050817489624,0.344484359025955,0,3.06726241111755,46,0,0,,0.400000005960464,2.27981162071228,0.0240562614053488,1.37088894844055,,0,,1,0.797429203987122,,2.62074136734009,0,0.511216402053833,7.48569059371948,0.150086522102356,0,5,,0.0282671600580215,18.4327297210693,1,12.2841081619263,0,527.452514648438,17.4020309448242,0,0,0,579.319946289062,0,0,727.70849609375,16.7344017028809
InChI%3D1S%2FC7H12O%2Fc8-7-4-5-1-2-6%287%293-5%2Fh5-8H%2C1-4H2%2Ft5-%2C6%2B%2C7%2B%2Fm0%2Fs1,213.708572387695,1.33209192752838,34.421516418457,0,5.56047773361206,1,0.9964320063591,3.86017346382141,1.44535183906555,3.65214371681213,1.88988161087036,1.15643382072449,3.09164476394653,0,0,0,2.56276822090149,0,20.2299995422363,5,1.48591458797455,0.628882050514221,0.0962250456213951,0,0,0,0,0,0,0.0752639174461365,-0.0240267813205719,0,4,-0.011879407800734,0,0,1.3480498790741,-0.0016848286613822,0,2,4,0,1.95994281768799,-4.09425483667292e-05,0,1.81275022029877,0.606493055820465,0.214076176285744,54,54,0,0,0,0,0.451723903417587,4.83950614929199,0.117851130664349,0.657065689563751,0.214076176285744,0,0,1.4911242723465,0,0.398532003164291,385.010009765625,0,0.622837364673615,0.506616294384003,0,0,5.00769138336182,0.476200073957443,0,3.54102206230164,44,0,0,0,0.5,3.24220752716064,0.0527046285569668,2.70076560974121,0,0,0,0,2.21115040779114,0,3.14734530448914,0,1.20800042152405,8.2033634185791,0.440820276737213,0,5,1,0.0430331490933895,8.77446937561035,0,9.33209228515625,3,416.158935546875,13.6641836166382,0,0,0,491.715637207031,0,0,688.863647460938,5.99627590179443
InChI%3D1S%2FC7H8N2O%2Fc8-6-4-2-1-3-5%286%297%289%2910%2Fh1-4H%2C8H2%2C%28H2%2C9%2C10%29,563.707275390625,10.0761938095093,292.952880859375,0,7.56047773361206,0.666666686534882,0.391476660966873,4.71521425247192,0.412392318248749,4.16961240768433,2.38110160827637,0.323749840259552,3.03412985801697,0,,2,2.33534574508667,,70.0999984741211,12,1.34171581268311,0.565641164779663,0.240562617778778,0.25,0,0,1,0,,0.12496292591095,-0.0458364821970463,0,4.32192802429199,0.0075347600504756,0,0,1.49826681613922,-0.0572878643870354,0,1,0,,2.17455840110779,0.0335734114050865,0,2.13370633125305,0.705118358135223,0,76,114,4,,0,0,0.0833333358168602,8.10000038146973,0.232307806611061,0.131445854902267,0,0,,3.40828394889832,0,0.0277777779847383,234.029998779297,,1.99111115932465,0.0299263969063759,,0,5.33396482467651,0.2114038169384,0,2.83963227272034,46,0,0,,0.400000005960464,1.93585729598999,0.0401936918497086,1.21591067314148,,0,,,0.712661445140839,,3.96540641784668,0,0.363393574953079,5.55315780639648,0.108950696885586,0,5,,0.034330241382122,11.4944448471069,1,10.6644620895386,0,490.016387939453,14.3841133117676,0,0,1,536.364807128906,0,0,671.675048828125,13.4951105117798
