SMILES,SP-0,VPC-5,Kier3,VP-5,SP-1,topoShape,SC-3,VPC-6,VP-6,khs.dsssP,VP-7,MDEO-22,khs.sOH,MDEO-11,SP-3,SC-5,SPC-4,MDEO-12,SCH-5,SCH-6,SPC-5,ATSc1,ATSp4,SP-5,SPC-6,SCH-7,ATSc2,khs.dO,ATSm1,ATSp5,SP-6,VP-0,VCH-5,ATSc3,ATSm2,VP-1,SP-7,VCH-6,MDEN-22,ATSm3,ATSc4,VC-3,VC-4,VP-2,WPATH,MDEC-22,ECCEN,ATSc5,VCH-7,ATSm4,MDEC-33,khs.dS,PetitjeanNumber,Kier1,MDEC-23,VC-5,ATSm5,khs.ssS,TopoPSA,fragC,VP-3,MDEC-13,geomShape,VP-4,Kier2,VPC-4
InChI%3D1S%2FC24H38O4%2Fc1-5-9-13-19%287-3%2917-27-23%2825%2921-15-11-12-16-22%2821%2924%2826%2928-18-20%288-4%2914-10-6-2%2Fh11-12%2C15-16%2C19-20H%2C5-10%2C13-14%2C17-18H2%2C1-4H3,20.777811050415,1.51242673397064,10.053539276123,2.07339024543762,13.5656108856201,0.888888895511627,1.15181839466095,1.42923772335052,1.06930863857269,0.0,0.457961708307266,0.200000002980232,0.0,0.200000002980232,8.48372745513916,0.248005643486977,2.93108129501343,1.26491105556488,0.0,0.0833333358168602,4.20715475082397,0.544975399971008,2239.41625976562,4.73459577560425,5.50676584243774,0.096225045621395,-0.3643958568573,2.0,31.0978755950928,2128.32373046875,2.94688487052917,18.1681632995605,0.0,0.196051120758057,29.9925518035889,10.9991140365601,1.70861983299255,0.0277777779847383,0.0,37.5414886474609,-0.035453774034977,0.635919213294983,0.0,7.57551145553589,2388.0,16.3074645996094,690.0,-0.322182655334473,0.0277777779847383,42.6492881774902,5.00828838348389,0.0,0.470588237047195,26.0357151031494,19.6782150268555,0.0448895953595638,43.9776573181152,0.0,52.5999984741211,3600.0400390625,5.35370397567749,3.53208184242249,0.803496181964874,3.17791032791138,15.7889270782471,1.36898148059845
InChI%3D1S%2FC15H11BrClF3N2O%2Fc1-2-23-8-22-13%289-3-5-10%2817%296-4-9%2911%287-21%2912%2816%2914%2822%2915%2818%2C19%2920%2Fh3-6H%2C2%2C8H2%2C1H3,17.1983070373535,4.22801399230957,4.15879011154175,2.63785648345947,10.8070793151855,1.0,2.49331903457642,5.40672016143799,1.59174394607544,0.0,0.961963832378387,0.0,0.0,0.0,7.65910482406616,0.608359217643738,4.20538949966431,0.0,0.0641500279307365,0.30731725692749,7.96086883544922,0.698850095272064,2941.099609375,5.29377841949463,11.6233434677124,0.665651738643646,-0.356642156839371,0.0,79.9714202880859,2770.91625976562,3.83800935745239,14.5674390792847,0.0496903993189335,0.0519969090819359,34.6786918640137,8.29586887359619,2.57373046875,0.235039800405502,0.0,58.1767959594727,0.0612847097218037,1.16459262371063,0.0155869917944074,6.71203279495239,1087.0,5.82961845397949,355.0,-0.257325053215027,0.4352146089077,71.5603637695312,6.45510816574097,0.0,0.5,19.3263893127441,14.4412622451782,0.332788020372391,98.3399963378906,0.0,,1015.08001708984,5.16219615936279,0.993219435214996,0.778036177158356,3.99592351913452,7.92000007629395,2.60053944587708
InChI%3D1S%2FC2H3Cl3O2%2Fc3-2%284%2C5%291%286%297%2Fh1%2C6-7H,6.07735013961792,0.376418590545654,2.66666674613953,0.0,2.94337558746338,0.5,1.65470051765442,0.0,0.0,0.0,0.0,0.0,2.0,0.5,1.73205077648163,0.866025388240814,2.5980761051178,0.0,0.0,0.0,0.577350258827209,0.341715097427368,205.307388305664,0.0,0.0,0.0,-0.120417557656765,0.0,31.687198638916,0.0,0.0,5.37345790863037,0.0,-0.170003339648247,12.5193958282471,2.5059130191803,0.0,0.0,0.0,39.4321250915527,0.119563356041908,1.90012776851654,0.420848786830902,3.28422093391418,42.0,0.0,29.0,0.0,0.0,23.5919132232666,0.0,0.0,0.333333343267441,7.0,0.0,0.222692251205444,0.0,0.0,40.4599990844727,39.0499992370605,0.878310084342957,0.0,0.679505407810211,0.0,1.85185182094574,1.19230616092682
InChI%3D1S%2FC14H16ClN5O5S%2Fc1-9-16-12%2819-14%2817-9%2924-2%2918-13%2821%2920-26%2822%2C23%2911-6-4-3-5-10%2811%2925-8-7-15%2Fh3-6H%2C7-8H2%2C1-2H3%2C%28H2%2C16%2C17%2C18%2C19%2C20%2C21%29,19.1564903259277,1.75068759918213,6.84297513961792,1.7058641910553,12.3517036437988,1.0,2.3205931186676,1.84213149547577,0.910924196243286,0.0,0.483398526906967,0.100000001490116,1.0,0.94494080543518,8.16700267791748,0.343443363904953,3.77863430976868,1.04004192352295,0.0,0.151374712586403,6.91750574111938,0.883558392524719,2763.7626953125,5.00403213500977,8.6490707397461,0.264858663082123,-0.67130446434021,2.0,45.5127906799316,2654.77221679688,3.33839631080627,15.3539524078369,0.0,0.523445844650269,41.0039138793945,8.92169284820557,2.00412178039551,0.0486111119389534,3.63872194290161,52.375301361084,-0.682976067066193,0.78316992521286,0.0323152802884579,6.36542463302612,1797.0,5.75777912139893,571.0,0.774102389812469,0.07408207654953,57.1450538635254,4.09288930892944,0.0,0.5,22.2908096313477,7.11354064941406,0.0960598140954971,58.1687660217285,0.0,,1559.11999511719,4.01658630371094,2.71335864067078,0.809091866016388,2.71217250823975,10.518627166748,1.30600559711456
InChI%3D1S%2FC19H22FN3O%2Fc20-17-8-6-16%287-9-17%2918%2824%294-3-11-22-12-14-23%2815-13-22%2919-5-1-2-10-21-19%2Fh1-2%2C5-10H%2C3-4%2C11-15H2,16.777811050415,1.40609633922577,5.7619047164917,2.08001637458801,11.7203464508057,1.0,1.22850155830383,1.45897471904755,1.14152884483337,0.0,0.729446649551392,0.0,0.0,0.0,8.34499740600586,0.201184466481209,2.80429005622864,0.0,0.0,0.268728733062744,3.71874499320984,0.433755367994308,2001.04028320312,5.10615491867065,4.52124500274658,0.297409504652023,-0.216624513268471,1.0,27.3564777374268,1573.30212402344,3.22738575935364,13.696403503418,0.0,-0.0241902191191912,28.2433586120605,8.39325332641602,2.10308742523193,0.102622978389263,0.0,37.5172233581543,0.0597036592662334,0.546148478984833,0.0,6.05024814605713,1669.0,21.8486289978027,638.0,-0.114233329892159,0.0958543494343758,36.5169448852539,1.28489828109741,0.0,0.5,18.7810649871826,13.3651676177979,0.0529237762093544,28.5751724243164,0.0,,1752.05004882812,4.38994264602661,0.0,0.754121899604797,2.9847207069397,9.62975788116455,1.15266513824463
InChI%3D1S%2FC10H14NO5PS%2Fc1-3-14-17%2818%2C15-4-2%2916-10-7-5-9%286-8-10%2911%2812%2913%2Fh5-8H%2C3-4H2%2C1-2H3,13.5960121154785,2.44412589073181,5.26748991012573,1.36853063106537,8.50414943695068,1.0,1.63090085983276,1.97632420063019,0.787162601947784,1.0,0.433078467845917,1.5,0.0,0.5,5.32280158996582,0.16666667163372,2.77902126312256,0.825481832027435,0.0,0.0833333358168602,4.1072244644165,0.454891264438629,1146.54284667969,2.67718195915222,4.10325860977173,0.107038088142872,-0.347947120666504,2.0,34.0105018615723,1010.36560058594,1.81209897994995,11.7784557342529,0.0,0.308358460664749,33.4600944519043,7.89214563369751,1.07488453388214,0.0277777779847383,0.0,41.8285140991211,-0.193633466959,1.09271574020386,0.111803397536278,6.06010055541992,661.0,4.34811925888062,274.0,-0.044901080429554,0.0237628296017647,39.6421890258789,0.333333343267441,1.0,0.5,16.0555553436279,5.46568870544434,0.0124225998297334,37.3202018737793,0.0,103.730003356934,718.080017089844,4.27851963043213,0.63245552778244,0.808262467384338,3.24698185920715,7.55555534362793,1.58301293849945
InChI%3D1S%2FC17H14ClF7O2%2Fc1-6-11%2819%2913%2821%297%2814%2822%2912%286%2920%295-27-15%2826%2910-8%2816%2810%2C2%293%294-9%2818%2917%2823%2C24%2925%2Fh4%2C8%2C10H%2C5H2%2C1-3H3,20.8948230743408,2.85223865509033,4.6094183921814,1.76588320732117,12.2071371078491,0.857142865657806,4.02894496917725,3.14197707176208,0.955172955989838,0.0,0.407919257879257,0.0,0.0,0.0,10.2948322296143,1.49606931209564,8.00644397735596,0.5,0.496193736791611,0.94334763288498,9.74153327941895,0.867011725902557,2147.04028320312,4.7119140625,12.9002256393433,1.37877488136292,-0.373398035764694,1.0,46.7760009765625,1825.26159667969,3.28653883934021,15.0352993011475,0.407229274511337,0.00934505928307772,35.0205078125,8.0116662979126,1.83006012439728,0.510164797306061,0.0,58.5799865722656,-0.103439927101135,1.83852887153625,0.180165395140648,7.21157789230347,1966.0,0.200000002980232,566.0,0.0371392406523228,0.567346453666687,72.014289855957,13.4611682891846,0.0,0.461538463830948,23.2806129455566,6.09323167800903,0.362099081277847,56.5101928710938,0.0,26.2999992370605,1062.09997558594,4.86746454238892,6.60259008407593,0.902719557285309,2.70314836502075,8.02469158172607,2.95671677589417
InChI%3D1S%2FC14H12FNO3%2Fc1-7-2-3-8-4-9%2815%295-10-12%288%2916%287%296-11%2813%2810%2917%2914%2818%2919%2Fh4-7H%2C2-3H2%2C1H3%2C%28H%2C18%2C19%29,13.7316865921021,2.52521157264709,2.27555561065674,2.40812182426453,8.98607063293457,0.75,1.73618686199188,3.61139154434204,1.54974961280823,0.0,0.96431452035904,0.0,1.0,0.94494080543518,7.38778877258301,0.53572005033493,4.05813121795654,0.0,0.0,0.156472027301788,6.79073429107666,0.480063945055008,2585.56689453125,5.68020391464233,10.9176359176636,0.481190651655197,-0.136390775442123,2.0,23.1854400634766,2085.69165039062,4.28028917312622,10.5196094512939,0.0,-0.0201221220195293,23.0766162872314,6.34832191467285,3.12058901786804,0.0759299695491791,0.0,36.0973320007324,-0.324326545000076,0.780680179595947,0.0,5.25621271133423,600.0,3.41702961921692,240.0,0.262444376945496,0.190698266029358,40.6512336730957,11.302638053894,0.0,0.428571432828903,13.9591836929321,15.299859046936,0.18280827999115,39.4492454528809,0.0,,883.049987792969,4.06366586685181,2.21649074554443,0.64676296710968,3.04266119003296,5.080078125,1.73547291755676
InChI%3D1S%2FC13H15N3O3%2Fc1-7%282%2913%283%2912%2819%2915-10%2816-13%299-8%2811%2817%2918%295-4-6-14-9%2Fh4-7H%2C1-3H3%2C%28H%2C17%2C18%29%28H%2C15%2C16%2C19%29,14.2067422866821,2.13377785682678,2.88000011444092,1.07149112224579,8.85889625549316,1.0,1.95773088932037,1.98741912841797,0.590678095817566,0.0,0.330229431390762,0.0,1.0,0.650697648525238,7.13969039916992,1.09384369850159,5.18725872039795,0.0,0.0833333358168602,0.346225053071976,6.9371132850647,0.539413750171661,1982.95483398438,3.89153861999512,8.52343082427979,0.557809770107269,-0.28415858745575,2.0,22.4033718109131,1575.23657226562,2.53646850585938,10.9675388336182,0.0279508493840694,0.011766810901463,21.99338722229,5.95959186553955,1.77448058128357,0.0909911692142487,1.14471423625946,34.1798667907715,0.0456334538757801,1.04977834224701,0.0721687823534012,4.95233535766602,661.0,2.38110160827637,251.0,-0.185609415173531,0.128915131092072,36.9275665283203,5.9572377204895,0.0,0.5,15.3900003433228,5.42803478240967,0.465007752180099,32.0934295654297,0.0,,883.059997558594,3.45281791687012,5.03355169296265,0.923852026462555,1.81507468223572,5.78000020980835,2.35481786727905
InChI%3D1S%2FC9H7N3S%2Fc1-6-3-2-4-7-8%286%2912-5-10-11-9%2812%2913-7%2Fh2-5H%2C1H3,8.83649921417236,2.11804819107056,1.171875,1.63940167427063,6.36017322540283,1.0,0.816229462623596,2.40331554412842,0.989389538764954,0.0,0.54214209318161,0.0,0.0,0.0,5.25353574752808,0.247525274753571,2.20885157585144,0.0,0.196418553590775,0.431443691253662,4.15471124649048,0.145797193050385,1534.40808105469,3.55030250549316,5.49978685379028,0.739593327045441,-0.120427832007408,0.0,20.2077178955078,976.58837890625,2.51580548286438,7.87578678131104,0.0942852050065994,0.0696611776947975,19.5304851531982,4.85597991943359,1.70147168636322,0.21249720454216,1.0,30.9512157440186,-0.0235239528119564,0.564040184020996,0.0,4.0163311958313,213.0,2.57512259483337,134.0,0.00887194089591503,0.33001434803009,27.1199321746826,3.53277564048767,0.0,0.5,8.31999969482422,6.87156677246094,0.123296104371548,18.1704959869385,0.0,,420.040008544922,3.16962599754333,1.80720400810242,0.883088409900665,2.59290361404419,3.0,1.27638912200928
InChI%3D1S%2FC2H7O3P%2Fc1-4-6%283%295-2%2Fh6H%2C1-2H3,4.99156379699707,0.102062076330185,3.0,0.0,2.80806040763855,1.0,0.288675129413605,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.39384686946869,0.0,0.577350258827209,1.0,0.0,0.0,0.288675129413605,0.465965896844864,38.9932022094727,0.0,0.0,0.0,-0.445845037698746,1.0,13.9738206863403,12.0569543838501,0.0,4.72474479675293,0.0,0.371464520692825,12.9699382781982,2.65361380577087,0.0,0.0,0.0,10.481086730957,-0.193221598863602,0.102062076330185,0.0,1.97474491596222,31.0,0.0,29.0,0.0346191860735416,0.0,5.32836771011353,0.0,0.0,0.5,6.0,0.0,0.0,1.0,0.0,59.0,114.040000915527,1.0,0.0,0.649633347988129,0.25,3.20000004768372,0.20412415266037
InChI%3D1S%2FC16H14Cl2O3%2Fc1-2-21-15%2819%2916%2820%2C11-3-7-13%2817%298-4-11%2912-5-9-14%2818%2910-6-12%2Fh3-10%2C20H%2C2H2%2C1H3,15.4578189849854,1.81020605564117,3.85484838485718,1.59427058696747,9.97941780090332,1.0,1.66637456417084,2.07993912696838,0.945567429065704,0.0,0.489224970340729,0.0,1.0,0.333333343267441,7.57453918457031,0.733301997184753,4.3791937828064,0.81649661064148,0.0,0.16666667163372,6.63413238525391,0.428665369749069,2526.18823242188,4.34582042694092,9.03979682922363,0.25,-0.195726826786995,1.0,38.7489128112793,2229.13525390625,2.89583516120911,12.8574056625366,0.0,-0.0870365798473358,27.2318420410156,7.1542649269104,1.83991479873657,0.0555555559694767,0.0,41.5739707946777,0.123690098524094,0.816502928733826,0.0279508493840694,5.31753778457642,876.0,9.9319200515747,320.0,0.0194542463868856,0.0907718539237976,47.3447151184082,2.78208088874817,0.0,0.5,17.3553714752197,15.5791988372803,0.145252838730812,41.5527610778809,0.0,46.5299987792969,876.049987792969,3.59878826141357,0.91774445772171,0.765391290187836,2.27206492424011,7.51300716400146,1.5047060251236
InChI%3D1S%2FC12H10O%2Fc13-12-9-5-4-8-11%2812%2910-6-2-1-3-7-10%2Fh1-9%2C13H,9.09601211547852,0.650328814983368,2.26843094825745,0.861140131950378,6.37700986862183,0.75,0.538451671600342,0.685604989528656,0.345625728368759,,0.18893301486969,0.0,,0.0,4.43315410614014,0.164266422390938,1.44017744064331,0.0,0.0,0.185395404696465,2.34362530708313,0.0548681356012821,1015.08331298828,2.79330086708069,3.05891346931458,0.190371423959732,-0.0177934914827347,,13.7744693756104,706.953125,1.37313032150269,7.14336585998535,0.0,-0.00858548190444708,14.3320922851562,4.21164083480835,0.885919213294983,0.0598527938127518,0.0,18.6641845703125,-0.00100874260533601,0.220051839947701,0.0,2.88317441940308,240.0,12.4071960449219,151.0,-4.63296273665037e-05,0.0423489958047867,17.9962768554688,2.38110160827637,,0.428571432828903,9.55102062225342,11.3998241424561,0.0426901616156101,13.9962759017944,,20.2299995422363,420.010009765625,1.9888436794281,0.0,0.730737566947937,1.3354606628418,4.48148155212402,0.491756230592728
