SMILES,SP-0,VPC-5,Kier3,VP-5,SP-1,topoShape,SC-3,VPC-6,VP-6,khs.dsssP,VP-7,MDEO-22,khs.sOH,MDEO-11,SP-3,SC-5,SPC-4,MDEO-12,SCH-5,SCH-6,SPC-5,ATSc1,ATSp4,SP-5,SPC-6,SCH-7,ATSc2,khs.dO,ATSm1,ATSp5,SP-6,VP-0,VCH-5,ATSc3,ATSm2,VP-1,SP-7,VCH-6,MDEN-22,ATSm3,ATSc4,VC-3,VC-4,VP-2,WPATH,MDEC-22,ECCEN,ATSc5,VCH-7,ATSm4,MDEC-33,khs.dS,PetitjeanNumber,Kier1,MDEC-23,VC-5,ATSm5,khs.ssS,TopoPSA,fragC,VP-3,MDEC-13,geomShape,VP-4,Kier2,VPC-4
InChI%3D1S%2FC13H12BrCl2N3O%2Fc14-9-4-13%2820-5-9%2C6-19-8-17-7-18-19%2911-2-1-10%2815%293-12%2811%2916%2Fh1-3%2C7-9H%2C4-6H2,14.1649255752563,3.84781551361084,3.12244892120361,2.58812427520752,9.5889539718628,0.800000011920929,1.74481725692749,4.60160636901855,1.76239788532257,0.0,0.948762476444244,0.0,0.0,0.0,7.27803897857666,0.260110020637512,3.48787593841553,0.0,0.246399641036987,0.403259873390198,6.45834922790527,0.422011852264404,2678.61987304688,4.40848445892334,8.3285026550293,0.511249542236328,-0.204527392983437,0.0,80.5380325317383,2609.24438476562,3.26565074920654,13.9321451187134,0.114827267825603,-0.0625816434621811,33.411247253418,8.18894577026367,2.07287216186523,0.250441700220108,0.5,53.8253860473633,0.0842152461409569,1.4749641418457,0.0510310381650925,7.31041860580444,753.0,7.63563060760498,301.0,-0.0374845713376999,0.297251284122467,54.1557273864746,2.18224716186523,0.0,0.444444447755814,14.9173555374146,10.8951015472412,0.124996617436409,63.4700775146484,0.0,,1064.06994628906,4.8261604309082,0.0,0.605236291885376,4.03802442550659,6.01171875,2.23521614074707
InChI%3D1S%2FC12H14N2%2Fc1-13-7-3-11%284-8-13%2912-5-9-14%282%2910-6-12%2Fh3-10H%2C1-2H3,9.96625518798828,1.57294845581055,2.75,1.93499660491943,6.75402021408081,0.800000011920929,0.910683631896973,1.85278844833374,1.09885156154633,0.0,0.589834570884705,0.0,0.0,0.0,4.7876935005188,0.0833333358168602,1.75930559635162,0.0,0.0,0.16666667163372,2.1989119052887,0.197275653481483,1250.13012695312,3.00613451004028,2.88035488128662,0.262891709804535,-0.125174596905708,0.0,14.7199764251709,823.581909179688,1.83991479873657,9.5512809753418,0.0,-0.022059790790081,15.9971113204956,5.82355165481567,1.04034233093262,0.111803397536278,0.0,20.6647415161133,0.0430801846086979,0.697213590145111,0.0,4.81365871429443,315.0,9.90748405456543,200.0,0.0414571054279804,0.167705103754997,18.3323707580566,1.0,0.0,0.444444447755814,10.5155553817749,8.59655952453613,0.0625,12.3323707580566,0.0,,1187.02001953125,3.68120312690735,0.894427180290222,0.687874615192413,2.48398947715759,4.67999982833862,1.33956229686737
InChI%3D1S%2FC14H9Cl5O%2Fc15-11-5-1-9%282-6-11%2913%2820%2C14%2817%2C18%2919%2910-3-7-12%2816%298-4-10%2Fh1-8%2C20H,14.9662551879883,4.27517080307007,3.27662110328674,1.83735752105713,9.24803733825684,1.0,2.65470051765442,5.03488159179688,1.0295535326004,,0.785712778568268,0.0,,0.0,7.34388542175293,1.51036298274994,5.67183017730713,0.0,0.0,0.16666667163372,8.12655830383301,0.276212781667709,3252.53540039062,4.07032012939453,11.0436019897461,0.25,-0.0928479954600334,,59.3382377624512,2800.99780273438,2.62091851234436,13.7354831695557,0.0,-0.105688974261284,31.0907783508301,7.45107460021973,1.85684418678284,0.0555555559694767,0.0,69.7966995239258,0.0800458118319511,2.46805334091187,0.392416596412659,7.37605953216553,744.0,8.69190216064453,301.0,0.043412908911705,0.0907718539237976,64.6417007446289,1.53261888027191,,0.5,16.3718814849854,12.3619976043701,0.788515388965607,60.6526908874512,,20.2299995422363,520.059997558594,4.25868463516235,0.0,0.744224905967712,2.78280520439148,6.01171875,3.2610764503479
InChI%3D1S%2FC20H22N4O6S%2Fc1-28-12-17%2825%2921-16-11-14%2831-13-7-5-4-6-8-13%299-10-15%2816%2922-18%2823-19%2826%2929-2%2924-20%2827%2930-3%2Fh4-11H%2C12H2%2C1-3H3%2C%28H%2C21%2C25%29%28H2%2C22%2C23%2C24%2C26%2C27%29,22.6396179199219,1.52087438106537,10.2083330154419,2.0487334728241,14.9434223175049,1.0,1.81173121929169,1.69609034061432,1.23961889743805,0.0,0.775148987770081,0.355689316987991,3.0,0.381571412086487,9.62779331207275,0.0833333358168602,3.29952478408813,1.68707680702209,0.0,0.170103460550308,4.86470222473145,0.998324871063232,3026.7626953125,5.76913738250732,6.43344736099243,0.216506347060204,-0.830695509910583,0.0,43.2145195007324,2989.29223632812,4.00751352310181,17.9058933258057,0.0,0.51707923412323,39.6578788757324,9.6083583831787,3.04761838912964,0.0561312772333622,2.06597971916199,54.570484161377,-0.346795171499252,0.73442941904068,0.0,6.78241920471191,2872.0,9.83304405212402,676.0,0.371152877807617,0.0902630686759949,54.6859321594238,7.11775493621826,0.0,0.5,27.24609375,15.6165952682495,0.0166666675359011,55.7047996520996,1.0,163.119995117188,1986.10998535156,4.42312240600586,3.81638789176941,0.892404973506927,2.99299693107605,15.0089235305786,1.17988204956055
InChI%3D1S%2FC10H9Cl4NO2S%2Fc11-9%2812%2910%2813%2C14%2918-15-7%2816%295-3-1-2-4-6%285%298%2815%2917%2Fh1-2%2C5-6%2C9H%2C3-4H2,13.4996356964111,5.07513189315796,2.65927982330322,2.69017839431763,8.34304141998291,1.0,2.13230037689209,5.51774215698242,1.70590054988861,0.0,1.16393792629242,0.0,0.0,0.25,6.90099382400513,1.06674861907959,5.07260036468506,0.0,0.0641500279307365,0.347716152667999,5.97718906402588,0.508817732334137,2677.8310546875,4.03859043121338,8.53145694732666,0.615596115589142,-0.194331899285316,2.0,56.8876953125,2071.3046875,2.42504143714905,12.8249940872192,0.0372678004205227,-0.0395347066223621,31.5867538452148,7.62444305419922,1.55934536457062,0.184332758188248,0.0,73.2724914550781,-0.0138863427564502,2.80946946144104,0.454568654298782,8.20241355895996,567.0,3.96540641784668,235.0,0.00565024605020881,0.278502225875854,90.4400482177734,4.4615421295166,0.0,0.5,14.4099721908569,6.99928522109985,1.65731203556061,42.1304550170898,1.0,385.959991455078,478.079986572266,6.16645097732544,0.0,0.663194715976715,3.44831490516663,5.17479181289673,5.94472932815552
InChI%3D1S%2FC7H12ClN5%2Fc1-3-9-6-11-5%288%2912-7%2813-6%2910-4-2%2Fh3-4H2%2C1-2H3%2C%28H2%2C9%2C10%2C11%2C12%2C13%29,9.6817979812622,0.55086213350296,3.70370364189148,0.649015843868256,6.25755023956299,1.0,0.696923434734344,0.543477118015289,0.399184584617615,0.0,0.129548981785774,0.0,0.0,0.0,3.53191804885864,0.0,1.09341299533844,0.0,0.0,0.0680413842201233,2.0614230632782,0.364419013261795,910.088134765625,2.07997059822083,2.38911962509155,0.164266422390938,-0.3445865213871,0.0,22.5126934051514,729.260864257812,1.4998060464859,8.51988410949707,0.0,0.368721663951874,16.6135902404785,4.72588682174683,0.610650420188904,0.0180421955883503,4.0612621307373,23.7368316650391,-0.405190736055374,0.275466829538345,0.0,2.85856318473816,260.0,0.16666667163372,151.0,0.302039384841919,0.0365953594446182,20.7315120697021,1.5,0.0,0.5,11.0769233703613,1.88988161087036,0.0,23.0715236663818,0.0,,573.059997558594,1.61436033248901,1.42275726795197,0.95812863111496,1.15374362468719,5.671875,0.36317178606987
InChI%3D1S%2FC8H6Cl2O3%2Fc9-5-1-2-7%286%2810%293-5%2913-4-8%2811%2912%2Fh1-3H%2C4H2%2C%28H%2C11%2C12%29,9.8449354171753,0.807590544223785,3.70370364189148,0.64647251367569,6.09222412109375,1.0,1.09929239749908,0.802930772304535,0.354987353086472,0.0,0.0826339572668076,0.0,1.0,0.5,3.72395634651184,0.117851130664349,1.64910209178925,0.666666686534882,0.0,0.0680413842201233,2.01554727554321,0.430065751075745,828.989013671875,2.00735235214233,2.54828882217407,0.184195280075073,-0.167006641626358,1.0,30.7489147186279,529.8056640625,1.305624127388,7.97065448760986,0.0,-0.18852624297142,18.2318420410156,4.1460108757019,0.440141081809998,0.0240562614053488,0.0,27.2418785095215,0.202839002013206,0.476120948791504,0.0,3.10079336166382,266.0,2.33481526374817,155.0,-0.0449024625122547,0.0643754005432129,27.9520568847656,2.18224716186523,0.0,0.5,11.0769233703613,7.61591911315918,0.0385758392512798,25.5642414093018,0.0,46.5299987792969,205.050003051758,1.77554035186768,0.0,0.864816009998322,1.1948025226593,5.02422142028809,0.649613857269287
InChI%3D1S%2FC15H12F3NO4S%2Fc1-24%2821%2C22%2912-6-9%2815%2816%2C17%2918%294-5-10%2812%2913%2820%2911-7-19-23-14%2811%298-2-3-8%2Fh4-8H%2C2-3H2%2C1H3,17.6983070373535,2.90940475463867,4.06559991836548,2.25339484214783,11.0873537063599,1.0,3.76160454750061,3.58173418045044,1.35009622573853,0.0,0.71968138217926,0.0,0.0,0.814325273036957,8.15523910522461,1.11541044712067,5.66123580932617,0.516459047794342,0.117851130664349,0.411054402589798,8.05831909179688,0.678459644317627,2849.39086914062,5.03832149505615,11.2497844696045,0.719620048999786,-0.226721212267876,3.0,38.0917510986328,2770.7919921875,3.714524269104,13.2194185256958,0.0481125228106976,-0.0147260650992393,37.5815582275391,8.4912281036377,2.29185461997986,0.226064890623093,0.0,51.6867256164551,-0.0769924074411392,1.40758347511292,0.0857578963041306,7.33503913879395,1255.0,3.81499123573303,404.0,0.0597031563520432,0.322794586420059,51.4854469299316,8.50727558135986,0.0,0.5,18.7810649871826,14.5546579360962,0.303021281957626,57.2038764953613,0.0,,1212.08996582031,4.6666431427002,1.69891178607941,0.671696066856384,3.34725308418274,6.62224864959717,2.23980665206909
InChI%3D1S%2FC16H12ClF4N3O4%2Fc1-2-22%288-10-11%2817%294-3-5-12%2810%2918%2915-13%2823%2825%2926%296-9%2816%2819%2C20%2921%297-14%2815%2924%2827%2928%2Fh3-7H%2C2%2C8H2%2C1H3,15.1733617782593,1.66108536720276,5.79561042785645,1.30274033546448,9.45283699035645,0.833333313465118,1.75390350818634,1.78663325309753,0.725354433059692,0.0,0.328407287597656,0.0,0.0,1.44224953651428,6.08982610702515,0.164266422390938,3.14252614974976,0.0,0.0,0.0680413842201233,5.32646226882935,0.557290196418762,1699.55114746094,3.31582164764404,6.23861980438232,0.175366476178169,-0.233581453561783,4.0,45.8987693786621,1523.41186523438,2.15991997718811,13.4294443130493,0.0,0.0411930680274963,36.3236694335938,7.35693740844727,1.08687102794647,0.0240562614053488,0.0,58.5253219604492,-0.0091674504801631,0.666405558586121,0.0186432246118784,4.93237924575806,1865.0,5.49318552017212,490.0,0.101698078215122,0.0665826052427292,63.7974739074707,7.14635419845581,0.0,0.454545468091965,24.2711067199707,15.3983068466187,0.0642559081315994,70.0388031005859,0.0,71.5199966430664,925.119995117188,3.21914744377136,1.61451458930969,0.727997362613678,2.32110929489136,9.87128162384033,1.1301417350769
InChI%3D1S%2FC10H12O%2Fc1-3-4-9-5-7-10%2811-2%298-6-9%2Fh3-8H%2C1-2H3,8.10444831848145,0.347867757081985,2.84444451332092,0.535497665405273,5.36370325088501,1.0,0.40824830532074,0.290380626916885,0.243633925914764,0.0,0.118634916841984,0.0,0.0,0.0,3.24060010910034,0.0,0.925812005996704,0.0,0.0,0.0833333358168602,1.17459428310394,0.151841133832932,609.726684570312,1.69104409217834,1.19574868679047,0.117851130664349,-0.0862094461917877,0.0,11.7744693756104,369.006317138672,0.971404492855072,6.87234973907471,0.0,0.00200196006335318,11.6641836166382,3.63309836387634,0.554737865924835,0.0277777779847383,0.0,13.6641836166382,0.0071904007345438,0.164266422390938,0.0,2.27315974235535,170.0,6.67872285842896,125.0,-0.000763180374633521,0.027377737686038,12.6641836166382,0.333333343267441,0.0,0.5,9.09090900421143,7.00378656387329,0.0,8.33209228515625,0.0,9.22999954223633,419.010009765625,1.47491872310638,1.09204828739166,0.853033244609833,0.907471597194672,4.79289960861206,0.313275456428528
