SMILES,WV.unity,Wnu1.unity,Wlambda3.unity,Wlambda1.unity,BCUTc-1l,BCUTw-1h,Wnu2.unity,WA.unity,WK.unity,Weta2.unity,BCUTw-1l,Weta1.unity,BCUTp-1h,WD.unity,BCUTc-1h,Weta3.unity,BCUTp-1l,WT.unity,Wlambda2.unity
InChI%3D1S%2FC24H26FNO4%2Fc1-15%282%2926-21-6-4-3-5-20%2821%2924%2816-7-9-17%2825%2910-8-16%2922%2826%2912-11-18%2827%2913-19%2828%2914-23%2829%2930%2Fh3-12%2C15%2C18-19%2C27-28H%2C13-14H2%2C1-2H3%2C%28H%2C29%2C30%29,218.090713500977,0.143959894776344,9.91434001922607,2.47153663635254,-0.392150163650513,18.9984073638916,0.278558373451233,83.7373123168945,0.183111295104027,0.435289680957794,11.9883785247803,0.419832020998001,12.5283632278442,1.3824737071991,0.334944665431976,0.527351975440979,3.79633736610413,17.1682319641113,4.78235483169556
InChI%3D1S%2FC5H11N3O3%2Fc1-2-8%287-11%295%2810%296-3-4-9%2Fh9H%2C2-4H2%2C1H3%2C%28H%2C6%2C10%29,25.4655456542969,0.140793904662132,4.47508811950684,0.971265316009521,-0.418947279453278,15.9987049102783,0.21050064265728,12.2553462982178,0.23652908205986,0.580636858940125,11.9963998794556,0.480101346969604,7.57672929763794,1.65193903446198,0.236346185207367,0.591200888156891,3.34167456626892,6.8984899520874,1.45213663578033
InChI%3D1S%2FC11H14O2%2Fc1-4-5-9-6-7-10%2812-2%2911%288-9%2913-3%2Fh4%2C6-8H%2C1%2C5H2%2C2-3H3,55.6435470581055,0.0475654937326908,7.38394212722778,0.538177728652954,-0.374986231327057,15.9982604980469,0.299823224544525,30.8483734130859,0.239458456635475,0.394278764724731,11.9962329864502,0.347760766744614,8.94060325622559,1.21894145011902,0.106572493910789,0.476901978254318,4.86938667297363,11.3144569396973,3.39233708381653
InChI%3D1S%2FC16H9NO2%2Fc18-17%2819%2914-9-7-12-5-4-10-2-1-3-11-6-8-13%2814%2916%2812%2915%2810%2911%2Fh1-9H,42.0983352661133,0.00518130790442228,7.14065790176392,0.0580434650182724,-0.154957488179207,15.9959239959717,0.357400685548782,29.2364253997803,0.228063508868217,0.520525693893433,11.8500003814697,0.0721567049622536,11.2300806045532,1.10923647880554,0.162157222628593,0.516554057598114,3.94892573356628,11.2024736404419,4.00377178192139
InChI%3D1S%2FC18H12O6%2Fc1-21-11-7-12-13%288-5-6-22-18%288%2924-12%2917-15%2811%2916%2820%2914-9%2819%293-2-4-10%2814%2923-17%2Fh2-8%2C18-19H%2C1H3,106.264053344727,0.0335747338831425,9.39435195922852,0.526488661766052,-0.359740793704987,15.9999418258667,0.367337614297867,62.0926132202148,0.199315741658211,0.436927646398544,11.8999996185303,0.259667009115219,10.6924905776978,1.21640956401825,0.260079950094223,0.519814908504486,5.18460464477539,15.681097984314,5.76025676727295
InChI%3D1S%2FC5H10N4O2%2Fc10-6-8-2-1-3-9%287-11%295-4-8%2Fh1-5H2,18.8203258514404,0.152498096227646,2.76942586898804,0.834219336509705,-0.275196433067322,16.0168724060059,0.341241508722305,9.03728199005127,0.129695281386375,0.476955860853195,11.9989995956421,0.410187065601349,7.49679899215698,1.2461416721344,0.173792064189911,0.3589988052845,3.29763245582581,5.47035884857178,1.86671352386475
InChI%3D1S%2FC11H14N2O4%2Fc12-10%2814%2916-6-9%287-17-11%2813%2915%298-4-2-1-3-5-8%2Fh1-5%2C9H%2C6-7H2%2C%28H2%2C12%2C14%29%28H2%2C13%2C15%29,72.7780456542969,0.122681833803654,6.84084320068359,1.37158393859863,-0.326867401599884,15.9979295730591,0.265436440706253,33.7538375854492,0.208911299705505,0.46467399597168,11.8500003814697,0.495095938444138,9.7864465713501,1.39742982387543,0.276499420404434,0.437659919261932,4.29689455032349,11.1800088882446,2.9675817489624
InChI%3D1S%2FC12H7Cl2NO3%2Fc13-8-1-6-12%2811%2814%297-8%2918-10-4-2-9%283-5-10%2915%2816%2917%2Fh1-7H,53.6035690307617,0.0710036158561707,10.0890169143677,0.893443703651428,-0.358482837677002,34.9698524475098,0.127203583717346,26.5926284790039,0.351344585418701,0.482550531625748,11.8500003814697,0.393562525510788,9.72992134094238,1.42414104938507,0.219878777861595,0.548027992248535,3.56416296958923,12.5830726623535,1.60061204433441
InChI%3D1S%2FC6H13N3O2%2Fc1-2-3-4-5-9%288-11%296%287%2910%2Fh2-5H2%2C1H3%2C%28H2%2C7%2C10%29,31.6590766906738,0.0654374584555626,7.69382810592651,0.630061507225037,-0.355059564113617,15.9982614517212,0.135490536689758,15.7066354751587,0.349303990602493,0.330931216478348,11.9963550567627,0.489835858345032,7.62592554092407,1.36640894412994,0.253987193107605,0.545641839504242,3.35397243499756,9.62845420837402,1.30456447601318
InChI%3D1S%2FC9H17NO2%2Fc10-7-9%286-8%2811%2912%294-2-1-3-5-9%2Fh1-7%2C10H2%2C%28H%2C11%2C12%29,27.8837985992432,0.205300286412239,2.86716723442078,1.31561875343323,-0.351368337869644,15.9982604980469,0.347282648086548,13.0808038711548,0.0855627954006195,0.514347910881042,11.9962692260742,0.493809670209885,10.4406290054321,1.51788914203644,0.279297709465027,0.509731590747833,4.12540102005005,6.40826559066772,2.22547936439514
InChI%3D1S%2FC9H8O2%2Fc10-9-6-5-7-3-1-2-4-8%287%2911-9%2Fh1-4H%2C5-6H2,19.4072151184082,0.0332370921969414,4.53553819656372,0.225014179944992,-0.303208827972412,15.9977855682373,0.296813607215881,10.5865087509155,0.252461969852448,0.522722363471985,11.9967565536499,0.129105433821678,8.57438373565674,1.22188186645508,0.266850382089615,0.570054054260254,4.12385606765747,6.76997232437134,2.0094199180603
InChI%3D1S%2FC14H13NO%2Fc1-11%2816%2915-14-9-7-13%288-10-14%2912-5-3-2-4-6-12%2Fh2-10H%2C1H3%2C%28H%2C15%2C16%29,56.7836570739746,0.0337926298379898,12.4624919891357,0.500912487506866,-0.348235309123993,15.9949188232422,0.125460997223854,30.3509769439697,0.380559772253036,0.551712930202484,11.8500003814697,0.311272829771042,9.65201568603516,1.42822051048279,0.137399479746819,0.565234780311584,4.73535633087158,14.8231287002563,1.85972452163696
InChI%3D1S%2FC9H13ClN6%2Fc1-4-12-7-13-6%2810%2914-8%2815-7%2916-9%282%2C3%295-11%2Fh4H2%2C1-3H3%2C%28H2%2C12%2C13%2C14%2C15%2C16%29,72.5701675415039,0.0730336010456085,8.6412410736084,0.915846347808838,-0.43003985285759,34.9688529968262,0.237875878810883,36.4226493835449,0.26681786775589,0.411995202302933,11.9530153274536,0.380789697170258,9.8947925567627,1.3049932718277,0.306596636772156,0.512208342552185,4.4922046661377,12.5400676727295,2.9829797744751
