SMILES,ATSm4,VC-6,WPOL,SP-7,MDEC-13,MDEC-34,topoShape,ATSm5,SC-3,MDEC-14,VPC-4,SC-4,ATSc1,VPC-5,SC-5,ATSc2,ATSp1,VPC-6,SC-6,Kier1,fragC,ATSc3,Kier2,ATSc4,Kier3,ATSc5,MDEO-11,ATSp2,SCH-3,C1SP2,WPATH,MDEO-12,ATSp3,VP-0,MDEN-22,C1SP3,C2SP2,ATSp4,TopoPSA,MDEN-23,MDEC-22,SPC-4,SCH-4,C2SP3,ATSp5,VP-1,MDEC-23,SPC-5,SCH-5,MDEC-44,VP-2,MDEC-24,SPC-6,SCH-6,VP-3,VCH-3,SP-0,VP-4,SCH-7,Zagreb,SP-1,VP-5,PetitjeanNumber,VCH-4,ECCEN,VCH-5,C3SP2,SP-2,VP-6,VCH-6,VAdjMat,C3SP3,SP-3,VP-7,MDEN-11,VC-3,MDEO-22,VCH-7,SP-4,ATSm1,MDEC-11,SP-5,MDEN-33,MDEN-12,VC-4,ATSm2,MDEC-33,MDEC-12,SP-6,MDEN-13,VC-5,ATSm3
InChI%3D1S%2FC16H19ClN4O2S%2Fc1-10-4-3-5-12%2811%2810%292%2919-14-8-13%2817%2920-16%2821-14%2924-9-15%2823%2918-6-7-22%2Fh3-5%2C8%2C22H%2C6-7%2C9H2%2C1-2H3%2C%28H%2C18%2C23%29%28H%2C19%2C20%2C21%29,47.460319519,0.0,33.0,2.036362648,3.8293874264,0.0,1.0,48.7376441956,1.5804176331,0.0,1.623672843,0.0,0.5296489596,2.1541945934,0.2323078066,-0.3038492501,1750.4281005859,2.4307594299,0.0,20.3136005402,1752.0799560547,0.0705132261,10.2222223282,-0.0825105086,6.6824455261,-0.0013790773,0.200000003,1975.638671875,0.0,2.0,1525.0,0.0,2582.2055664063,15.3626708984,1.5981770754,6.0,0.0,2561.267578125,114.5400009155,0.0,4.022046566,3.0912928581,0.0,5.0,2231.0625,9.2300662994,11.498506546,4.4816212654,0.0,0.0,7.0930356979,0.0,5.8220682144,0.1360827684,4.8997769356,0.0,17.5267333984,3.4309780598,0.3484617174,116.0,11.4904022217,2.2785403728,0.5,0.0,531.0,0.0,0.0,10.1321659088,1.4200509787,0.0535190441,5.584962368,2.0,7.7678642273,0.86518085,0.0,0.8918866515,0.0,0.1415390074,5.9965143204,40.8293952942,0.3333333433,4.5576524734,0.0,0.0,0.0,32.2849731445,6.0696387291,2.4551637173,2.9630801678,0.0,0.104443647,46.3916473389
InChI%3D1S%2FC6H14N2O%2Fc1-3-5-8%287-9%296-4-2%2Fh3-6H2%2C1-2H3,9.3289251328,0.0,8.0,0.0,0.0,0.0,1.0,7.9965543747,0.2041241527,0.0,0.1822461784,0.0,0.058386106,0.2491563857,0.0,-0.0322722085,332.3535766602,0.1577350199,0.0,9.0,412.0299987793,0.0289655272,6.125,-0.0212194026,4.5,-0.0043146214,0.0,321.8072814941,0.0,0.0,102.0,0.0,320.1669311523,6.131102562,0.0,4.0,0.0,283.6241149902,32.6699981689,1.0,2.9416828156,0.4927992821,0.0,2.0,211.2650299072,3.4292433262,0.0,0.679412365,0.0,0.0,2.0353126526,0.0,0.4927992821,0.0,1.0789114237,0.0,7.1128840446,0.7096807957,0.0,32.0,4.3460650444,0.3052564561,0.5,0.0,70.0,0.0,0.0,2.851624012,0.1118033975,0.0,4.1699252129,0.0,1.9711971283,0.0,0.0,0.1000000015,0.0,0.0,1.3690824509,10.4944448471,0.1666666716,0.6969234347,0.0,0.0,0.0,9.2458248138,0.0,3.1810829639,0.1443375647,0.0,0.0,9.2182073593
InChI%3D1S%2FC3H6N6%2Fc4-1-7-2%285%299-3%286%298-1%2Fh%28H6%2C4%2C5%2C6%2C7%2C8%2C9%29,10.4956674576,0.0,9.0,0.0,0.0,0.0,0.3333333433,8.1599283218,0.8660253882,0.0,0.1875,0.0,0.2241941839,0.234375,0.0,-0.2190103084,408.9646911621,0.1640625,0.0,7.1111111641,153.0599975586,0.2561644316,2.7222223282,-0.2287433445,2.0,0.0794921294,0.0,444.2171020508,0.0,0.0,84.0,0.0,554.7235107422,4.5,1.5,0.0,0.0,399.0126342773,107.6399993896,0.0,0.0,1.0,0.0,0.0,196.6420593262,2.25,0.0,1.9957818985,0.0,0.0,1.5,0.0,1.7474002838,0.0680413842,0.75,0.0,6.8533711433,0.46875,0.2041241527,42.0,4.1815404892,0.1875,0.25,0.0,63.0,0.0,0.0,4.0226221085,0.0703125,0.015625,4.1699252129,0.0,2.4142136574,0.0,0.75,0.1875,0.0,0.0234375,2.3493351936,11.1599283218,0.0,0.9855985641,0.0,3.5716524124,0.0,10.4956674576,1.5,0.0,0.6969234347,0.0,0.0,15.2398920059
InChI%3D1S%2FC2H4O%2Fc1-2-3%2Fh2H%2C1H3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1334899366,0.0,0.0,-0.043237146,39.1578178406,0.0,0.0,3.0,30.0100002289,-0.0235078223,2.0,0.0,0.0,0.0,0.0,26.5063018799,0.0,1.0,4.0,0.0,11.4356460571,1.9855985641,0.0,1.0,0.0,0.0,17.0699996948,0.0,0.0,0.0,0.0,0.0,0.0,0.8130525351,0.0,0.0,0.0,0.0,0.2357022613,0.0,0.0,0.0,0.0,0.0,2.7071068287,0.0,0.0,6.0,1.4142135382,0.0,0.5,0.0,6.0,0.0,0.0,0.7071067691,0.0,0.0,2.5849626064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7744691372,0.0,0.0,0.0,0.0,0.0,2.3320920467,0.0,1.0,0.0,0.0,0.0,1.3320919275
InChI%3D1S%2FC4H8N2O2%2Fc7-5-6-1-3-8-4-2-6%2Fh1-4H2,8.5500202179,0.0,7.0,0.1443375647,0.0,0.0,0.6666666865,4.2176499367,0.2041241527,0.0,0.1822461784,0.0,0.2465147227,0.1654700488,0.0,-0.1146987528,262.8767700195,0.1052198857,0.0,6.125,200.0399932861,-0.0674794391,3.1111111641,0.0658413768,1.7999999523,-0.0525126047,0.0,277.3349609375,0.0,0.0,64.0,0.200000003,311.5617980957,4.5393509865,0.0,4.0,0.0,211.3280487061,41.9000015259,1.0,3.3019273281,0.4927992821,0.0,0.0,63.7756233215,2.5923800468,0.0,0.5948613286,0.0,0.0,1.6476851702,0.0,0.4927992821,0.1020620763,1.1029471159,0.0,5.8199911118,0.635363698,0.0721687824,34.0,3.9318516254,0.3649296463,0.400000006,0.0,60.0,0.0,0.0,2.9122841358,0.0643950552,0.0456435457,4.0,0.0,2.3020951748,0.0166666675,0.0,0.1000000015,0.0,0.0204124153,1.5953879356,10.2689142227,0.0,1.1051716805,0.0,0.0,0.0,9.9100084305,0.0,0.0,0.3484617174,0.0,0.0,10.882390976
InChI%3D1S%2FCH2ClF%2Fc2-1-3%2Fh1H2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1615350246,0.0,0.0,-0.1050481945,44.1005363464,0.0,0.0,3.0,10.0200004578,0.0242806822,2.0,0.0,0.0,0.0,0.0,30.7144584656,0.0,0.0,4.0,0.0,11.5047273636,2.2189645767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0690449476,0.0,0.0,0.0,0.0,0.3030457497,0.0,0.0,0.0,0.0,0.0,2.7071068287,0.0,0.0,6.0,1.4142135382,0.0,0.5,0.0,6.0,0.0,0.0,0.7071067691,0.0,0.0,2.5849626064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.2147979736,0.0,0.0,0.0,0.0,0.0,4.5335226059,0.0,0.0,0.0,0.0,0.0,4.6690144539
InChI%3D1S%2FC9H8O4%2Fc10-7-3-1-6%285-8%287%2911%292-4-9%2812%2913%2Fh1-5%2C10-11H%2C%28H%2C12%2C13%29,17.7670211792,0.0,15.0,0.6380223036,0.0,0.0,1.0,11.6604595184,1.0837769508,0.0,0.3914659619,0.0,0.3647789657,0.3712765574,0.1666666716,-0.1422719508,593.8272705078,0.3875790536,0.0,11.0769233704,285.0400085449,-0.0722370446,5.0242214203,0.0472131819,3.7037036419,0.0136766033,1.1634025574,652.1868286133,0.0,1.0,270.0,0.0,816.0932617188,6.6366405487,0.0,0.0,2.0,706.6534423828,77.7600021362,0.0,4.5565538406,1.8026887178,0.0,5.0,450.5733947754,3.5236620903,9.3907413483,1.807531476,0.0,0.0,2.4197227955,0.0,2.5142259598,0.0680413842,1.4178307056,0.0,9.8449354172,0.8116444349,0.1841952801,60.0,6.0922241211,0.5204030275,0.5,0.0,157.0,0.0,0.0,5.6048426628,0.213545233,0.0240562614,4.70043993,1.0,3.8590447903,0.0839137211,0.0,0.278029114,0.0,0.0354054645,2.4902784824,16.0978755951,0.0,2.0785646439,0.0,0.0,0.0,14.328368187,2.1025788784,0.0,1.142218709,0.0,0.0166666675,19.7670211792
InChI%3D1S%2FC11H14N2O4%2Fc1-8%282%2916-9-6-4-5-7-10%289%2917-11%2814%2913%283%2912-15%2Fh4-8H%2C1-3H3,27.0364131927,0.0,22.0,1.0665534735,3.6787137985,0.0,0.8000000119,24.0400447845,1.2129861116,0.0,0.5605727434,0.0,0.5020840168,0.5985723138,0.25,-0.3279630244,776.5417480469,0.6418806911,0.0,15.0588235855,689.0599975586,0.1214778125,7.4380164146,-0.0245032404,5.0176000595,-0.0948633179,0.25,854.2482910156,0.0,0.0,546.0,0.9778460264,1086.4516601563,9.9141721725,0.0,2.0,0.0,1051.3140869141,68.1999969482,1.0,3.9654064178,2.3117821217,0.0,7.0,920.039855957,5.0876441002,5.9114756584,2.9303388596,0.0,0.0,3.586566925,0.0,3.75760746,0.0833333358,1.7957961559,0.0,12.8364992142,1.0792343616,0.1178511307,78.0,8.0409126282,0.6886638403,0.4444444478,0.0,234.0,0.0,0.0,7.0326838493,0.3048508465,0.027777778,5.0874629021,0.0,5.1305398941,0.1550068259,0.0,0.4908211827,0.3333333433,0.0226804614,3.6227769852,20.8178520203,0.5952754021,2.7337663174,0.0,0.0,0.0,19.9062843323,2.5250647068,2.2792491913,1.6194698811,0.0,0.0305555556,26.7597885132
InChI%3D1S%2FC2H6O3P%2Fc1-4-6%283%295-2%2Fh1-2H3%2Fq%2B1,5.3283677101,0.0,4.0,0.0,0.0,0.0,1.0,1.0,0.2886751294,0.0,0.2151657343,0.0,0.4659658968,0.1075828671,0.0,-0.4458450377,59.8969154358,0.0,0.0,6.0,91.0400009155,0.3714645207,3.2000000477,-0.1932215989,3.0,0.0346191861,0.0,51.3635177612,0.0,0.0,31.0,1.0,46.7160263062,4.8058838844,0.0,0.0,0.0,35.2940368652,35.5299987793,0.0,0.0,0.5773502588,0.0,0.0,11.3944225311,2.7529883385,0.0,0.2886751294,0.0,0.0,2.0815639496,0.0,0.0,0.0,1.0540925264,0.0,4.991563797,0.2635231316,0.0,20.0,2.8080604076,0.0,0.5,0.0,29.0,0.0,0.0,1.9216682911,0.0,0.0,3.5849626064,0.0,1.3938468695,0.0,0.0,0.1075828671,0.5,0.0,0.2886751294,13.9738206863,0.25,0.0,0.0,0.0,0.0,12.9699382782,0.0,0.0,0.0,0.0,0.0,10.481086731
InChI%3D1S%2FC26H36O6%2Fc1-4-5-6-22-31-21-12-18-17-8-7-15-11-16%2828%299-10-24%2815%2C2%2923%2817%2919%2829%2913-25%2818%2C3%2926%2821%2C32-22%2920%2830%2914-27%2Fh9-11%2C17-19%2C21-23%2C27%2C29H%2C4-8%2C12-14H2%2C1-3H3,78.5265960693,0.2446996719,71.0,6.529894352,5.5061936378,10.1948347092,0.875,81.5191421509,3.2968349457,2.415102005,5.9540252686,0.2788387537,0.7682881355,10.745554924,1.5991965532,-0.299510479,2860.1235351563,15.4995212555,0.4281030297,23.728395462,4192.0600585938,-0.1488660723,8.2936983109,0.0683135539,3.2222223282,0.0495181568,0.8586394191,3650.8449707031,0.0,0.0,2570.0,1.4822566509,6008.1704101563,19.3804264069,0.0,5.0,5.0,6892.8530273438,,0.0,10.9696893692,9.0706567764,0.0,9.0,6327.033203125,12.3069734573,25.132900238,17.7277679443,0.1422588974,1.1052094698,11.0787210464,8.8856430054,28.1064052582,0.6059190631,9.6403522491,0.0,22.8885402679,8.2580003738,1.6037037373,188.0,15.2075281143,6.4738035202,0.4666666687,0.0,762.0,0.0867033452,1.0,14.7850160599,4.8495125771,0.3842563629,6.0,4.0,13.5930318832,3.6596055031,0.0,2.2562417984,0.5,0.9261569977,12.3924255371,36.646812439,0.3605623841,10.5872917175,0.0,0.0,0.2148581892,38.6567344666,10.2642030716,6.2775402069,8.1733846664,0.0,1.0007822514,63.4237556458
InChI%3D1S%2FC4H6O%2Fc1-2-3-4-5%2Fh2-4H%2C1H3,2.3320920467,0.0,2.0,0.0,0.0,0.0,1.0,1.3320919275,0.0,0.0,0.0,0.0,0.1385947466,0.0,0.0,-0.0584019609,131.0917053223,0.0,0.0,5.0,80.0100021362,-0.0156823099,4.0,0.0135728493,4.0,-0.0087859556,0.0,110.6557998657,0.0,1.0,20.0,0.0,79.1377639771,3.1402990818,0.0,1.0,2.0,44.8993453979,17.0699996948,0.0,2.3811016083,0.0,0.0,0.0,17.0717945099,1.479719162,0.0,0.0,0.0,0.0,0.661866188,0.0,0.0,0.0,0.2710175216,0.0,4.1213202477,0.0785674229,0.0,14.0,2.4142136574,0.0,0.5,0.0,24.0,0.0,0.0,1.3535534143,0.0,0.0,3.3219280243,0.0,0.7071067691,0.0,0.0,0.0,0.0,0.0,0.3535533845,5.7744688988,0.0,0.0,0.0,0.0,0.0,4.3320918083,0.0,1.6509636641,0.0,0.0,0.0,3.3320920467
InChI%3D1S%2FC7H7NO2%2Fc1-6-4-2-3-5-7%286%298%289%2910%2Fh2-5H%2C1H3,13.8269233704,0.0,12.0,0.2405626178,1.4142135382,0.0,0.6666666865,10.1587371826,0.7051183581,0.0,0.4631568193,0.0,0.0651360825,0.491504997,0.2323078066,0.0067154868,416.3656311035,0.3901849389,0.0,8.1000003815,199.0299987793,-0.022695167,3.4082839489,-0.0147978775,1.9911111593,-0.0017517796,0.5,455.8635253906,0.0,0.0,114.0,0.0,567.7011108398,5.5731110573,0.0,1.0,0.0,467.4387207031,45.8199996948,0.0,3.9654064178,1.4982668161,0.0,5.0,224.2253570557,2.9161055088,4.2982797623,2.1745584011,0.0,0.0,2.0435965061,0.0,2.1337063313,0.0833333358,1.3121504784,0.0,7.5604777336,0.7682703137,0.1314458549,46.0,4.7152142525,0.3822619617,0.400000006,0.0,76.0,0.0,0.0,4.1696124077,0.1182549819,0.027777778,4.3219280243,1.0,3.034129858,0.0327086188,0.0,0.2461550832,0.0,0.0402003787,2.3353457451,11.9089260101,0.0,1.3417158127,0.0,0.0,0.0,11.2731170654,1.0,1.3731781244,0.5656411648,0.0,0.0480260849,14.7710237503
InChI%3D1S%2FC2H2Cl2O2%2Fc3-1%284%292%285%296%2Fh1H%2C%28H%2C5%2C6%29,15.7279424667,0.0,4.0,0.0,0.0,0.0,0.5,0.0,0.6666666865,0.0,0.4370307326,0.0,0.3329547346,0.0,0.3333333433,-0.1097811535,210.1624603271,0.0,0.0,6.0,19.0400009155,-0.1574406773,2.2222223282,0.1007444635,3.0,0.0,0.5,200.0227966309,0.0,1.0,29.0,0.0,194.496383667,4.2005991936,0.0,1.0,0.0,98.867149353,37.2999992371,0.0,0.0,1.3333333731,0.0,0.0,0.0,2.0257134438,0.0,0.0,0.0,0.0,1.7351988554,0.0,0.0,0.0,0.5600312352,0.0,5.1547007561,0.0,0.0,22.0,2.6427345276,0.0,0.3333333433,0.0,24.0,0.0,0.0,2.4880337715,0.0,0.0,3.5849626064,0.0,1.3333333731,0.0,0.0,0.4238583744,0.0,0.0,0.0,22.974445343,0.0,0.0,0.0,0.0,0.0,9.5676584244,1.0,0.0,0.0,0.0,0.0677630901,19.0548820496
InChI%3D1S%2FC10H14N2O4S%2Fc1-9-3-5-10%286-4-9%2917%2814%2C15%2916-8-7-12%282%2911-13%2Fh3-6H%2C7-8H2%2C1-2H3,31.0499267578,0.0098332269,22.0,0.8139653802,1.043389678,0.0,0.8333333135,24.6576347351,1.7721647024,0.0,1.0882804394,0.2041241527,0.3406746387,1.0303379297,0.3484617174,-0.202354148,1035.4173583984,1.0275093317,0.1020620763,15.0588235855,689.0700073242,0.0962150171,6.8052930832,-0.0052047749,5.0176000595,-0.1291757971,0.6506976485,1144.435546875,0.0,0.0,584.0,1.1052094698,1516.41015625,10.118144989,0.0,3.0,0.0,1388.2850341797,84.4199981689,1.0,5.0340509415,3.0201826096,0.0,5.0,1052.5159912109,5.7516012192,5.6706829071,3.4623613358,0.0,0.0,4.4598684311,0.0,3.5672926903,0.0833333358,2.847889185,0.0,12.8889055252,1.5983707905,0.125,80.0,7.9535255432,1.0889041424,0.4545454681,0.0,278.0,0.0,0.0,7.3510255814,0.6945990324,0.027777778,5.0874629021,1.0,5.3359880447,0.2658540606,0.0,0.7283831835,0.0,0.0518641658,3.355941534,26.9456043243,0.1000000015,2.3416976929,0.0,0.0,0.0294996798,27.9169006348,0.3333333433,2.8028278351,1.8101714849,0.0,0.0722591653,32.7131538391
InChI%3D1S%2FC5H10N2O%2Fc8-6-7-4-2-1-3-5-7%2Fh1-5H2,8.1627397537,0.0,7.0,0.1443375647,0.0,0.0,0.6666666865,3.8303692341,0.2041241527,0.0,0.1822461784,0.0,0.0583950058,0.2077350318,0.0,-0.0322024785,311.3245544434,0.1822461784,0.0,6.125,268.0299987793,0.0296408515,3.1111111641,-0.0211913623,1.7999999523,-0.0050397594,0.0,327.3084106445,0.0,0.0,64.0,0.0,366.583984375,4.8382091522,0.0,2.0,0.0,248.1947784424,32.6699981689,1.0,6.0836434364,0.4927992821,0.0,3.0,75.7559509277,3.0150296688,0.0,0.5948613286,0.0,0.0,2.0959730148,0.0,0.4927992821,0.1020620763,1.4479255676,0.0,5.8199911118,0.9588646889,0.0721687824,34.0,3.9318516254,0.6320766807,0.400000006,0.0,60.0,0.0,0.0,2.9122841358,0.1115355045,0.079056941,4.0,0.0,2.3020951748,0.0288675129,0.0,0.1000000015,0.0,0.0353553407,1.5953879356,9.4944448471,0.0,1.1051716805,0.0,0.0,0.0,9.2458248138,0.0,0.0,0.3484617174,0.0,0.0,10.2182073593
InChI%3D1S%2FC6H8N4O3S%2Fc1-2-7-5%2811%299-6-8-3-4%2814-6%2910%2812%2913%2Fh3H%2C2H2%2C1H3%2C%28H2%2C7%2C8%2C9%2C11%29,24.4680519104,0.0,15.0,0.7024311423,0.6359038949,0.0,0.8000000119,22.2126979828,0.9927992821,0.0,0.6223701239,0.0,0.375253737,0.6793578863,0.1666666716,-0.2565156817,745.8540649414,0.4997058213,0.0,12.071428299,302.0799865723,0.19376643,5.7777776718,-0.2386120856,3.9600000381,0.2096194923,0.6506976485,829.3026123047,0.0,0.0,340.0,0.0,1041.1413574219,8.1145524979,1.1905508041,4.0,0.0,783.0142211914,131.5700073242,0.7211247683,0.1666666716,1.769644618,0.0,0.0,673.3886108398,4.5545291901,2.2255091667,2.2313454151,0.1178511307,0.0,3.1928083897,0.0,2.2990016937,0.1513747126,2.0644891262,0.0,10.5520420074,1.3185099363,0.2323078066,64.0,6.6302289963,0.591188848,0.4444444478,0.0,190.0,0.079056941,0.0,5.8127236366,0.3292995095,0.0748838112,4.8073549271,0.0,4.0417742729,0.137019068,0.0,0.3823123276,0.0,0.0663094148,3.1128940582,23.8911132813,0.0,1.7897480726,0.0,0.0,0.0,19.9418907166,1.1905508041,0.7559289336,1.2557200193,0.0,0.0263523143,29.7742938995
InChI%3D1S%2FC14H12N4O2%2Fc15-5-1-2-6%2816%2910-9%285%2913%2819%2911-7%2817%293-4-8%2818%2912%2811%2914%2810%2920%2Fh1-4H%2C15-18H2,45.6509590149,0.0,41.0,2.8169825077,0.0,0.0,0.75,47.529006958,1.772153616,0.0,1.4956448078,0.0,0.3651044965,2.1728196144,0.644943893,-0.0350829363,1508.5711669922,2.8526816368,0.0,14.9173555374,776.0599975586,0.0194169376,5.3252596855,-0.1845829338,2.2032001019,-0.1825183034,0.200000003,1856.923828125,0.0,0.0,670.0,0.0,2829.7700195313,10.4352989197,0.0,0.0,2.0,3168.5227050781,138.2200012207,0.0,1.7261087894,4.6171765327,0.0,8.0,2699.1774902344,5.8843159676,12.8353767395,8.6706075668,0.0,0.0,4.646282196,0.0,14.391412735,0.1481481493,3.4478490353,0.0,14.6019296646,2.4983019829,0.5101297498,112.0,9.4304285049,1.7488001585,0.4285714328,0.0,250.0,0.0,0.0,9.0914707184,0.9635434747,0.0572916679,5.3219280243,4.0,8.1003417969,0.5685904622,1.0094344616,0.6853954196,0.0,0.1337869465,7.3269305229,22.9888896942,0.0,6.1912932396,0.0,0.0,0.0,23.3289241791,20.435426712,0.0,3.7765538692,0.0,0.1656143665,36.6578483582
InChI%3D1S%2FC12H12N2%2Fc1-3-7-11%288-4-1%2913-14-12-9-5-2-6-10-12%2Fh1-10%2C13-14H,16.3294811249,0.0,15.0,0.8707908392,0.0,0.0,0.8000000119,10.9971113205,0.4082483053,0.0,0.2757834196,0.0,0.053954564,0.3045583665,0.0,0.000488764,777.1146240234,0.2800806463,0.0,10.5155553818,547.0200195313,-0.0334424786,5.7777776718,-0.0025246684,3.5918366909,0.0062077288,0.0,848.1193847656,0.0,0.0,343.0,0.0,1019.5043945313,7.7735028267,1.0,0.0,0.0,855.850769043,24.0599994659,0.0,12.7378730774,0.8660253882,0.0,12.0,586.1145019531,4.5713672638,7.1629304886,1.1872874498,0.0,0.0,2.9820508957,0.0,1.3374298811,0.2041241527,1.8987532854,0.0,9.6399822235,1.1873099804,0.1443375647,66.0,6.9494895935,0.7589030266,0.4444444478,0.0,212.0,0.0,0.0,5.585422039,0.2640431523,0.0641500279,4.8073549271,0.0,4.4326529503,0.1431861222,0.0,0.1666666716,0.0,0.032075014,3.4230341911,14.7199764252,0.0,2.7079081535,0.0,0.0,0.0,15.6923589706,0.3333333433,0.0,1.2844570875,0.0,0.0,18.9971122742
InChI%3D1S%2FC5H8O2%2Fc1-3-5%286%297-4-2%2Fh3H%2C1%2C4H2%2C2H3,5.9962759018,0.0,5.0,0.0,0.8164966106,0.0,0.6666666865,3.3320920467,0.2886751294,0.0,0.0680413842,0.0,0.2728767395,0.0580769517,0.0,-0.1839736402,200.1706085205,0.0240562614,0.0,7.0,154.0200042725,0.0750105679,4.1666665077,-0.0217447989,3.8399999142,-0.0059406422,0.0,184.1418762207,0.0,2.0,50.0,0.5,172.7914886475,4.3080606461,0.0,2.0,1.0,132.5829620361,26.2999992371,0.0,0.3333333433,0.4927992821,0.0,0.0,74.7263870239,2.1009535789,1.4142135382,0.4082483053,0.0,0.0,0.9561724663,0.0,0.2041241527,0.0,0.4532631338,0.0,5.6986703873,0.2011844665,0.0,24.0,3.3080604076,0.0589255653,0.400000006,0.0,45.0,0.0,0.0,2.3020951748,0.0,0.0,3.8073549271,0.0,1.4783978462,0.0,0.0,0.0481125228,0.0,0.0,0.6969234347,8.5489377975,0.200000003,0.2041241527,0.0,0.0,0.0,6.9962759018,0.0,2.0,0.0,0.0,0.0,7.7707448006
InChI%3D1S%2FC14H13NO%2Fc1-11%2816%2915-14-9-7-13%288-10-14%2912-5-3-2-4-6-12%2Fh2-10H%2C1H3%2C%28H%2C15%2C16%29,20.6644630432,0.0,20.0,1.4064017534,1.1938983202,0.0,1.0,17.8303699493,0.9457057714,0.0,0.5582342744,0.0,0.147502929,0.7151379585,0.0833333358,-0.0847602859,945.5314941406,0.7182323337,0.0,12.4567470551,660.0200195313,0.0165704843,6.0743803978,-0.0014303513,3.7692308426,-0.0037660871,0.0,1061.5749511719,0.0,1.0,483.0,0.0,1370.7114257813,9.0905799866,0.0,1.0,0.0,1261.087890625,32.5900001526,0.0,12.7816572189,1.5850375891,0.0,10.0,980.9575195313,5.1528711319,12.6058540344,2.4738471508,0.0,0.0,3.5719163418,0.0,2.9887518883,0.1853954047,2.2653298378,0.0,11.3804693222,1.5458532572,0.1659636497,78.0,7.7540202141,1.0066697598,0.5,0.0,255.0,0.0,0.0,6.8084449768,0.4612272382,0.0598527938,5.0,2.0,5.0126461983,0.2871898115,0.0,0.3412022591,0.0,0.0423489958,4.1675767899,17.1344566345,0.0,3.2641906738,0.0,0.0,0.0,17.6644630432,2.0041451454,1.3844366074,1.8276400566,0.0,0.027777778,23.3841133118
InChI%3D1S%2FC7H15Cl2N2O2P%2Fc8-2-5-11%286-3-9%2914%2812%2910-4-1-7-13-14%2Fh1-7H2%2C%28H%2C10%2C12%29,31.7766342163,0.0125062549,19.0,0.4927992821,0.0,0.0,0.75,36.286605835,0.9469234347,0.0,0.8982876539,0.1443375647,0.4757969081,1.4000645876,0.2762929201,-0.3997104168,652.7467041016,1.6776037216,0.0721687824,12.071428299,659.0700073242,0.3467502594,5.7777776718,-0.0893036947,3.2727272511,-0.291282177,0.0,702.0642700195,0.0,0.0,301.0,0.5,867.8167114258,9.6524009705,0.0,6.0,0.0,894.0758056641,51.3800010681,0.5,6.7755832672,2.1804130077,0.0,1.0,759.9058837891,6.0619764328,0.0,3.3668179512,0.0,0.0,4.2489075661,0.0,4.1093344688,0.0883883461,2.870675087,0.0,10.4413108826,2.2323875427,0.1394193769,64.0,6.7264919281,1.5621166229,0.4285714328,0.0,149.0,0.0,0.0,5.4889640808,0.7178041935,0.048436515,4.8073549271,0.0,4.255654335,0.3122061789,0.0,0.37856552,0.0,0.0414355919,3.3058869839,37.344833374,0.0,2.487616539,0.0,0.0,0.0250125099,27.6194343567,0.0,0.0,1.1200997829,0.0,0.0862803981,32.3978004456
InChI%3D1S%2FC34H59NO15%2Fc1-5-6-9-20%283%2932%2850-31%2844%2917-23%2834%2847%2948%2915-29%2841%2942%2927%2849-30%2843%2916-22%2833%2845%2946%2914-28%2839%2940%2913-19%282%2912-24%2836%2910-7-8-11-25%2837%2918-26%2838%2921%284%2935%2Fh19-27%2C32%2C36-38H%2C5-18%2C35H2%2C1-4H3%2C%28H%2C39%2C40%29%28H%2C41%2C42%29%28H%2C45%2C46%29%28H%2C47%2C48%29,78.124786377,0.0,67.0,2.8762583733,8.4389162064,0.0,0.9090909362,91.8885192871,4.3673596382,0.0,2.8680875301,0.0,1.5874223709,3.3317873478,0.7333019972,-0.6847774386,2751.7419433594,3.6567285061,0.0,50.0,9214.16015625,0.2175321877,27.5625,0.1760668904,24.1229667664,-1.2608356476,7.8836121559,3028.3022460938,0.0,6.0,11054.0,3.9277005196,3817.1281738281,29.6468296051,0.0,4.0,0.0,4121.736328125,288.5100097656,0.0,14.2584552765,6.7631525993,0.0,20.0,4517.7622070313,17.3447036743,35.7020988464,8.4497003555,0.0,0.0,13.6074419022,0.0,12.2703666687,0.0,8.6116018295,0.0,38.5513114929,5.6787962914,0.0,226.0,23.2619419098,3.6017143726,0.4761904776,0.0,1620.0,0.0,0.0,21.492269516,2.1379857063,0.0,6.6438560486,4.0,13.6391639709,1.3685033321,0.0,1.8962630033,0.3333333433,0.0,10.2030916214,61.9770240784,0.6015173197,7.8028335571,0.0,0.0,0.0,54.8117485046,18.2536315918,7.7853565216,4.3334169388,0.0,0.1917987019,76.2852096558
