SMILES,ATSm4,VC-6,WPOL,SP-7,MDEC-13,MDEC-34,topoShape,ATSm5,SC-3,MDEC-14,VPC-4,SC-4,ATSc1,VPC-5,SC-5,ATSc2,ATSp1,VPC-6,SC-6,Kier1,fragC,ATSc3,Kier2,ATSc4,Kier3,ATSc5,MDEO-11,ATSp2,SCH-3,C1SP2,WPATH,MDEO-12,ATSp3,VP-0,MDEN-22,C1SP3,C2SP2,ATSp4,TopoPSA,MDEN-23,MDEC-22,SPC-4,SCH-4,C2SP3,ATSp5,VP-1,MDEC-23,SPC-5,SCH-5,MDEC-44,VP-2,MDEC-24,SPC-6,SCH-6,VP-3,VCH-3,SP-0,VP-4,SCH-7,Zagreb,SP-1,VP-5,PetitjeanNumber,VCH-4,ECCEN,VCH-5,C3SP2,SP-2,VP-6,VCH-6,VAdjMat,C3SP3,SP-3,VP-7,MDEN-11,VC-3,MDEO-22,VCH-7,SP-4,ATSm1,MDEC-11,SP-5,MDEN-33,MDEN-12,VC-4,ATSm2,MDEC-33,MDEC-12,SP-6,MDEN-13,VC-5,ATSm3
InChI%3D1S%2FC19H27NO7%2Fc1-11-9-19%2812%282%2927-19%2917%2823%2926-14-6-8-20%284%297-5-13%2815%2814%2921%2910-25-16%2822%2918%2811%2C3%2924%2Fh5%2C11-12%2C14%2C24H%2C6-10H2%2C1-4H3,62.8465538025,0.0633462816,52.0,2.8616015911,6.3891153336,5.249153614,0.6666666865,60.2984199524,3.0660161972,2.4380357265,3.1750831604,0.25,1.0559167862,3.2112834454,1.4241650105,-0.4846933782,1818.7043457031,3.6485991478,0.2946278155,21.7027339935,2434.080078125,-0.1287494451,8.0246915817,0.2495256811,4.3022122383,-0.158426404,1.0991398096,2156.9255371094,0.2041241527,2.0,1588.0,2.9236314297,2943.7268066406,16.1888523102,0.0,6.0,2.0,3462.8581542969,105.6699981689,0.0,4.487850666,7.567158699,0.4663128555,4.0,3465.8195800781,9.2793531418,12.1310176849,9.0913820267,0.2621887028,0.3333333433,8.0168781281,2.7354178429,11.4861421585,0.4576303065,5.8358392715,0.1178511307,19.9827632904,3.4028201103,0.7057844996,148.0,12.5750589371,2.3531427383,0.400000006,0.2601100206,454.0,0.1422588974,1.0,12.5191698074,1.4930340052,0.182282716,5.7548875809,3.0,10.6857433319,0.8787784576,0.0,1.6395162344,0.6694329381,0.2472899854,7.0704460144,32.7812728882,0.9283177853,5.4011445045,0.0,0.0,0.106216386,32.8194770813,6.5189266205,4.663807869,4.1686577797,0.0,0.4140338302,48.8626899719
InChI%3D1S%2FC8H5N3O4S%2Fc12-4-9-8-10-5%283-16-8%296-1-2-7%2815-6%2911%2813%2914%2Fh1-4H%2C%28H%2C9%2C10%2C12%29,26.7674541473,0.0,19.0,1.2860394716,0.0,0.0,1.0,27.6612510681,1.0374574661,0.0,0.638012588,0.0,0.50411731,0.8312321901,0.25,-0.3263860941,883.1608276367,0.7104145288,0.0,12.4567470551,244.0800018311,0.0941291824,5.5576558113,0.0156517234,3.0297265053,-0.0442486554,0.5129927993,1021.5234985352,0.0,0.0,473.0,0.7539474368,1378.6884765625,8.547744751,0.5,2.0,0.0,1044.9840087891,132.6799926758,0.3380616903,1.6881181002,2.3248970509,0.0,4.0,950.6278686523,4.9530596733,6.4318737984,3.0784492493,0.2357022613,0.0,3.4914362431,0.0,3.4332103729,0.2874574661,2.4330687523,0.0,11.5436058044,1.6945409775,0.4748546481,80.0,7.7027087212,0.873986423,0.5,0.0,251.0,0.1130776331,0.0,6.8050613403,0.5273506641,0.1071086675,5.0,0.0,5.4019346237,0.2790898085,0.0,0.3359222114,0.0,0.1145073324,4.298596859,26.3055934906,0.0,2.8039402962,0.0,0.0,0.0,23.2737045288,2.5250647068,0.0,2.1704280376,0.0,0.02399862,33.2971191406
InChI%3D1S%2FC14H18ClNO4S%2Fc1-9-5-10%282%298-16%287-9%2921%2819%2C20%2911-3-4-13%2815%2912%286-11%2914%2817%2918%2Fh3-4%2C6%2C9-10H%2C5%2C7-8H2%2C1-2H3%2C%28H%2C17%2C18%29,52.3503837585,0.0269294009,35.0,1.6285755634,2.7623987198,0.0,0.8000000119,52.4821090698,2.4818272591,0.0,2.531840086,0.1666666716,0.440907985,3.6818966866,0.8543162942,-0.2192347795,1739.9721679688,4.6201915741,0.1666666716,17.3553714752,1180.0699462891,0.1418899149,6.6299357414,-0.0976778418,3.8548483849,0.0036543254,1.4422495365,2047.2770996094,0.0,1.0,888.0,0.0,2948.6616210938,13.128247261,0.0,4.0,0.0,3016.9431152344,83.0599975586,0.0,4.4685826302,5.0026602745,0.0,6.0,2547.8464355469,7.9321913719,11.99497509,7.1265892982,0.0,0.0,7.2111682892,0.0,9.7546682358,0.1360827684,4.9980621338,0.0,15.7840929031,3.9371609688,0.3114492297,110.0,9.7132511139,2.6990475655,0.4444444478,0.0,311.0,0.0,0.0,9.8308725357,1.7405517101,0.0767608881,5.3923172951,3.0,7.3972687721,0.9067934155,0.0,1.4924376011,0.0,0.211274758,5.8496146202,38.2983703613,0.25,4.412961483,0.0,0.0,0.0323152803,33.8443412781,4.3942165375,3.0078845024,2.9584925175,0.0,0.2487499714,48.065410614
InChI%3D1S%2FC2H5ClO%2Fc1-4-2-3%2Fh2H2%2C1H3,2.9517374039,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.2315032035,0.0,0.0,-0.1834512651,94.6600875854,0.0,0.0,4.0,52.0200004578,0.0894276947,3.0,-0.0217280369,4.0,0.0,0.0,74.3696670532,0.0,0.0,10.0,0.0,46.1764297485,3.2492485046,0.0,0.0,0.0,19.0570583344,9.2299995422,0.0,0.0,0.0,0.0,0.0,0.0,1.4987071753,0.0,0.0,0.0,0.0,0.6160019636,0.0,0.0,0.0,0.3273268342,0.0,3.4142136574,0.0,0.0,10.0,1.9142135382,0.0,0.3333333433,0.0,14.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,12.4872226715,0.0,0.0,0.0,0.0,0.0,5.6159214973,0.0,0.5,0.0,0.0,0.0,4.9319858551
InChI%3D1S%2FC6H12N2O3%2Fc1-2-3-8%287-11%294-6%2810%295-9%2Fh2%2C6%2C9-10H%2C1%2C3-5H2,13.988951683,0.0,11.0,0.0833333358,0.200000003,0.0,0.75,12.4355783463,0.4927992821,0.0,0.2717649341,0.0,0.2540338635,0.2804079354,0.0,-0.0641052127,406.1885070801,0.2063522488,0.0,11.0,374.049987793,-0.076581344,6.6942148209,0.0156038934,5.2892560959,0.001436923,0.6694329381,411.59375,0.0,1.0,176.0,0.0,443.177154541,6.1802301407,0.0,3.0,1.0,398.604095459,73.1299972534,1.0,2.4068520069,0.9216546416,0.0,1.0,326.5283203125,3.2224495411,2.1491398811,1.0934129953,0.0,0.0,2.0783202648,0.0,1.1746675968,0.0,1.0875658989,0.0,8.6902341843,0.5912314057,0.0,42.0,5.2399120331,0.2674348652,0.4285714328,0.0,105.0,0.0,0.0,3.812071085,0.0949491784,0.0,4.4594316483,0.0,2.7068994045,0.0166666675,0.0,0.2290994376,0.0,0.0,1.6325924397,14.0433835983,0.0,1.0433797836,0.0,0.0,0.0,11.9100084305,0.0,1.5196713209,0.402368933,0.0,0.0,13.2144832611
InChI%3D1S%2FC4H7Cl%2Fc1-4%282%293-5%2Fh3H%2C1-2H3,5.9034748077,0.0,2.0,0.0,2.0,0.0,0.5,0.0,0.4082483053,0.0,0.3273268342,0.0,0.0280767232,0.0,0.0,-0.0164020527,202.2141418457,0.0,0.0,5.0,101.0100021362,0.0094709741,2.25,-0.0071072821,4.0,0.0,0.0,177.264175415,0.0,1.0,18.0,0.0,156.3620605469,4.2112436295,0.0,2.0,0.0,62.8338699341,0.0,0.0,0.0,0.4082483053,0.0,0.0,0.0,1.9433288574,1.0,0.0,0.0,0.0,1.4046771526,0.0,0.0,0.0,0.6546536684,0.0,4.2844572067,0.0,0.0,16.0,2.2700555325,0.0,0.3333333433,0.0,19.0,0.0,1.0,1.8020951748,0.0,0.0,3.3219280243,0.0,0.8164966106,0.0,0.0,0.2886751294,0.0,0.0,0.0,12.7127532959,0.5,0.0,0.0,0.0,0.0,5.9517374039,0.0,1.0,0.0,0.0,0.0,5.9517374039
InChI%3D1S%2FC12H10N2O%2Fc15-13-14%2811-7-3-1-4-8-11%2912-9-5-2-6-10-12%2Fh1-10H,21.9936656952,0.0,20.0,1.0827827454,0.0,0.0,1.0,20.3254795074,0.4694161117,0.0,0.4492173195,0.0,0.0536609963,0.6058741808,0.1360827684,-0.0259233788,844.4183959961,0.6350855827,0.0,11.484375,466.0299987793,0.0211962685,5.9149999619,-0.0140678445,2.9822485447,-0.007485955,0.0,954.6594238281,0.0,0.0,364.0,0.0,1222.1290283203,8.0761785507,0.0,0.0,0.0,1162.1652832031,32.6699981689,1.0,13.9952611923,1.420539856,0.0,12.0,921.9107055664,4.651154995,8.0793905258,2.5425977707,0.0,0.0,3.0645513535,0.0,3.2288517952,0.2041241527,2.0831758976,0.0,10.510225296,1.3817448616,0.1178511307,72.0,7.4150147438,0.8738930225,0.5,0.0,194.0,0.0,0.0,5.8682832718,0.3320105374,0.0641500279,4.9068903923,0.0,4.9820618629,0.1872482151,0.0,0.1990711987,0.0,0.0286887661,4.1762051582,16.4944458008,0.0,3.179312706,0.0,0.0,0.0,17.2458248138,0.5,0.0,1.5745382309,0.0,0.0333333351,21.5505771637
InChI%3D1S%2FC16H14N4O3S%2Fc21-20%2822%2914-6-5-13%2824-14%2915-17-12-4-2-1-3-11%2812%2916%2818-15%2919-7-9-23-10-8-19%2Fh1-6H%2C7-10H2,50.883972168,0.0,38.0,3.4311714172,0.0,0.0,0.8333333135,43.5204277039,1.4388321638,0.0,1.5881097317,0.0,0.4915641844,2.0713424683,0.4416383207,-0.2670401037,1802.4521484375,2.3333294392,0.0,17.41563797,1129.0799560547,-0.0642090067,7.7091412544,0.1607969254,3.7588758469,-0.150938347,0.5,2171.3435058594,0.0,0.0,1290.0,0.1818181872,3101.1228027344,13.5308732986,0.5,7.0,0.0,3071.4396972656,112.3099975586,1.0636591911,10.9576883316,3.6839532852,0.0,8.0,2867.5349121094,8.3793735504,16.6691360474,5.6447105408,0.1178511307,0.0,6.4446105957,0.0,8.1916399002,0.3770337105,4.91873312,0.0,16.5182971954,3.4868237972,0.580272615,130.0,11.7203464508,2.3037190437,0.4545454681,0.0,454.0,0.1020620763,0.0,10.5790491104,1.3374661207,0.1825959086,5.584962368,1.0,9.0767803192,0.8420581222,0.0,0.7206802964,0.0,0.1811403036,7.677749157,33.8911132813,0.0,6.4185018539,0.1428571492,0.0,0.0,33.4401702881,6.0725932121,0.0,4.6025462151,0.0,0.1197753102,49.4412994385
InChI%3D1S%2FC4H9N3O3%2Fc5-4%289%297%286-10%292-1-3-8%2Fh8H%2C1-3H2%2C%28H2%2C5%2C9%29,12.7403774261,0.0,10.0,0.0,0.0,0.0,1.0,10.8779554367,0.5,0.0,0.2035616487,0.0,0.2438246757,0.1646008492,0.1666666716,-0.1392320544,320.4953308105,0.099047184,0.0,10.0,234.0599975586,0.0976844355,5.7600002289,-0.1110655442,4.4800000191,0.0899481326,0.5723571181,324.0130615234,0.0,0.0,134.0,0.0,347.7277526855,5.3184227943,0.0,2.0,0.0,306.7870483398,96.9800033569,1.0,2.3811016083,1.0892556906,0.0,1.0,209.1337890625,2.7122433186,1.0400419235,1.1725889444,0.0,0.0,1.6055586338,0.0,0.7357022762,0.0,0.8710799813,0.0,7.983127594,0.4058746696,0.0,38.0,4.7187438011,0.1707294434,0.5,0.0,85.0,0.0,0.0,3.5545732975,0.046399001,0.0,4.3219280243,0.0,2.3956546783,0.0,0.0,0.1207106784,0.0,0.0,1.4751747847,13.4033708572,0.0,0.6422285438,0.0,0.3333333433,0.0,11.0761938095,0.0,0.0,0.3800398409,0.5,0.0158113874,12.8510341644
InChI%3D1S%2FC7H6N6O3%2Fc8-6-10-5%2811-7%289%2912-6%293-1-2-4%2816-3%2913%2814%2915%2Fh1-2H%2C%28H4%2C8%2C9%2C10%2C11%2C12%29,26.1480922699,0.0,21.0,1.1888262033,0.0,0.0,1.0,23.4019985199,1.4106836319,0.0,0.5558583736,0.0,0.4643048942,0.6795961261,0.25,-0.300445646,792.0836181641,0.6546296477,0.0,12.4567470551,385.0899963379,0.0971638188,5.1041665077,0.1159015447,3.0297265053,-0.2671964169,0.5,919.3829956055,0.0,0.0,443.0,0.6666666865,1258.0682373047,7.9040093422,1.5,2.0,0.0,1075.8973388672,,0.536342144,1.0,2.5634114742,0.0,3.0,895.1839599609,4.273712635,3.9973564148,3.6863601208,0.1178511307,0.0,3.0297996998,0.0,4.5530028343,0.2041241527,1.9044098854,0.0,11.7067422867,1.259672761,0.4469580054,82.0,7.5585508347,0.7095175982,0.5,0.0,212.0,0.0340206921,0.0,7.2547588348,0.3733029366,0.0528985672,5.0,0.0,5.3381972313,0.1679279506,0.25,0.3551825881,0.0,0.0679118559,4.4804878235,20.483335495,0.0,3.0615518093,0.0,2.3811016083,0.0,20.2667827606,3.9505505562,0.0,2.2349915504,0.2857142985,0.0257944502,30.0068664551
InChI%3D1S%2FC6H6N2O3%2Fc7-4-1-2-6%289%295%283-4%298%2810%2911%2Fh1-3%2C9H%2C7H2,17.2107582092,0.0,14.0,0.3075296581,0.0,0.0,0.6666666865,13.9017562866,0.9937934875,0.0,0.3983364701,0.0,0.1877723187,0.4022031724,0.2323078066,0.0057831095,444.764465332,,0.0,9.0909090042,179.0500030518,-0.0449167415,3.5999999046,-0.0886714607,2.2145328522,-0.0249165501,0.9449408054,495.6608276367,0.0,0.0,148.0,0.0,639.0959472656,5.520324707,0.0,0.0,0.0,539.6490478516,92.0699996948,0.0,1.6509636641,1.8514000177,0.0,6.0,293.870300293,2.8390710354,5.8538007736,2.5294976234,0.0,0.0,2.0052614212,0.0,3.3575899601,0.0680413842,1.1961666346,0.0,8.430721283,0.686696887,0.1753664762,52.0,5.1090607643,0.4041886032,0.400000006,0.0,89.0,0.0,0.0,4.8033795357,0.1143519357,0.0240562614,4.4594316483,0.0,3.3765487671,0.0311635658,0.0,0.2625922859,0.0,0.0354054645,2.5054914951,14.0433835983,0.0,1.8981866837,0.0,0.0,0.0,12.7713947296,1.6509636641,0.0,0.6534823775,0.25,0.0274249539,17.767578125
InChI%3D1S%2FC37H37N2O9S3%2Fc1-3-38%2825-27-7-5-9-35%2823-27%2950%2843%2C44%2945%2932-17-11-29%2812-18-32%2937%2831-15-21-34%2822-16-31%2949%2840%2C41%2942%2930-13-19-33%2820-14-30%2939%284-2%2926-28-8-6-10-36%2824-28%2951%2846%2C47%2948%2Fh5-24H%2C3-4%2C25-26H2%2C1-2H3%2C%28H%2C40%2C41%2C42%29%28H%2C43%2C44%2C45%29%28H%2C46%2C47%2C48%29,102.3258514404,0.0323152803,85.0,6.5859680176,2.8761062622,0.0,1.0,99.3236923218,6.2171149254,0.0,3.9915006161,0.8660253882,0.7745494246,4.8193483353,1.6323714256,-0.4113141298,4438.853515625,5.3706827164,0.4330126941,42.1487617493,6099.1401367188,0.0773296952,18.2975158691,-0.0192210935,11.5200004578,-0.0520870015,3.3901183605,5192.7426757813,0.0,0.0,11608.0,0.0,7390.044921875,29.2396697998,0.0,6.0,4.0,7795.8310546875,194.7299957275,0.0,0.0,10.0041255951,0.0,21.0,7518.0634765625,18.4021816254,47.9925193787,13.6474103928,0.0,0.0,14.3043632507,0.0,17.6677513123,0.4166666567,10.0005569458,0.0,36.9761161804,6.8328886032,0.4834137559,272.0,24.0613613129,4.7735309601,0.5,0.0,1827.0,0.0,2.0,23.9040203094,2.8140304089,0.1431861222,6.6724252701,4.0,17.9319324493,1.989908576,0.0,2.2688667774,0.0,0.1821251363,14.3518753052,77.0734558105,0.0714285746,11.8503341675,0.1000000015,0.0,0.0969458446,84.0140609741,9.4772281647,6.4428119659,7.9180669785,0.0,0.3733720183,102.3072433472
InChI%3D1S%2FC4H8N2O%2Fc7-5-6-3-1-2-4-6%2Fh1-4H2,4.9965543747,0.0,4.0,0.0,0.0,0.0,1.0,2.6641838551,0.2041241527,0.0,0.1822461784,0.0,0.0585289784,0.2077350318,0.0,-0.0315862894,241.0545043945,0.0408248305,0.0,5.1428570747,183.0299987793,0.0324511193,2.34375,-0.0246056914,1.185185194,-0.0055236262,0.0,255.3536987305,0.0,0.0,43.0,0.0,290.9671020508,4.131102562,0.0,2.0,0.0,100.6473617554,32.6699981689,1.0,4.2426404953,0.4927992821,0.0,2.0,39.550037384,2.5150296688,0.0,0.5948613286,0.1443375647,0.0,1.7424196005,0.0,0.2041241527,0.1020620763,1.1979255676,0.0,5.1128840446,0.7820879817,0.1020620763,30.0,3.4318516254,0.1577350199,0.5,0.0,44.0,0.1118033975,0.0,2.5587308407,0.0408248305,0.0500000007,3.8073549271,0.0,2.0520951748,0.0,0.0,0.1000000015,0.0,0.0204124153,1.4186112881,8.4944448471,0.0,0.4927992821,0.0,0.0,0.0,8.2458248138,0.0,0.0,0.2041241527,0.0,0.0,9.2182073593
InChI%3D1S%2FC11H10N4%2Fc1-7-3-2-6-15-10%287%2913-8-4-5-9%2812%2914-11%288%2915%2Fh2-6H%2C1H3%2C%28H2%2C12%2C14%29,26.5203971863,0.0,24.0,2.1021895409,1.7470678091,0.0,0.75,19.3570995331,1.0992923975,0.0,1.1769558191,0.0,0.229020685,1.7345107794,0.2753775418,-0.1668496579,987.9680786133,2.2820899487,0.0,10.1730108261,879.0399780273,0.0874186158,3.785599947,-0.0502743945,1.645714283,0.0084586833,0.0,1185.2729492188,0.0,1.0,327.0,0.0,1733.5532226563,9.007311821,0.3333333433,4.0,0.0,1596.8900146484,53.7000007629,1.0,3.5024323463,2.6456468105,0.0,5.0,1146.4288330078,5.6920351982,9.2812070847,4.3982386589,0.0785674229,0.0,4.5637702942,0.0,6.5824213028,0.348110348,3.4100441933,0.0,10.413848877,2.5719311237,0.7130298018,84.0,7.2540202141,1.9123350382,0.4285714328,0.0,179.0,0.0250000004,0.0,6.8137574196,1.1328700781,0.1391826421,4.9068903923,1.0,5.9129166603,0.6961213946,0.0,0.5642631054,0.0,0.2461505085,5.1185464859,16.4399528503,0.0,4.4115347862,0.0,0.6324555278,0.0,18.3294811249,4.3296384811,1.3412307501,3.0299577713,0.25,0.0986791477,27.5756320953
InChI%3D1S%2FC6H10N2O%2Fc1-3-5-8%287-9%296-4-2%2Fh3-4H%2C1-2%2C5-6H2,9.3289251328,0.0,8.0,0.0,0.0,0.0,1.0,7.9965543747,0.2041241527,0.0,0.1562948823,0.0,0.0672189966,0.1621234417,0.0,-0.0429956615,344.4215393066,0.0804737881,0.0,9.0,252.0299987793,0.0416407064,6.125,-0.0338809155,4.5,0.0006802551,0.0,334.0644226074,0.0,2.0,102.0,0.0,333.3027038574,5.285803318,0.0,2.0,2.0,293.1660766602,32.6699981689,1.0,2.9416828156,0.4927992821,0.0,0.0,216.9483184814,2.6480228901,0.0,0.679412365,0.0,0.0,1.530597806,0.0,0.4927992821,0.0,0.7951671481,0.0,7.1128840446,0.4392465055,0.0,32.0,4.3460650444,0.1525497139,0.5,0.0,70.0,0.0,0.0,2.851624012,0.0372678004,0.0,4.1699252129,0.0,1.9711971283,0.0,0.0,0.1000000015,0.0,0.0,1.3690824509,10.4944448471,0.1666666716,0.6969234347,0.0,0.0,0.0,9.2458248138,0.0,3.1810829639,0.1443375647,0.0,0.0,9.2182073593
InChI%3D1S%2FC9H8N4O5%2Fc1-5%2814%2910-4-7-11-9%2812-18-7%296-2-3-8%2817-6%2913%2815%2916%2Fh2-3H%2C4H2%2C1H3%2C%28H%2C10%2C14%29,26.7286186218,0.0,21.0,1.4462430477,1.1562709808,0.0,0.8333333135,24.9544887543,1.4457057714,0.0,0.508146584,0.0,0.6107726097,0.5266333818,0.25,-0.2789177001,719.2829589844,0.4570960701,0.0,14.4099721909,423.0899963379,-0.1941828132,6.4378700256,0.3724086881,3.9958376884,-0.2203351408,0.4814111292,819.3783569336,0.0,1.0,685.0,1.1759841442,1095.9151611328,9.2308683395,1.0400419235,5.0,0.0,861.8071289063,130.4700012207,0.5129927993,0.9654893875,2.6135723591,0.0,3.0,805.1185302734,4.8322005272,5.4563865662,3.1841118336,0.2357022613,0.0,3.270157814,0.0,3.7572219372,0.2874574661,1.9033726454,0.0,13.1209554672,1.1471922398,0.4748546481,90.0,8.5585508347,0.6195442677,0.4545454681,0.0,313.0,0.0544331037,0.0,7.9875836372,0.3317664862,0.0568648241,5.1699252129,0.0,5.8572764397,0.1642825156,0.0,0.3634477258,0.25,0.058975447,4.4593839645,23.312297821,0.0,3.1645307541,0.0,0.0,0.0,22.9858779907,3.0813391209,0.5,2.3739783764,0.0,0.0205692183,32.6148872375
InChI%3D1S%2FC7H14N4O4%2Fc1-11%2810-15%297%2814%299-4-2-3-5%288%296%2812%2913%2Fh5H%2C2-4%2C8H2%2C1H3%2C%28H%2C9%2C14%29%28H%2C12%2C13%29,21.6776790619,0.0,17.0,0.4446199834,0.6223698854,0.0,1.0,14.988951683,1.0404400826,0.0,0.4784590006,0.0,0.4517975748,0.3009945452,0.402368933,-0.2601851225,575.8788452148,0.2221325934,0.0,15.0,574.0800170898,0.0969710946,8.1868515015,-0.0804552808,6.9757785797,0.0449165627,0.9846296906,595.5473022461,0.0,1.0,460.0,0.0,673.4104614258,8.3285856247,0.3333333433,1.0,0.0,619.0816650391,128.5800018311,1.4142135382,2.3811016083,2.4142136574,0.0,3.0,465.1879272461,4.2748236656,3.6397173405,1.7071068287,0.0,0.0,2.8739364147,0.0,1.4916245937,0.0,1.6555815935,0.0,11.8449354172,0.7525808215,0.0,62.0,6.9852695465,0.3872832358,0.5,0.0,218.0,0.0,0.0,5.8685741425,0.1893406659,0.0,4.9068903923,0.0,4.3223581314,0.0995018929,0.0,0.3152771294,0.0,0.0,1.9528456926,19.5378284454,0.0,1.0934129953,0.0,0.3162277639,0.0,16.740655899,0.9654893875,0.6082202196,0.6551505923,0.1428571492,0.041516576,21.2899646759
InChI%3D1S%2FC8H12N4O5%2Fc9-7-10-2-12%288%2816%2911-7%296-5%2815%294%2814%293%281-13%2917-6%2Fh2-6%2C13-15H%2C1H2%2C%28H2%2C9%2C11%2C16%29,35.1358375549,0.0,27.0,1.3512353897,0.0,0.0,0.8000000119,29.1673641205,1.3481097221,0.0,1.1585632563,0.0,0.7644725442,1.4627360106,0.4376841784,-0.4290352464,907.6978759766,1.590133667,0.0,13.4320983887,884.0900268555,0.1619536579,5.3254437447,-0.2343804091,2.5599999428,0.15759179,1.2438160181,1070.3132324219,0.0,0.0,496.0,1.2408064604,1516.7971191406,8.9452810287,0.5,2.0,0.0,1430.9722900391,141.3000030518,1.0,0.200000003,3.4332237244,0.0,3.0,1107.8912353516,5.1953310966,4.2711215019,5.3315367699,0.0785674229,0.0,3.9709734917,0.0,7.0881786346,0.3260926902,2.8700022697,0.0,12.5769853592,1.90305686,0.6016615629,88.0,8.0409126282,1.1644340754,0.4444444478,0.0,240.0,0.0453609228,0.0,7.3454809189,0.6100322604,0.1157548502,5.0874629021,0.0,6.3953514099,0.2917685211,0.0,0.5548599958,0.0,0.1454438567,5.0261211395,22.312297821,0.0,3.583796978,0.0,1.0,0.0,21.3220348358,5.931661129,0.0,2.4122917652,0.25,0.1111963317,32.2832603455
InChI%3D1S%2FC12H9NO%2Fc13-8-5-6-10-9-3-1-2-4-11%289%2914-12%2810%297-8%2Fh1-7H%2C13H2,22.6607379913,0.0,21.0,1.9769001007,0.0,0.0,0.75,16.3838348389,0.8941739798,0.0,0.7341384292,0.0,0.187851876,1.0464450121,0.1916383207,-0.0718395114,893.4486694336,1.1900569201,0.0,9.2421875,443.0199890137,-0.0220973119,3.5387523174,-0.0350147001,1.546875,0.0548895895,0.0,1068.4962158203,0.0,0.0,274.0,0.0,1542.2921142578,7.5270504951,0.0,0.0,0.0,1355.2342529297,39.1599998474,0.0,7.3152799606,2.1324045658,0.0,10.0,911.3244628906,4.5123076439,14.2854290009,3.734552145,0.0785674229,0.0,3.3538181782,0.0,5.2158002853,0.3735969365,2.4028153419,0.0,9.5436058044,1.7424936295,0.6481041312,78.0,6.8433365822,1.1988866329,0.4285714328,0.0,171.0,0.0255155191,0.0,6.2862520218,0.6432209015,0.110759601,4.8073549271,2.0,5.4267301559,0.3744157851,0.0,0.3584137559,0.0,0.1448793113,4.8383359909,15.1344566345,0.0,4.0369534492,0.0,0.0,0.0,16.8303699493,5.1459298134,0.0,2.7731838226,0.0,0.0548540242,24.6607379913
InChI%3D1S%2FC11H10N6O5%2Fc1-5%2818%2912-10-14-9%2815-11%2816-10%2913-6%282%2919%297-3-4-8%2822-7%2917%2820%2921%2Fh3-4H%2C1-2H3%2C%28H2%2C12%2C13%2C14%2C15%2C16%2C18%2C19%29,35.477016449,0.0,29.0,2.1766078472,3.2912170887,0.0,1.0,38.2806015015,2.058078289,0.0,0.5861777067,0.0,0.7326386571,0.709533155,0.25,-0.5320153832,1058.0140380859,0.651486516,0.0,18.340265274,627.1099853516,0.3274863064,8.203125,-0.1456963718,5.5514974594,-0.0514290631,0.814325273,1215.7901611328,0.0,2.0,1085.0,0.8728715777,1655.9724121094,11.457154274,4.0612621307,4.0,0.0,1555.2961425781,162.8099975586,0.8171902299,1.0,3.0752561092,0.0,3.0,1564.5317382813,5.8409686089,4.2637066841,4.622756958,0.1178511307,0.0,3.9720447063,0.0,5.6411561966,0.2041241527,2.1275522709,0.0,16.2756557465,1.3995012045,0.4071002603,110.0,10.346244812,0.76995188,0.5,0.0,356.0,0.0340206921,0.0,10.0355644226,0.4574379325,0.0434052013,5.4594316483,0.0,6.6715307236,0.2367719561,0.0,0.4883407056,0.0,0.050834544,5.8058924675,28.0322742462,0.125,4.1252422333,0.0,0.0,0.0,27.263338089,6.3488483429,0.5345224738,3.3944907188,0.0,0.0205692183,40.1103553772
InChI%3D1S%2FC5H10ClN3O3%2Fc6-1-2-7-5%2811%299%288-12%293-4-10%2Fh10H%2C1-4H2%2C%28H%2C7%2C11%29,18.7361164093,0.0,13.0,0.2011844665,0.0,0.0,1.0,17.6600627899,0.402368933,0.0,0.2253586203,0.0,0.3610134423,0.2250641584,0.1178511307,-0.1974429637,456.8276062012,0.1784045994,0.0,12.0,309.0700073242,0.0642147288,7.6388888359,3.78514705516864e-05,5.3254437447,-0.1747395843,0.6463304162,463.0850524902,0.0,0.0,226.0,0.0,498.9346923828,7.106637001,0.3333333433,4.0,0.0,484.4209289551,85.4899978638,1.4142135382,2.0659797192,1.0690356493,0.0,0.0,398.7250061035,3.803861618,1.6329932213,1.4428089857,0.0,0.0,2.1770658493,0.0,1.4082912207,0.0,1.147998333,0.0,9.3973407745,0.5804569125,0.0,46.0,5.7567486763,0.2823494077,0.5,0.0,129.0,0.0,0.0,4.0765156746,0.1153839082,0.0,4.584962368,0.0,3.0016005039,0.0498786606,0.0,0.1154320389,0.0,0.0,2.0236034393,23.1161251068,0.0,1.1784683466,0.0,0.0,0.0,15.1941165924,0.0,0.0,0.3922589123,0.0,0.0141421352,16.9689559937
